entry,year,genre,source,a,b,c,text,
17,1856,FIC,JusticeInBy-Ways,A,B,C,"  a touching melancholy, sway gently to and fro; the leaves of the silvery poplar tremble and reflect their shadows on the fresh waters; and the flitting gas-lights mingle",
222,1856,FIC,MythHiawathaOther,A,B,C,"  is a change, for one gets tired eating white fish always (meaning the poplar); but the carp (meaning the red willow) is a pleasant change",
292,1856,FIC,DredATaleGreat,A,B,C,"  out of the water. Cypress, red cedar, sweet gum, tulip, poplar, beech, and holly, form a goodly fellowship, waving their rustling boughs",
375,1856,FIC,MythHiawathaOther,A,B,C,"  of her joy, saw her, with astonishment, eating the bark of the poplar cane in the same manner that beavers gnaw. He then exclaimed, "" Ho",
385,1857,NF,MinnesotaDacotah,A,B,C,"  , been bridged in advance by a causeway of round or split logs of the poplar growth near by; between this and the crossing of Sauk River are two other",
395,1857,NF,MinnesotaDacotah,A,B,C,"  River are two other bad sloughs, over one of which are laid logs of poplar, and over the other the wagons were hauled by hand, after first removing",
71,1859,FIC,MyThirdBookACollection,A,B,C,"  of the way in silence, but my thoughts were roaming up and down the poplar walk, or sitting in the silent house with Mistress Hester Wilde. The next",
137,1859,FIC,MyThirdBookACollection,A,B,C,"  convenient apartments. There was a parlor -- a stately parlor looking out upon the poplar walk. A rich but sombre carpet was upon the floor, and we arranged",
468,1859,FIC,MyThirdBookACollection,A,B,C,"  a horse ridden furiously. It came in at the gate, up the long poplar walk. It stopped, and the rider dismounted before our very door. Hester",
217,1860,FIC,SirRohansGhost,A,B,C,"  at not a dozen paces' distance, while the withered branches of an old poplar shot forth simultaneously a hundred sparks, and a tower of fire streamed up in",
464,1860,FIC,SunnySouthTheSoutherner,A,B,C,"  feathering and stately elegance of the Indian salex; or the columnar altitude of the poplar, marking the site of some hidden cottage. I see you gaze with admiration",
285,1861,FIC,Escape,A,B,C,"  ting: I know whar massa took Linda to. He took her to de poplar farm, an' he went away las' night, an' missis she",
381,1861,FIC,Escape,A,B,C,"  don't b'lieve he has sold her at all. He went ober towards de poplar farm, an' I tink Linda is ober dar now. Ef she is",
393,1861,FIC,Escape,A,B,C,"  if Bob told me the truth, when he said that Melinda was at the poplar farm, I will soon be with her; and if I once get her",
498,1863,FIC,Shoulder-Straps<,A,B,C,"  a bordering of fruit-trees at the sides of the enclosure, and two medium-sized Lombardy poplar trees at the gate. No negro-quarter was visible, or any evidence that the",
199,1864,FIC,Macaria,A,B,C,"  cottage formerly occupied by Mrs. Aubrey stood a small brick house, partially concealed by poplar and sycamore trees, and surrounded by a neat, well-arranged flower-garden. This was",
441,1864,MAG,ContMonth,A,B,C,"  upon the accursed thing.' That night, at the foot of the tall poplar, the flickering sunlight falling through the leaves on his head, making the brown",
450,1864,FIC,ClotelleColored,A,B,C,"  the fragrance of the magnolia. When she went with her young mistress to the Poplar Farm, as she sometimes did, nature's wild luxuriance greeted her, wherever",
462,1864,FIC,Macaria,A,B,C,"  she will own it -- for I have often heard her speak of those old poplar trees in the front yard. She has always admired the place. "" At",
36,1866,NF,CampaignsNon-Combatant and,A,B,C,"  lay up a lane, some distance from the road, and two enormous tulip poplar trees sheltered and half-concealed it. A tiny creek ran through the dairy, over",
118,1867,NF,DrainingProfit,A,B,C,"  partially stopped the second. At a distance of about 50 yards a black Italian poplar, which stood on a bank over a 4-inch drain, had completely stopped it",
169,1867,FIC,May-Day and,A,B,C,"  cowslip-wreaths, Whence a smokeless incense breathes. Girls are peeling the sweet willow, Poplar white, and Gilead-tree, And troops of boys Shouting with whoop and hilloa,",
352,1867,NF,DrainingProfit,A,B,C,"  I have found to be most dangerous, have been red willow, black Italian poplar, alder, ash, and broad-leaved elm. I have many alders in close",
364,1867,NF,OurCommonInsects,A,B,C,"  and plugging, have been tried with as little effect. Illustration: 105. Poplar Tree Borer. The city of Philadelphia has suffered grievously from this borer. Illustration",
427,1867,NF,OurCommonInsects,A,B,C,"  , 157. Poisonous insects, 214. Polynema, embryology of, 164. Poplar tree insects, 92. Potato insects, 63. Prelarval stage of ichneumons,",
471,1867,NF,OurCommonInsects,A,B,C,  half of June. Illustration: 107. Larva of the Plain Saperda. The Poplar tree is infested by an other species of Saperda (S. calcarata). This,
363,1869,NF,AmericanWomans,A,B,C,"  the willow, the black of the birch, and the silvery gray of the poplar, may be combined in fanciful net-work. For this sort of work, no",
190,1871,FIC,HoosierSchoolmaster,A,B,C,"  had sat down on the broad hearth to have her usual morning smoke; the poplar table, adorned by no cloth, stood in the middle of the floor;",
251,1871,NF,AdventuresYoung,A,B,C,"  reminiscences, and offered to lay me a wager that I had climbed many a poplar without the advantage of such superintendence as l'Encuerado's. At last the two gymnasts",
493,1873,MAG,Atlantic,A,B,C,"  He countermanded my orders. One great reason why Mr. Jefferson built his house at Poplar Forest, in Bedford County, was that he might go there in the summer",
124,1874,NF,WesternWorld,A,B,C,"  the red and other maples, the white birch, the balsam, fur, poplar, and mountain ash; and occasionally, as has been said, on the",
157,1874,NEWS,NYT-Ed,A,B,C,"  were thronged. by thousands from all the surrounding country, and under the venerable poplar planted two hundred. years ago, which still graces the lawn in front of",
240,1874,FIC,WhatIDidWithMy,A,B,C,"  , some old gray not quite dead cherry-trees, a lost and rather bony Lombardy poplar or so, some huge high pines not far from the house for the sake",
300,1874,FIC,TerribleSecret,A,B,C,"  Fetch Victor. He is dying. -- INEZ. "" CHAPTER XIX. AT POPLAR LODGE. Half an hour had passed and Sir Victor did not return. Edith",
356,1874,NF,WesternWorld,A,B,C,"  a heavy rush, either of water or ice; and as the willow, poplar, and birch generally take root and shoot up, they by degrees form a",
239,1876,FIC,Odensee [1876-1879],A,B,C,"  left his soul behind. It waved in the locust-blossom, It gleamed in the poplar spray, It sang in the robin's singing, And it murmured, """,
411,1876,FIC,CaptainSam,A,B,C,"  Sam had taken pains to select a proper tree for his purpose, a gigantic poplar more than three feet in diameter, which lay near the creek, where it",
430,1876,FIC,CaptainSam,A,B,C,"  , who speedily fell to work upon the log under Sam's direction. The poplar was very easily worked, and the boys were all of them skilled in the",
110,1878,FIC,PrinceDeukalion,A,B,C,"  lovers' tales! Let olives ripen And die, untended; Leave oak and poplar, And homeless pine! Take shell and trumpet From swell of surges, And",
161,1878,FIC,DriftFromTwoShores,A,B,C,"  ? "" The One Man (lazily): "" Well, he was kinder poplar with widders and widderers -- sorter soothen' em a kinder, keerless way; slung'",
203,1878,FIC,DriftFromTwoShores,A,B,C,"  : -- "" Yes, well, I reckon he was at one time as poplar an ondertaker ez I knew. "" The Other Man (inventing a question rather",
279,1881,FIC,DrBreensPractice,A,B,C,"  watched him through the open door, and from under the boughs of the weatherbeaten poplar before it. Hackett had been cutting a pound of cheese out of the thick",
307,1881,FIC,DrBreensPractice,A,B,C,"  . Guess he's had an eye out. "" "" They say he's poplar among' em, "" observed the storekeeper thoughtfully. "" He's been pooty",
456,1882,NF,AtlantisAntediluvian,A,B,C,"  potato or the dahlia, nor propagable by cuttings, like the willow or the poplar. It has only a perennial root, which, once planted, needs hardly",
59,1884,FIC,Burl,A,B,C,"  the three Indian rifles now added to the rest. Mounting a low, wide poplar stump directly in front of his cabin, he proceeded to give his colored brethren",
171,1884,FIC,DrSevier,A,B,C,"  on the left, and a long-limbed, big-boned, red-shirted young Irishman occupied a poplar table, hanging one of his legs across a corner of it and letting the",
139,1885,NF,TwoMonthsInCamp,A,B,C,"  go and cut their tent in pieces. In some of their dances, Little Poplar was arrayed in some of Miss McLean's ribbons, ties and shawls, another",
216,1885,NF,TwoMonthsInCamp,A,B,C,"  the echo without a discordant note. The hills were covered with trees, principally poplar and spruce, interspersed with berry-bearing shrubs. A most beautiful and enchanting location.",
341,1885,MAG,Century,A,B,C,"  groups, stiff and erect; and here and there among them were groves of poplar and cottonwood, with slender branches and trembling leaves, their bright green already changing",
494,1885,NF,TwoMonthsInCamp,A,B,C,"  anyone lagged in the dance, it was a bad day for him. Little Poplar had a whip, and he would ply it thick on the back of the",
44,1886,FIC,AnnetteMetisSpy,A,B,C,"  joining the rebel forces at Hatchet Creek, the same is absurdly untrue. Little Poplar did actually set out, after the attack, to join the bois-brules, and",
68,1886,FIC,AnnetteMetisSpy,A,B,C,"  with Captain Stephens, rode away. Meanwhile affairs had fallen out much as Little Poplar predicted. Captain Beaver, after thorough consideration of the matter, decided that it",
70,1886,FIC,AnnetteMetisSpy,A,B,C,"  of Monsieur Stephens. I want my bay saddled and led quietly out to the poplar bush; and I shall come there in a little. "" Julie kissed the",
74,1886,FIC,AnnetteMetisSpy,A,B,C,"  that he would have the pleasure of assisting in hanging Monsieur Riel to a prairie poplar; and in putting tar and feathers upon his followers. "" "" Has he",
81,1886,FIC,AnnetteMetisSpy,A,B,C,"  I shall put my blanket here. Should one approach, the ears of Little Poplar are as keen while the spirit of sleep hovers over him as while he is",
83,1886,FIC,AnnetteMetisSpy,A,B,C,"  correspondence with Major Tonweight, pointing out the expediency of making an attack upon Little Poplar. "" He is upon his reserve, it is true, "" Beaver wrote",
143,1886,FIC,AnnetteMetisSpy,A,B,C,"  for the scouts. A runner from the Stonies saw you both, and Little Poplar with you, this morning, and swiftly carried the news. It is likely",
153,1886,FIC,AnnetteMetisSpy,A,B,C,"  . At last his tall, straight figure, resembling in very truth a little poplar, was seen moving towards the tent; and with a shy run Julie was",
237,1886,FIC,AnnetteMetisSpy,A,B,C,"  the head of his column, and swooped towards his prey. So when Little Poplar, on the morning after the rescue of Captain Stephens, met the two maidens",
282,1886,FIC,AnnetteMetisSpy,A,B,C,"  . "" Julie's dreams were very happy that night. On the morrow Little Poplar informed them that his heart was not now as much with the white people as",
310,1886,FIC,AnnetteMetisSpy,A,B,C,"  and myself have put on apparel more suited to our present inclinations? "" Tall Poplar rode away; but when he joined the maidens again a great look of dismay",
313,1886,FIC,AnnetteMetisSpy,A,B,C,"  near, and perceived that he was a Cree Indian. "" Message from Little Poplar, "" the brave said, as he reined in his splashed and foam-flecked pony",
333,1886,FIC,AnnetteMetisSpy,A,B,C,"  , keeping close to the banks of the stream. Beyond was a bluff of poplar and white oak, and as the riders passed round it, the gleam of",
340,1886,FIC,AnnetteMetisSpy,A,B,C,"  her horse; then running a few paces to where stood a tall, sturdy poplar, she clambered into its branches. Then the tremendous mass, headed by maddened",
379,1886,FIC,AnnetteMetisSpy,A,B,C,"  . It is likely that le grand chef knows of it before this. Little Poplar, who is now disguised as a medicine man, is yonder in the valley",
403,1886,FIC,AnnetteMetisSpy,A,B,C,"  the state of affairs about the garrison. "" "" Oui Mademoiselle; and Tall Poplar is to be at the stockade facing the river half an hour after sun-set.",
483,1886,FIC,AnnetteMetisSpy,A,B,C,"  nest, a voice came through the poplars saying, "" Fear not, Little Poplar comes. "" "" It is his voice, Mademoiselle, "" and immediately the",
26,1887,NF,AutobiographyFrank,A,B,C,  peculiar circumstances at that time seemed to demand it. In November I went to Poplar Plains and held the last protracted meeting of my life. It was a pleasant,
409,1887,FIC,Afterwhiles,A,B,C,"  cross the pasture, and through the wood Where the old gray snag of the poplar stood, Where the hammering "" red-heads "" hopped awry, And the buzzard """,
449,1887,MAG,Atlantic,A,B,C,"  seen. On the other hand, I think I never looked upon a Lombardy poplar equal to one I saw in Cambridge, England. This tree seems to flourish",
276,1888,FIC,JohnWardPreacher,A,B,C,"  , still afternoon, the sunshine, the faintly rustling leaves of the big silver poplar, and Mr. Denner's friend's love story. But only the pathos and",
480,1888,FIC,BigBrother,A,B,C,"  . This spoiled meat will do for bait. Get me a good piece of poplar wood, Tom, or cypress, or some other sort, that I can",
33,1889,FIC,WhoSpokeNext,A,B,C,"  the thistle blows, And mossy trunks still mark the broken rows; Its chimney-loving poplar, oftenest seen Next an old roof, or where a roof has been;",
49,1889,MAG,NewEngMag,A,B,C,"  timber is yellow poplar, which is said to be superior in quality to the poplar of other regions, being entirely free from gray streaks and black specks, which",
146,1889,MAG,Harpers,A,B,C,"  trees have been culled out, but there is abundance of oak, beech, poplar, cucumber, and small pines. And there is no doubt about the mineral",
215,1889,NF,HistoryPhoenicia,A,B,C,"  lowlands; in the highlands the cedar, Aleppo pine, oak, walnut, poplar, acacia, shumac, and carob. We have spoken of the former abundance",
234,1889,FIC,StandishStandish,A,B,C,"  joyous trill of a linnet's song, and the bird alighting upon a neighboring poplar seemed challenging the unseen songster to a trial of skill. The stately hymn broke",
255,1890,NEWS,NYT-Reg,A,B,C,"  to the - United States torpedo boat Cushing, were built by Yarrow &; Co. at Poplar, London, In 1986. They are 125 feet in length and 13 feet",
