entry,year,genre,source,a,b,c,text,
36,1864,MAG,Atlantic,A,B,C,"  broken, weedy bank is more picturesque than the velvet slope, - the decayed oak than the symmetry of the sapling, - - the squalid shanty by the railroad, with",
37,1820,FIC,PoeticalWorks,A,B,C,"  and void of strength Stretch'd on the ground his manly length. Like ancient oak o'erturn'd, he lay, Or tower to tempests fall'n a prey, Or",
38,1923,FIC,Play:RobinHoodMerry,A,B,C,"  song I'll strike a note for one who towereth over all, as forest oak o'er garden shrub -- that peerless knight and mighty warrior, King Richard of the",
39,1920,NEWS,Chicago,A,B,C,  In connection with the passing of half a dozen checks for amounts totaling $200. Oak Park Teachers Are Womeless'; Crisis in Fall The Oak Park school board has,
40,1938,FIC,ListeningHouse,A,B,C,"  crowded big room, down a corridor into a bare waiting room with scarred golden oak armchairs. I sat in one, Hodge Kistler in another, our guides lounged",
41,2002,MAG,NaturalHist,A,B,C,"  692-3887 **28;1220;TOOLONG parks/socumb/savage.htm HABITATS Upland forest. Atop the plateau the dominant trees are white oak, northern red oak, chestnut oak, shagbark hickory, mockernut hickory, and",
42,1961,MAG,Atlantic,A,B,C,  or Boyne City girls who joined our household for the summer would come back to Oak Park with us in the fall. During his lifetime Grandfather Hall visited us for,
43,1903,MAG,Century,A,B,C,"  snug as a bug in a rug. Downy drilled another cell in a dead oak farther up the hill, and, I hope, passed the winter there unmolested",
44,1910,FIC,DavePorterAtStar,A,B,C,"  , "" said Roger. "" My, but he was mad when he left Oak Hall! He'd like to chew your head off, Dave! "" """,
45,1886,FIC,AnAlgonquinMaiden,A,B,C,"  . "" Edward found the proposition a most welcome one. They could not leave Oak Ridges too soon, nor remain away from it too long. His sister's",
46,1961,FIC,SpaceshipNamed,A,B,C,"  overwhelming background, even the hair looked vaguely violet. "" Come in, Mr. Oak, "" said Shalimar Ravenhurst. I walked toward him across the Burgundy carpet while",
47,1997,MAG,ConsumRep,A,B,C,"  be Illinois. Every high-school senior must complete a one-semester course to graduate. At Oak Park and River Forest High School, in an upper-middle-class suburb of Chicago, students",
48,1954,NF,LetsEatRightKeep,A,B,C,  spectacular relief often results from massive doses of vitamin C. Even the effects of poison oak and poison ivy often disappear when sufficient vitamin C is taken. Any foreign substance,
49,2006,MAG,Sunset,A,B,C,"  the lake's pebbly beach. From Sauvie Island Rd., take Reader Rd. to Oak Island Rd.; trailhead is at road's end. Make it an overnight.",
50,1870,FIC,ShadowMolochMountain,A,B,C,"  Can not you be as wise? "" "" But man is different from an oak. He is the chief and crown of creation. All this system operates for",
51,1833,NF,HistoryVegetable,A,B,C,"  of timber very superior of its kind. In Scotland, they are generally of oak; and the oak of that country, before it was cut' down almost",
52,1942,FIC,ComeBackWayneCounty,A,B,C,"  of his boys after trees. Eight or nine boys, and they were called Oak, Hickory, Ash, Juniper, Beech, and a couple of others.",
53,1841,NF,Book,ATreatise,A,B,C,"  underwood in a group of large trees. /z/ As the chestnut, like the oak, forms strong tap-roots, it in removed with some difficulty. The finest trees"
54,1835,FIC,PartisanATaleRevolution,A,B,C,"  and spoken with all the men in his camp, now retired to a small oak under which he usually rested. He threw himself down upon the dry moss that",
55,1920,FIC,Underworld,A,B,C,"  been his pride, were tumbled about the thin face framing it in a tangled oak brown frame of deepest beauty. She lifted her hand as he approached, a",
56,1901,FIC,Master-KnotHuman,A,B,C,"  tree was scoffed at in America, but, thank God, mine was an oak that had weathered many a gale. Not very great folk, but honest,",
57,1951,MAG,NatGeog,A,B,C,"  hold liquids). For aging whisky they need quantities of barrels made of white oak, which seems to improve the liquor's flavor. Several plants in Louisville,",
58,1933,FIC,ErieWater,A,B,C,"  snuff-colored clothes, and his Aunt I.evesser was there also, sitting in an old oak armchair. She had come to live with them after Daniel's mother died.",
59,1873,FIC,HerMajestyQueen,A,B,C,"  as I remember, and again see the youth lying on the turf beneath the oak, reading Shakespeare's dramas, and thinking of his own life's drama,",
60,1843,FIC,LettersFromNew-,A,B,C,"  another clime, would have enabled him to stand beside brave old Torquil of the Oak, and give the cheerful response, "" Bas air son Eachin. "" (",
61,1967,FIC,WhenSheWasGood,A,B,C,  earth which had once been tobacco fields but now lay in fallow ruin. Scrub oak and pine saplings poked up through these meadows; the earth was raw and weedy,
62,1937,FIC,NoneShallLookBack,A,B,C,"  journeyman tinker. One day in bright September, Jazan was sitting under YellowClay's oak, weaving coloured garters on a knee-loom she held between her knees. She heard",
63,2002,FIC,YoYoLove,A,B,C,"  and all I saw was his perfect gleaming white teeth, slanted eyes, and oak brown skin. He was about 6-feet 4-inches tall, with jet black hair.",
64,1841,NF,Book,ATreatise,A,B,C,"  the palmy days of Rome to the most celebrated men, was also composed of oak leaves /z/ It should not be forgotten that the oak was worshipped oy the ancient"
65,1977,NEWS,Chicago,A,B,C,"  last Friday, Marguerite Bowers, a Moody Bible Institute employe, was killed in Oak Park. Thomas Lee Venda, found not guilty of another murder by reason of",
66,1924,NEWS,Chicago,A,B,C,"  Hyde Park and Austin in the city, and in such suburbs ac Evanston, Oak Park and La Grange. but so strong was the Coolidge movement among the voters",
67,1950,MAG,GoodHouse,A,B,C,"  hickory, shagbark hickory 100 pignut hickory, serviceberry 102 black locust 106 canyon live oak 118 osage orange This table does not tell the whole story. Some woods,",
68,1909,MAG,Atlantic,A,B,C,"  than a pauper's. The coffin would be plain, there would be no oak and brass handles,? worse, there would be no plumes for the horses",
69,1961,FIC,WinterOurDiscontent,A,B,C,"  up there now without waking Mary. Then I heard a creak of the old oak stair treads, then a second and a third, so I knew it was",
70,1846,FIC,FactFictionACollection,A,B,C,"  the trees and temples of Herculaneum. He forgot that he had ever been an oak, nor did he know that he carried on his back the colours of the",
71,1980,FIC,FallingInPlace,A,B,C,"  no reply, Emma came rushing across the lawn, and when she reached the oak trees she gasped, Hilary! It's Mrs. Saltwood. I think she's",
72,1939,FIC,Yearling,A,B,C,"  were of hand-hewn cypress, and the ox-yoke from which they hung was of white oak. Jody hung the yoke over his shoulders and trotted down the road. The",
73,1899,NF,SailingAloneAround,A,B,C,"  and did not receive a blemish. Better timber for a ship than pasture white oak never grew. The breast-hooks, as well as all the ribs, were of",
74,1986,FIC,KingYS,A,B,C,"  shifted west. It walled in the farmland on two sides. Mainly it was oak, though beech, maple, ash, and other trees made it at this",
75,1838,MAG,USDemRev,A,B,C,"  acorn, containing within its little shell the germ which shall develope itself to the oak that is to. struggle with all the might of the elements, and to",
76,1932,NF,VanLoonsGeography,A,B,C,"  and the Danube and the mountains of Macedonia, for it is densely covered with oak forests. There would be more forests today if the Romans and the Venetians had",
77,1921,FIC,SaintMartinsSummer,A,B,C,"  and ushered the visitor finally into a spacious, gloomy hall, panelled in black oak and lighted as much by the piled-up fire that flared on the noble hearth as",
78,1857,MAG,NorthAmRev,A,B,C,"  are the wild vines, once trained to festoon the walls and to garland the oak? The fashion has changed. New claimants have supplanted the former favorites; and",
79,1882,NF,HopesFearsArt,A,B,C,"  . For the rest, if you are lucky enough to be able to use oak, and plenty of it, found your decoration on that, leaving it just",
80,2002,FIC,GardensKyotoNovel,A,B,C,"  drive and I remember our first visit, how we drove through that tunnel of oak slowly, the day blustery, cool. Sterling was not what we in those",
81,1920,FIC,GorgeousGirl,A,B,C,"  . "" "" Leave my home? Never! It would be like uprooting an oak forest. Time for that when I am dead and gone. "" The double",
82,1992,MAG,ConsumResrch,A,B,C,  Tobacco and Firearms decides on a case-by-case basis the safety of a particular infusion of oak chips in brandy. Processors are not required to indicate the presence of the added,
83,1924,NEWS,NYT-Reg,A,B,C,"  Sing Tong. With the three caught first, the seven Were taken to the Oak Street police station. There all admitted that they were' members of the Hip",
84,1842,FIC,SportingScenes,A,B,C,"  lightning, except when once it shivered, ten yards before us, an enormous oak, to whose hypocritical welcome of towery leaves we were hastening for protection from the",
85,1993,FIC,ShiningOnes,A,B,C,"  . "" He said nothing, merely leaned back against the rough bark of the oak tree and closed his eyes. "" Leave Taby with me, "" he said",
86,1872,FIC,DoctorVandykeA,A,B,C,"  through, closed it behind him, and went rapidly down the hill toward the oak. LVIII. THE COMBAT. Innis had not stirred from the spot. What",
87,1902,FIC,BlueFlower,A,B,C,"  foes? A strong, whirling wind passed over the treetops. It gripped the oak by its branches and tore it from the roots. Backward it fell, like",
88,1833,NF,HistoryVegetable,A,B,C,"  inferior to the royal ones, was still a most stately tree. The Framhngham oak (Suffolk), used in the construction of the Royal Sovereign, was four",
89,1902,MAG,Harpers,A,B,C,"  a call which the little ones understood, would fly up into the live - oak, the thirteen young following like so many animated balls of dust shot into the",
90,1936,FIC,BigMoney,A,B,C,"  Wright left Sullivan he had already launched a distinctive style, prairie architecture. In Oak Park he built broad suburban dwellings for rich men that were the first buildings to",
91,1911,FIC,CaveGold ATale,A,B,C,"  his astonished eyes saw the huge body dangling from a strong limb of an old oak tree, that thrust itself out from the sturdy trunk some fifteen feet above the",
92,1835,FIC,South-WestByYankee,A,B,C,"  , were the cape myrtle, with its pure and delicately formed flower, the oak geranium, the classical ivy, and the fragrant snow-drop. The broad walks were",
93,2000,NEWS,Houston,A,B,C,"  always inspire us. "" # TYPE: - LINKS- 55949 # THE prospect of fixing White Oak Bayou's upstream flooding problems via a large drainage channel cutting through the Heights is",
94,1846,FIC,MossesFromOldManse,A,B,C,"  possible, his countenance expressed passion enough to communicate warmth and sensibility to the lifeless oak. "" Strange enough! "" said the artist to himself. "" Who would",
95,1998,FIC,Ploughshares,A,B,C,"  . # His mother had been returning from a visit with his father down in Oak Ridge, where he had been transferred to work at the uranium plant. Just",
96,1962,FIC,Harpers,A,B,C,  her into the trees. They walked through briars and switches of trees and poison oak (and Wesley hare to every danger from the hip down) with their eyes,
97,2002,FIC,WomenPrimroseCreek,A,B,C,"  he'd set up a hundred yards away, in the shelter of several tall oak trees growing alongside the creek. Rummaging in his saddlebags, he got out his",
98,1920,FIC,PoemsHenryVanDyke,A,B,C,"  the river Arno, Not to the swift, the race: Now in the oak the sap of life is welling, O dark the night and dim the day",
99,2007,FIC,SouthernRev,A,B,C,"  on their hinges, the second-story rain gutters bleeding rust down the walls. The oak and pecan trees are so thick that sunlight never enters the house and no grass",
100,2004,MAG,FieldStream,A,B,C,"  aching back against the wall of the imposing stone house, close to its arched oak door. Under any other circumstance, nothing could have brought her near this building",
101,1956,FIC,LastAngryMan,A,B,C,"  "" The young man folded a pair of arms the color and consistency | of oak beams across an abnormally developed chest and eyed the visitor coldly. He was a",
102,1999,FIC,MrWhitesConfession,A,B,C,"  , down by the tracks by the river. Nash was sitting at a little oak desk in a room with green and black tile and tall frosted windows set above",
103,1931,FIC,WhiteBirdFlying,A,B,C,"  , looking about him with the eye of a critic. He saw the shining oak chairs and sideboard, the scrubbed oil-cloth, the rope portieres hanging between the rooms",
104,1851,NF,FlowerGardenBrecks,A,B,C,"  inch or more long, and one third or half an inch wide. /z/ Oak. Mr. Emerson describes eleven species of Oak in his report on the trees and",
105,1851,NF,FlowerGardenBrecks,A,B,C,"  are a small part of the Oaks indigenous to the United States. "" The Oak family, the glory of the woods, and the friend and nurse of our",
106,1934,FIC,Bachelor--ofArts,A,B,C,"  crowded, and the smell of cooking discouraged appetite. You ate your food off oak tables, in true tavern style, and the table-tops were washed, from time",
107,1970,FIC,ElectricCotillion,A,B,C,"  of information, some access to the pads in this jungleland, I turned onto Oak and the freeway to North Beach. I looked twice at the Jazz Workshop marquee",
108,2003,MAG,MotorBoating,A,B,C,"  Historic Register, was a delightful stopover with its beautifully restored homes among magnificent live oak trees lining the waterfront. We took the public bus to Savannah and toured the",
109,1983,NF,Golfer-At-Large,A,B,C,"  , he would tear out a section of a suburban phone book? say, Oak Lawn or Hickory 1101s? and tell one of his countless assistants to mail each",
110,1927,NEWS,NYT-Reg,A,B,C,"  open by police orders last night, were cleverly hidden behind the paneling of an oak paneled room. By tapping the panels with a hammer it was discovered that some",
111,1993,FIC,NoReckingMade,A,B,C,"  Clara was grown and working in a war plant before she learned that willow, oak, and maple, which were shrubs in the valley, were trees elsewhere,",
112,2001,FIC,SouthernRev,A,B,C,"  a stand of gums, to six lindens somewhere yonder. There's a triple oak beyond where I see the top of that rise we own, and twenty acres",
113,1848,FIC,PaulArdenheimMonk,A,B,C,"  was ever singing -- now up this hill, whose top covered with chesnut, oak and maple, was living with the voices of the summer birds -- made the",
114,1933,NF,MidwayGroupTexas,A,B,C,"  anterior canal. (I Farris, 1896.1 Type locality. 1 mile west of Oak Hill, Wilcox County, Alabama, in beds of upper Midway age. Type",
115,1846,FIC,PoeticalWritings,A,B,C,"  up his awe-struck head As the eddying wind sweeps by. All regally the stout oak stood, In its vigor and its pride; A monarch owned in the solemn",
116,2000,FIC,OneWish,A,B,C,"  , remembering her bristly discomfiture at being stuck up in the branches of that venerable oak. He'd noticed her right away, of course, for he'd taken",
117,1841,NF,Book,ATreatise,A,B,C,"  ) This is the most commonly cultivated forest tree in Europe, next to the oak. It is a more upright growing tree than the White elm, though resembling"
118,1998,FIC,FantasySciFi,A,B,C,"  the air a thread of music. South of the school was a big old oak tree, and huddled near and beneath some of its limbs, a grange building",
119,1882,NF,DetailedMinutiae,A,B,C,"  these, the most skillful axeman of the mess hewed down a fine hickory or oak, and cut it into "" lengths. "" All hands helped to "" tote",
120,1927,MAG,NewYorker,A,B,C,"  an old Continental hotel about the dining-room. A dame du comptoir sits behind an oak counter and keeps track of things. A trio of violin, piano and cello",
121,1896,FIC,HolidayStories,A,B,C,"  quarter of an hour's walk from here; her house stands beneath the three oak trees, and you may know it by the hazel bushes, "" said Little",
122,1982,NF,AmericanLiterature,A,B,C,"  the rib symmetrically for its frame, or strengthen the graceful hull by knees of oak, or rig the well proportioned masts, or bend the sails to the yards",
123,1896,FIC,StElmo,A,B,C,  of the road and bend on the fences; and at last the grove of oak and chestnut shading the knoll at the intersection of the roads met her eye.,
124,2003,NEWS,Houston,A,B,C,"  - The Lady Panthers (12-8, 2-4) are at home this week entertaining Oak Ridge on Friday and Huntsville on Tuesday. Both District 19-4A games begin at 7",
125,1978,NEWS,Chicago,A,B,C,"  commuter service from Orland Park through Palos Park, Worth, Chicago Ridge, and Oak Lawn to Union Station.",
126,1922,FIC,VirginiaScout,A,B,C,  the song of the oriole and the impish chatter of the squirrels. Beech and oak urged one to rest in the shade; the limpid waters of the river called,
127,1901,NF,WildFlowers,A,B,C,"  joy of finding the pink, pearly blossoms freshly opened among the withered leaves of oak and chestnut, moss, and pine needles in which they nestle close to the",
128,1901,FIC,Lazarre,A,B,C,"  was at the top of the central building. Doctor Chantry shuffled over the clean oak floor and introduced me to my appointments. There were curtains like frost work,",
129,1910,MAG,GoodHouse,A,B,C,  its most active center of production. The Flemish originated the style for their native oak after a short period during which they imitated the Italian woodwork of walnut. It,
130,1886,FIC,AnnetteMetisSpy,A,B,C,"  the cry of strange night-birds could be heard coining from each little thicket of white oak or cottonwood. Louder and louder grew the screaming of the tempest, and it",
131,1833,NF,HistoryVegetable,A,B,C,"  , however, are mere varieties; for, as is the case with the oak, and many other trees, in which we find a variation in the colour",
132,1890,NEWS,NYT-Reg,A,B,C,"  the beautiful altars of the Blessed Virgin and the Sacred Heart and a beautiful carved oak pulpit were blessed. The edifice is 136 feet wide, 216 feet long,",
133,1875,NF,MemoirsGenWilliam,A,B,C,"  person, I rode forward by the Louisville road, into a dense wood of oak, pine, and cypress, left the horses, and walked down to the",
134,1910,FIC,DavePorterAtStar,A,B,C,"  'd like to know? "" "" I am Phil Lawrence. I go to Oak Hall with Dave. I think we have met before. "" "" Oh,",
135,1835,NF,NarrativeVisit,A,B,C,"  . The second is, that at the feet of these majestic trees, the oak, the pine, the cedar, the beech, and the tulip, you",
136,1833,NF,HistoryVegetable,A,B,C,"  and is always found single, and not in clumps. There is another evergreen oak, Quercus ballota, very common in Spain and Barbary, of which the acorns",
137,1883,FIC,HerMothersSecret,A,B,C,"  features of the rustic parlor. Its great redeeming point was the glowing fire of oak logs that burned in the broad chimney. "" Come right here and sit down",
138,1928,NF,HelenKouesOnDecorating,A,B,C,"  fireplace. An octagon-shaped | Three important overstuffed pieces are a sofa and chair with oak understrapping, in sympathy with this period, upholstered in a strie velvet, and",
139,1972,FIC,Mov:Deliverance,A,B,C,"  still looking at the tree as though from the canoe. It is a lightning-struck oak, and very distinctive without being "" artily "" so. The men are now",
140,1965,FIC,JournalFromEllipsia,A,B,C,"  Nicolet stepped through the little door, crossed the chancel, and stood by the oak chair. Joyful, joyful, all adore Thee, God of glory, Lord",
141,1920,FIC,BettyGordonInWashington,A,B,C,"  She disappeared into a down elevator, and Betty and Bob sat down on the oak settle in the corridor. "" Wasn't it lucky we met you! """,
142,1922,FIC,Half-PastSeven,A,B,C,"  ! "" called the Toyman, and the children sought the shelter of the big oak nearby. Fast flew the axe, still faster the white chips. My!",
143,1977,FIC,Mov:SmokeyBandit,A,B,C,"  WHAT THEY SEE A hammock is stretched from the cab of the truck to an oak tree. A man wearing a faded denim western shirt, open with the sleeves",
144,1901,NF,SecretWoods,A,B,C,"  . After a time I found one. He was crouched flat on a dead oak leaf, just under my nose, his color hiding him wonderfully. Something glistened",
145,1936,FIC,HeadOW-Hollow,A,B,C,  leaves turn purple. His hands have shriveled like the branches of a tough-butted white oak cut and left to bleed. His hands are purple. The tough skin has,
146,1898,FIC,MargaretMontfort,A,B,C,"  houses and ships and other things, as we here make houses and ships of oak, or of any other tree. And let no man think I am joking",
147,1835,NF,FunctionsBrain,A,B,C,"  received none, than an egg to a chicken, or an acorn to an oak, he speaks truth only in relation to these unfortunate beings; but the experience",
148,1939,FIC,Yearling,A,B,C,"  . Around a bend in the road, the dry growth of pines and scrub oak disappeared. There was a new lushness. Sweet gums and bay were here,",
149,1898,FIC,Californians,A,B,C,"  him quickly, but he averted his eyes and called her attention to a magnificent oak whose limbs trailed on the ground. Should I tell him? she thought,",
150,1998,FIC,NewEnglandRev,A,B,C,"  made boxes of all the yards, we'd climb the near branch of our oak, and watch the sun drop down behind the old athletic park and the fireflies",
151,2007,FIC,ImNotJuliaRoberts,A,B,C,"  , twelve hours after they bid on a Tudor just fifteen minutes away in historic Oak Park-the bell rang and Lu opened the door to find Devin and all of his",
152,1921,FIC,HerFathersDaughter,A,B,C,"  that would whiten his embankment after his workmen had extracted the last root of poison oak. "" It may not scorch you, Peter, "" she said gravely,",
153,2005,FIC,Ploughshares,A,B,C,"  hundred fifty cows were milked twice a day, and the milk was poured into oak tubs in the Agricultural Hall. Mason and his brother, Lorenzo, found time",
154,1872,FIC,AllegoriesLife,A,B,C,"  fire we might now be coming again into another form of life, as our oak seems to be, from that pile of dust and ashes; for see what",
155,1860,FIC,AllenHouse,A,B,C,"  have described. There is something too cold-blooded about it for me. Like the oak, bent under the pressure of a fierce storm, he comes up erect too",
156,1965,FIC,Thomas,A,B,C,"  room, massive and unadorned, a man's hall, roofed with heavy smoke-stained oak and floored with oak as well. The only light came from the narrow windows",
157,1999,MAG,CountryLiving,A,B,C,"  In his experience, the most popular telephones for conversion to modern circuitry are the oak wall telephones from the first quarter of this century. Once these phones have been",
158,1951,FIC,CaptainBarneyA,A,B,C,"  ' cool voice: "" I've dined aboard the Triton.' "" British oak, copper bottomed, fitted with brass guns, gleaming; in Barney's hands",
159,1998,FIC,FantasySciFi,A,B,C,"  pockets, then lifted and lodged the knapsack in high branches of one of the oak trees. On the ground again, I opened my fiddle case and took out",
160,1866,FIC,War-lyrics,A,B,C,"  of fight in his eyes!) His brave heart eager to feel How the oak would tell on the steel! But, as the space grew short, A",
161,1954,MAG,SportsIll,A,B,C,"  polo championships, scored four goals to lead c.c.c. - Meadowbrook team to 12-6 victory over Oak Brook in Paul Butler national handicap tournament at Hinsdale, Ill. // GOLF AMATEURS?",
162,1886,FIC,Henrietta,A,B,C,  oak or ash. 2 revolving office chairs. 2 large oak armchairs 1 small oak table. 3 light oak chairs. 1 roll-top desk. Plenty of plain rugs,
163,1840,FIC,TalesGrotesque,A,B,C,"  appear perhaps an observation somewhat over-curious, but this wood has every characteristic of Spanish oak, if Spanish oak were distended or swelled by any unnatural means. In reading",
164,1942,FIC,Firedrake,A,B,C,"  into South Oaks, that changes had taken place here also. "" Is this Oak Street? "" she inquired of the driver, when he had set her and",
165,1961,MAG,Atlantic,A,B,C,"  in July, Mama told me, and rather than keep us all home in Oak Park in hot weather, Daddy and Mother planned that their fifth child would arrive",
166,1935,NEWS,Chicago,A,B,C,  Park board of the American Red Cross. He was also the organizer of the Oak Park Boy Scouts and president of that organization for eight years. Ho was a,
167,1847,FIC,Poems,A,B,C,"  Euxine launched, Which steered her way untried, unpiloted, (Save by thine oak oracular, Dodona!) From Aulis' sea-worn strand to Colchis, laden From",
168,1884,NF,AlgonquinLegends,A,B,C,"  , the Night-Walker, shone over all, that the two brides lay in an oak opening of the forest, and looked at P'ses'muk, the Stars, and talked",
169,2002,FIC,SouthernRev,A,B,C,  in his eyes by the time he lifted off the newspaper and saw the shiny oak box with the brass hinges. # Cutlery? Silverware? A box of fine,
170,1877,FIC,KingAlfredEngland,A,B,C,"  from the surface, to a great coffin, made of the trunk of an oak tree, and within it was a human skeleton of unusual size. The skull",
171,1970,NEWS,WallStJrnl,A,B,C,"  hadn't improved as they thought it would, "" according to Mr. Holmes. Oak Grove, which has the capacity to board 70 girls, now has far fewer",
172,1909,NEWS,Chicago,A,B,C,"  ' safety chain and sped on to the swinging structure. G. S. Wegener of Oak Park, who was driving the car, lost control of it, and at",
173,1979,FIC,PassionPlay,A,B,C,"  the house, straightening things: ashtrays, vases, flowers. She wiped her oak table. "" When I have nothing to do I do everything. "" She",
174,1961,NF,ColoringFinishing,A,B,C,"  Oak Color with Fixed Alkalies. A color very much like that produced on white oak by fuming with ammonia can be obtained on certain varieties of oak, chestnut,",
175,1910,MAG,Atlantic,A,B,C,"  , namely, the production of text-books. Learned men // shed text-books as the oak sheds acorns, and by their fruits ye shall know them. Open almost any",
176,1842,FIC,CharlesStuartPrince,A,B,C,"  friend. Proceed. Osceola The hail of a thousand winters had fallen upon the Oak, but still it was the Monarch of the woods. It lifted up its",
177,1907,FIC,DaughterAnderson,A,B,C,"  been standing, by some extraordinary chance, in the cool shade of a great oak for ten minutes or more, but it was a wise, discreet old oak",
