entry,year,genre,source,a,b,c,text,
143,1937,FIC,NoneShallLookBack,A,B,C,"  have sweets. Are there no almonds in the house -- no sugared ginger or sassafras? "" It was over a week since he had addressed one word to her",
144,1975,FIC,MassacreAtFall,A,B,C,  pulled her own rocker to the firep91for Caleb and brought him a cup of hot sassafras tea and a slice of sweet cake. She didn't intend to lay the,
145,1897,NF,SchoolHistoryUnited,A,B,C,"  colonists he intended to leave there. But when he had filled his ship with sassafras roots and cedar logs, nobody would remain, and the whole company went back",
146,1937,FIC,Play:LostColony,A,B,C,  to find them. HOWE (About ten years old.) And see the sassafras roots. They will make good tea for Father's fever. ARCHARD (About,
147,1889,FIC,StandishStandish,A,B,C,"  patient who eagerly drank a pint of it. Perhaps there really is magic in sassafras, perhaps the child of nature throve upon this strictly Pre-Raphaelitish composition, perhaps Indian",
148,1908,FIC,LouisaAlcottReader,A,B,C,"  twigs of barley sugar, candied cherries, and leaves that tasted like peppermint and sassafras! Lily rocked and ate till she finished the top of the little tree;",
149,1917,FIC,UncleWiggilyIn,A,B,C,"  Hum! You have the Spring fever, Uncle Wiggily. What you need is sassafras. "" "" Nurse Jane has some in the bungalow, "" spoke Mr. Longears",
150,1937,NF,FoodsAmericaGave,A,B,C,"  , not the least of which was seasickness. So even if a draught of sassafras tea may prove a bit too high flavored and aromatic to suit most tastes,",
151,1853,FIC,ClovernookRecollections,A,B,C,  stretched himself in the thick shadow that ran up the hillside from a cluster of sassafras and elms that grew in the hollow. But he seemed not to rest well,
152,1958,FIC,Play:Confederacy,A,B,C,"  to do farther south. (With sudden fury.) Yea, till the sassafras bushes and fence jambs smoke with blood and the screams of the women and children",
153,1995,MAG,Horticulture,A,B,C,"  , fire-lit sugar maple, pink and orange persimmon, and the fruit-basket hues of sassafras. The smoke trees along the winding roadsides are all fire and no smoke now",
154,1945,FIC,SkipMyLou,A,B,C,"  turned away and was looking down the hill through the darkness of the grove of sassafras saplings, but when she said that he turned his head slowly and tried to",
155,1942,FIC,ComeBackWayneCounty,A,B,C,"  said the hermit, when I see a shitepoke a-setting on the limb of a sassafras tree. He made me remember something. When I was a boy and I",
156,1975,FIC,MassacreAtFall,A,B,C,"  it out along more everyday lines. "" The fried mush was overfried and the sassafras tea had steeped too long. Lizzie couldn't swallow a bite, and Caleb",
157,1889,FIC,StandishStandish,A,B,C,"  my dame to brew her wild-berry wines, and lo you now, this is sassafras whose roots are worth their weight in gold to the chirurgeons, and these are",
158,1943,FIC,TomorrowIsForever,A,B,C,"  . She read to them, rubbed their chests with camphor, dosed them with sassafras tea, and scolded Tad for hopping out of bed in bare feet. """,
159,2000,MAG,VegTimes,A,B,C,"  traditional ingredients like bell peppers, okra and file powder, a ground herb of sassafras leaves that is used to thicken and flavor many Cajun dishes (available in the",
160,1886,FIC,AnAlgonquinMaiden,A,B,C,"  broke the Autumn brightness upon delicate shimmering birch trees, red sumachs, purple tinged sassafras, golden rod and asters; but now the oaks and beeches had changed their",
161,1942,FIC,Harpers,A,B,C,  upon this blue. When Grandpa reached the smokehouse he leaned his cane against the sassafras tree. He let himself down slowly to his knees as he looked carefully at,
162,1978,FIC,Whistle,A,B,C,"  Choptank men set off in pursuit of their President. At Georgetown they crossed the Sassafras River, galloped north to Cecilton, then followed a mean and dusty road into",
163,1891,FIC,MedicalEssays1842-1882,A,B,C,"  , made him some broth, dosed him with an infusion of strawberry leaves and sassafras root, and had the satisfaction of seeing him rapidly recover. Massasoit, full",
164,1912,NF,MothsLimberlost,A,B,C,"  learned these caterpillars ate willow, wild cherry, hickory, plum, oak, sassafras, ash, and poplar. The caterpillar was green, more like the spiny",
165,1925,FIC,Play:QuareMedicine,A,B,C,"  of the smooth bay tree. I mount the hill and taste of the sweet sassafras and a bit of the bitter pine, and I, Doctor Immanuel, as",
166,1912,FIC,RollingStones,A,B,C,"  at the same time will understand something of the tact, finesse, and hot sassafras tea required to do so. We expect to get out the paper regularly from",
167,1933,FIC,ErieWater,A,B,C,"  married and always lived alone in a low brick house lost in a thicket of sassafras trees. He quarreled with his brother and with all his neighbors, and as",
168,1949,FIC,LotteryAdventures,A,B,C,"  get a good view of the camp. "" There she is, safe as sassafras. "" Dick Summers and Charles Fairman had reined in, too, andp176sat easy",
