,1834,old,sycamore,"a private and a parting interview.""to-night, then, at the old sycamore, as the moon rises,""he whispered in her ear, as sadly",,,,,,,,,,,,,,,,
,1835,lofty,basswood,"the mountain ash, the aromatic hemlock and the lofty basswood. this sequestered retreat, with its fresh aspect and sweet exhalations, afforded",,,,,,,,,,,,,,,,
,1835,beautiful,butterfly,"dark purple wings, tipped with pale primrose color, and flew away a beautiful butterfly, such as the one i had been seduced by. the slips of grass",,,,,,,,,,,,,,,,
,1835,big,chestnut,"do. so, major, you will have to ride down to the big chestnut, on the bank of the river, just under the rock that we call",,,,,,,,,,,,,,,,
,1835,large,chestnut,"the huntsman the favor that spared his life. with the exception of a large chestnut near the edge of the cliff, and of some venerable oaks, that had",,,,,,,,,,,,,,,,
,1835,native,clematis,assisted two little barefoot girls to-day to train a native clematis (a pretty species) over the logs of their hut. there is,,,,,,,,,,,,,,,,
,1835,tall,cottonwood,leaves are massed and rotting below; and the tall cottonwood sighs mournfully in the wind; while the dark and sullen river rolls oii,,,,,,,,,,,,,,,,
,1835,old,cypress,see -- to the little pond just beyond that old cypress -- see the log half rolled into the pond -- look at the end,,,,,,,,,,,,,,,,
,1835,old,cypress,"they all gave back the emulous sounds. the old cypress had a voice from its hollow, the green bush from its shade,",,,,,,,,,,,,,,,,
,1835,old,hemlock,", and winging to his perch on the far-up old hemlock, where they may see his reverend white head gleaming like a snow-flake among",,,,,,,,,,,,,,,,
,1835,old,sycamore,"we wander by the branch, mary?""""yes, to the old sycamore; it seems an age since i have seen it.""occupied with their",,,,,,,,,,,,,,,,
,1835,old,sycamore,"the winding path through the orchard, and then along the branch to the old sycamore, they seemed, indeed, the proper living beings of such a scene.",,,,,,,,,,,,,,,,
,1836,solitary,warbler,"the lengthened pioupiou, which interrupt, like sighs, the music of that solitary warbler, without believing, that nature had revealed her adventure to the sublime la fontaine",,,,,,,,,,,,,,,,
,1838,large,sycamore,"instant a bolt of lightning shot from the heavens, and lighting upon a large sycamore which shaded a part of the temple court, clove it in twain. the",,,,,,,,,,,,,,,,
,1838,large,tortoise,", nevertheless, what greatly astonished us, that the islands abounded in the large tortoise of the gallipagos, one of which we saw in the canoe of too-wit.",,,,,,,,,,,,,,,,
,1839,old,chestnut,"guided them on their way. they soon arrived at a clump of fine old chestnut trees, whose gnarled and farspreading branches betokened sylvan antiquities of no ordinary worth.",,,,,,,,,,,,,,,,
,1839,large,hemlock,", and firmly bound to the body of a large hemlock, with his face turned to the tree. every thing being now in",,,,,,,,,,,,,,,,
,1839,old,hemlock,"' why, i calculate to be about this old hemlock till i get it down, colonel.' nonsense, you ninny!",,,,,,,,,,,,,,,,
,1839,beautiful,snake,"no attention, we were at length obliged to listen.""a most beautiful snake,""he declared,""was coming up to the back door.""",,,,,,,,,,,,,,,,
,1840,deep,hemlock,", when the luckless captive found himself traversing a deep hemlock forest, with""the spreading dew""for his guide. the indian",,,,,,,,,,,,,,,,
,1841,fragrant,birch,"the drooping branches, are interesting to the lover of nature.""the fragrant birch above him hung her tassels in the sky, and many a vernal blossom sprung",,,,,,,,,,,,,,,,
,1841,beautiful,chestnut,"esq., at newton centre, is a venerable, though still vigorous and beautiful chestnut tree, the dimensions of which are believed to exceed any tree of the same",,,,,,,,,,,,,,,,
,1841,masterful,cuckoo,", can not travel in it two: yonder masterful cuckoo crowds every egg out of the nest, quick or dead, except its",,,,,,,,,,,,,,,,
x,1928,big,basswood,"was that a nut which fell from the big basswood?  asked gabriel chipmunk. but jeremiah yellowbird did not know, so",,,,,,,,,,,,,,,,
x,1833,broad-brimmed,beaver,"a long column of humanity, of no thickness at all, with a broad-brimmed beaver on his head, and a sporting-jacket on his back; and a short,",,,,,,,,,,,,,,,,
x,1834,old,beaver,"be caught by bait. lewis once set his traps five nights for an old beaver, and for four nights the old fellow took away his bait-stick without springing the",,,,,,,,,,,,,,,,
x,1842,fine,beaver,"fronting the raised platform, were seated, cheek by jowl, gentlemen in fine beaver hats, and tatterdemalions, with no covering but their own matted and discordant locks",,,,,,,,,,,,,,,,
x,1843,broad-brimmed,beaver,".""pardon me, sir,""repeated the stranger, raising his broad-brimmed beaver from a head remarkable for what the phrenologist would call the uncommon developement of""",,,,,,,,,,,,,,,,
x,1845,new,beaver,"from frank stanwood with what grace he could, and putting on his shining new beaver, followed the impatient lady out of the store; his eye catching the triumphant",,,,,,,,,,,,,,,,
x,1851,new,beaver,it down into the bag. he now took off his hat -- a new beaver hat -- when i came nigh singing out with fresh surprise. there was no,,,,,,,,,,,,,,,,
x,1878,uplifted,beaver,"possibly deceive her. with proudly meek, magnificently lowly obeisance, under his uplifted beaver, he passed aside as if inclined to leave her. regardless of his coldness",,,,,,,,,,,,,,,,
x,1884,TRUE,beaver,"to each other in true beaver style. in this colony there was one young beaver, by the name of flat tail. his father, whose name was mud",,,,,,,,,,,,,,,,
x,1899,fine,beaver,"satisfied with their work and said:""very good. injun have much fine beaver this time. we will have beavers' tails for supper to-morrow night.""",,,,,,,,,,,,,,,,
x,1919,wonderful,beaver,"to these men. cheap and tawdry enough were the commodities bartered for these wonderful beaver and otter pelts -- ribbons and gewgaws, looking-glasses and combs, blankets and shawls",,,,,,,,,,,,,,,,
x,1931,large,beaver,"idea. i will fill my pockets.""the apothecary put on the large beaver hat which he wore only to weddings and funerals, and they set off down",,,,,,,,,,,,,,,,
x,1931,old,beaver,"new,""jacques went on anxiously.""he's just my little old beaver the sailor made me, but he could keep i the baby warm. i",,,,,,,,,,,,,,,,
x,1932,good,beaver,"chimney and hissed in the fire. the plus was the value of one good beaver skin, the monetary unit of the northwest fur company. all other values were",,,,,,,,,,,,,,,,
x,1937,moth-eaten,beaver,"fishing tackle, still were about. and nailed upon the wall was a moth-eaten beaver skin that fentonhad trapped as a boy and always kept because of the curious streak",,,,,,,,,,,,,,,,
x,1937,moth-eaten,beaver,"her as she laboriouslycrossed back and forth over the foot-bridge, lovingly toting the moth-eaten beaver skin with the white mark, snarls of fishing tackle, old books, boots",,,,,,,,,,,,,,,,
x,1945,big,beaver,"wind turned laurie's cheeks to crimson, and though she must clutch her big beaver bonnet with her gloved hand or hold down her whirling skirts, she laughed with",,,,,,,,,,,,,,,,
x,1947,beautiful,beaver,"be silly! of course she did. but that christmasshe gave me a beautiful beaver coat, and when i said i couldn't take it, i would not",,,,,,,,,,,,,,,,
x,1949,wide,beaver,"paco laughed. it irritated the little white, who was sweating under his wide beaver hat, and breathing hard.""you help the monos prop them while we",,,,,,,,,,,,,,,,
x,1952,broad,beaver,"into the arena. they sat solid and round-shouldered on their nags, the broad beaver hats with the chin straps cocked on their heads, lances in their right hands",,,,,,,,,,,,,,,,
x,1955,old,beaver,"the staterooms softly and peering in: the ohio, the virginia (an old beaver hat and a bundle of travelling menagerie posters still lay on the bunk) and",,,,,,,,,,,,,,,,
x,1957,eager,beaver,"new law into full effect. # received publisher malcolm forbes, 37, eager beaver new jersey republican candidate for governor, and his photogenic family (four sons,",,,,,,,,,,,,,,,,
x,1974,eager,beaver,"a weasel and says""hubba, hubba, hubba""dutifully like an eager beaver. (""mr. forgione says nice things about me now,""he disclosesto",,,,,,,,,,,,,,,,
x,1978,eager,beaver,", and got a job working in program analysis. i was a young eager beaver, and one thing led to another. i was exposed to city hall.",,,,,,,,,,,,,,,,
x,1981,eager,beaver,"around kicking at people.""the captain was antsy anyway, a real eager beaver when you got right down to it look-ing for his purple hearts and his medals",,,,,,,,,,,,,,,,
x,2000,big,beaver,they end up with swollen tissue in the breasts. it's like one big beaver dam and nothing can move. the baby can only get a little milk out,,,,,,,,,,,,,,,,
x,2000,old,beaver,"a narrow inlet. there were cattails here, and the wreck of an old beaver dam, but my boat was steady in the water and nimble, and i",,,,,,,,,,,,,,,,
x,2002,eager,beaver,"had been, the challenge in his look similar.""oh-ho, an eager beaver here,""i replied. i must admit that i was impressed by such",,,,,,,,,,,,,,,,
x,2009,high-crowned,beaver,"and spun around. the man behind her stopped. he swept off his high-crowned beaver hat and bowed. #""lady farnham?""he inquired, his tone",,,,,,,,,,,,,,,,
,1841,large,grasshopper,". one of the shawanoe children having caught a large grasshopper, a dispute arose with some of the delaware children, in regard to",,,,,,,,,,,,,,,,
x,1853,observant,bee,"observant bee keeper is so well acquainted. some apiarians have supposed that the queen bee has the power to regulate the development of eggs in her ovaries, so that",,,,,,,,,,,,,,,,
x,1858,mental,bee,"are getting their honey. so is the rhythm of the measure to the mental bee, as it stores a little sweetness in its hive. i think i am",,,,,,,,,,,,,,,,
,1843,bright,geranium,"cones of the cedar; and the pansy and bright geranium live not alone for beauty, nor the waxen flower of the arbute,",,,,,,,,,,,,,,,,
x,1868,busy,bee,"mild effort to stem this theory by his little ditty be-ginninghow dotb tbe little busy bee, but it has had almost no influence against the first and most powerful teaching",,,,,,,,,,,,,,,,
x,1869,busy,bee,"esteem, and might have served as an example to dr. watts'""busy bee,""in the zeal with which he improved his""shining hours,""",,,,,,,,,,,,,,,,
x,1873,busy,bee,"illustrations, from drawings by sol eytinge. page""how doth the little busy bee""vignette. christie 1 aunt betsey's interlarded speech 4 mrs. stuart 18 hepsey",,,,,,,,,,,,,,,,
x,1881,big,bee,"' big bird rob en little bird sing, de big bee zoon en little bee sting, de little man lead en big hoss foller -- kin you tell w'at",,,,,,,,,,,,,,,,
x,1881,big,bee,"did:""' de big bird rob en little bird sing; de big bee zoon en little bee sting, de little man lead en big hoss foller --",,,,,,,,,,,,,,,,
,1843,old,owl,"and midway, in the crumbling body of a dead ash tree sits an old owl, with his broad, goggling eyes, and the dry, white moss gathered",,,,,,,,,,,,,,,,
x,1887,fine,bee,"we were helping him. one day we told him we had found a fine bee tree which could be cut down in a few minutes, and that if he",,,,,,,,,,,,,,,,
x,1889,busy,bee,"any purpose by thorough self-culture, by assimilation, digestion, meditation. the busy bee is a favorite simile with us, and we are apt to overlook the fact",,,,,,,,,,,,,,,,
x,1905,excellent,bee,collect very largely from your raspberry fields. the mountain ash is also an excellent bee tree; and it also furnishes a large amount of bird food. why not,,,,,,,,,,,,,,,,
x,1909,busy,bee,"not having the courage or the industry of our neighbor who works like a busy bee in the world of men and books, searching with the sweat of his brow",,,,,,,,,,,,,,,,
x,1909,busy,bee,"far as it goes. go on, child! how doth the little busy bee improve -- rosie how doth the little busthy bee improve. teacher improve each shining",,,,,,,,,,,,,,,,
x,1924,solitary,bee,"street by street, story by story, from the rude single cell of solitary bee, prosopis, this city of the social bees has been evolved across the ages",,,,,,,,,,,,,,,,
x,1927,venerable,bee,". # train # in orange, n. j., one louis pruden, venerable bee farmer of whippany, n. j., stood in the middle of the railroad track",,,,,,,,,,,,,,,,
x,1945,big,bee,"we looked at each other, surprised and laughing.""that was a big bee,""my mother joked. |""it was a bird,""i",,,,,,,,,,,,,,,,
x,1957,busy,bee,", piping in a high, squeaky voice,""i'm a little busy bee,""he was quite sure that they had notp225really liked the song, or",,,,,,,,,,,,,,,,
x,1989,busy,bee,"boy who won first prize playing a tricky violin song that sounded like a busy bee. after the show, the hsus, the jongs, and the st. clairs",,,,,,,,,,,,,,,,
x,1864,big,bee,"'s turn he said, --""the big bee flies high, the little bee makes the honey: the black folks make the cotton, and the white folks",,,,,,,,,,,,,,,,
x,1848,transfixed,beetle,"like a case -- and reminding you of a transfixed beetle, dangling its broken legs in the air. a looking glass too,",,,,,,,,,,,,,,,,
x,1862,new,beetle,"wolf, book a new plant, bag a new beetle, and then, reclining on the lonely prairie, talk our breakfast,",,,,,,,,,,,,,,,,
x,1884,one-eyed,beetle,"the happy boys and girls, looking for a one-eyed beetle and a four-leaved clover. the clover was soon found, but it was",,,,,,,,,,,,,,,,
x,1884,one-eyed,beetle,"the end of the rainbow, he took our one-eyed beetle, and gave the four-leaved clover to a pickaninny. together they took them",,,,,,,,,,,,,,,,
x,1884,one-eyed,beetle,"around on top of it. we showed the one-eyed beetle and the four-leaved clover, and the garuly immediately hit the gate a ringing",,,,,,,,,,,,,,,,
x,1917,polite,beetle,and had often said to her that a really polite beetle never boasts about her own accomplishments. the little brown beetle never boasted a,,,,,,,,,,,,,,,,
,1843,playful,squirrel,"? -- after resting the full hour i had been in chase of a playful squirrel, starting off at the crack of the rifle, and trying to prove by",,,,,,,,,,,,,,,,
x,1922,big,beetle,"carefully lifted off the glass lid and let the big beetle climb out upon his finger.""ladybug, ladybug, fly away home",,,,,,,,,,,,,,,,
,1844,rosy,lilac,"will produce, no doubt, many fine varieties. camaieu is a pretty rosy lilac, distinctly striped with blush white, perfectly double, always opening well. font",,,,,,,,,,,,,,,,
x,1946,big,beetle,"the window screen back of the light. a big beetle, a horned one, was trying to get in. all at once",,,,,,,,,,,,,,,,
,1844,rosy,lilac,"mathilde de mondeville is one of the sweetest of roses, of a delicate rosy lilac fading to blush, and blooms profusely. painted damask, in some soils may",,,,,,,,,,,,,,,,
x,1974,giant,beetle,papa!' charlotte cried. look at that giant beetle coming to consume us.' the way she pronounced the word consume captivated,,,,,,,,,,,,,,,,
x,1997,luminous,beetle,"the swing creaks on austin's porch, a luminous beetle swings ferociously over the clematis, insects swarm to the golden holocaust of the",,,,,,,,,,,,,,,,
,1845,large,grasshopper,"to the wind was 370 miles distant, a large grasshopper flew on board. more than once, when the ship was in the",,,,,,,,,,,,,,,,
x,1999,believable,beetle,"a little bigger, and you have a highly believable beetle; bigger still, a cricket or hopper. rubber legs give this pattern",,,,,,,,,,,,,,,,
x,2000,large,beetle,"'s ancestral home, he's looking at a large beetle that zeros in on the roots. (it hasn't made it to",,,,,,,,,,,,,,,,
,1846,bright,butterfly,"his wanderings in the woods and fields. it might be fancied that the bright butterfly, which had come so spirit-like into the window as owen sat with the rude",,,,,,,,,,,,,,,,
,1846,lofty,chestnut,in life-blood through every leaf. orange and umbered brown no longer clothed the lofty chestnut or the drooping elm. the gnarled oaks stretched their scorbutic arms; the frozen,,,,,,,,,,,,,,,,
,1846,large,cypress,"cast over an angle of the wall by a large cypress. i seized the arm of cassius, to check his speech""--",,,,,,,,,,,,,,,,
x,1847,old,birch,"have neglected; the garden gate off the hinges; the limbs of the old birch tree broken down for firewood; the back windows ornamented with an old hat,",,,,,,,,,,,,,,,,
,1846,brilliant,lizard,", and wait for all things to come to me?""even the brilliant lizard, when he crawled over his bark, or twined about his stems, roused",,,,,,,,,,,,,,,,
x,1851,old,birch,"exposed when the water has subsided. the best plan is to take an old birch broom, or anything similar, and, laying it down near the root,",,,,,,,,,,,,,,,,
x,1853,large,birch,", and is represented as very superior. while here, there arrive a large birch canoe and a boat, full of chippeways of the anse. one of them",,,,,,,,,,,,,,,,
x,1858,fragrant,birch,"in venison served up in silver dishes, in costly china, and on fragrant birch bark; we have tried it when relying upon its natural sweetness for its flavor",,,,,,,,,,,,,,,,
,1846,beautiful,lizard,"and weeping dryads threw mosses and green garlands over the decaying roots. a beautiful lizard, with bright metallic hues, glided about on the trees and temples of herculaneum",,,,,,,,,,,,,,,,
,1846,bright,oriole,"of strength and peace to cheer life's slow decline...... there the bright oriole built his airy home, pendent from slender bough, beyond the hope of truant",,,,,,,,,,,,,,,,
,1846,large,wolf,"his mind than intended for the car of the trumpeter. it is a large wolf, effendi l' said the man as he drew near and gazed on the",,,,,,,,,,,,,,,,
x,1875,large,birch,"a singular and a beautiful spectacle, which was presented by this flock of large birch canoes, eight or ten in number, filled with indians, and frenchmen in",,,,,,,,,,,,,,,,
x,1875,large,birch,"the timid women and children kept cautiously in the distance. eight or ten large birch canoes, from which more than fifty persons landed upon the beach, presented a",,,,,,,,,,,,,,,,
,1847,old,sycamore,"distant home, just a few paces from the village path, where the old sycamore stands, your daughter comes to the window, and looking upon the very moon",,,,,,,,,,,,,,,,
,1848,native,buckeye,". i saw hundreds of acres covered with the native buckeye, the most beautiful tree of the forest -- if, indeed, any",,,,,,,,,,,,,,,,
,1848,strong,cypress,"palm, so lone in its majesty; the strong cypress, so big, in every inch of its rugged bark, with the",,,,,,,,,,,,,,,,
x,1895,graceful,birch,"matting so closely woven from rushes as to be thoroughly rain-proof. scores of graceful birch canoes, such as the northern tribes excel in making, were drawn up on",,,,,,,,,,,,,,,,
x,1899,splendid,birch,"were pure indians. the indian carpenter at sagasta-weekee had made for alec a splendid birch toboggan-like sled for this race. it was very light, and so the maker",,,,,,,,,,,,,,,,
x,1900,old,birch,",""but see, there is a redbird on the top of that old birch tree. try again! you will have better success this time, i am",,,,,,,,,,,,,,,,
,1848,large,panther,", to his amazement and alarm, the fiery, glaring eyeballs of a large panther, crouched on a neighboring tree, and just in the act of springing.",,,,,,,,,,,,,,,,
x,1906,nice,birch,"i saw them last week.""""and i wish to get some nice birch bark if i can,""said another of the ladies.""i can",,,,,,,,,,,,,,,,
x,1909,beautiful,birch,"began opening boxes. then she went to work. two hours later a beautiful birch bark basket, strongly and artistically made, stood on her table. she set",,,,,,,,,,,,,,,,
x,1901,old,birch,"and flashes would appear on the moss or among the faded gold tapestries of old birch leaves, and the little wild things would come to my table, their eyes",,,,,,,,,,,,,,,,
,1848,large,sycamore,"a bolt of lightning shot from the heavens, and, lighting upon a large sycamore which shaded a part of the temple court, clove it in twain. the",,,,,,,,,,,,,,,,
x,1904,large,birch,"once more the expedition was launched on the swift-flowing current, eight or ten large birch canoes filled with indians and frenchmen in indian garb, and laden with supplies.",,,,,,,,,,,,,,,,
x,1913,large,birch,"the cree camp. straight above him he saw the funnel-like peak of a large birch wigwam, and beyond his feet he saw an opening in the birch-bark wall through",,,,,,,,,,,,,,,,
,1848,old,sycamore,"better. happy seventeen, then, was she who stood leaning against the old sycamore -- god keep her from the cold, stinging, unhappy experience of many of",,,,,,,,,,,,,,,,
x,1921,smooth,birch,the labors of the men as they beached the bateau on long rollers of smooth birch and rolled it foot by foot over a cleared trail until it was launched again,,,,,,,,,,,,,,,,
x,1921,wide,birch,"the night prowling insects attracted by light. into this they went, up wide birch steps, and ahead of them was a door so heavy it looked like the",,,,,,,,,,,,,,,,
x,1921,good,birch,"used to do, and put the cane to him? i have a good birch cane. i fixed him good and fine. no hones broken, no rough",,,,,,,,,,,,,,,,
x,1926,mere,birch,"they had the power to punish. the inquisition stood ready not with a mere birch rod but with the rack, not with the ferrule but with the torch.",,,,,,,,,,,,,,,,
,1848,old,sycamore,"the shower upon him, he has taken shelter in the hollow of some old sycamore,""suggested mrs. clarendon.""but you forget, mother,""rejoined",,,,,,,,,,,,,,,,
,1848,old,sycamore,"lovers and love. on the banks of the little miami, stood an old sycamore, whose white and aged arms, thrown abroad over the murmuring stream, seemed",,,,,,,,,,,,,,,,
x,1969,large,birch,"pace, clearing up the branches as he went, and came to a large birch log, part of a dead tree, that lay directly over the trail.",,,,,,,,,,,,,,,,
,1848,old,sycamore,". in keeping with the hour and the scene, there glided beneath this old sycamore, in the checkered light which the moon made by stealing among the leaflets,",,,,,,,,,,,,,,,,
x,1978,perfect,birch,as clean as a shower stall and ornamented with unscathed brass andirons supporting three perfect birch logs that would never be burned. mr. cunningham restored the conversation to solid english,,,,,,,,,,,,,,,,
,1848,old,sycamore,"two hours rolled away, and still the lovers were seated beneath that same old sycamore, and lost to the outer world in a sweet communion with each other.",,,,,,,,,,,,,,,,
x,1994,available,birch,material that would otherwise have been discarded to advantage. richard hooper laminated readily available birch plywood (produced from sustainably managed sources) to create a block large enough to,,,,,,,,,,,,,,,,
x,1998,rigorous,birch,". but that's the catalogue. in the gallery, the velvety yet rigorous birch ply columns of white bipod, 1995, by the english turner richard hooper,",,,,,,,,,,,,,,,,
x,2002,old,birch,newly turned cornfields. a stray gust lifted a curl of bark from an old birch and blew it against my knees. this was a sign from orenda. it,,,,,,,,,,,,,,,,
,1848,large,sycamore,"at the meeting of three streets, and beneath the dark shade of a large sycamore tree. the spot was retired as the street was but little frequented, though",,,,,,,,,,,,,,,,
x,2007,neutral,birch,grids that barely conceal the cables and ventilation equipment and office furnishings in a neutral birch veneer that is typical of scandinavian furniture. (birch trees are common in the,,,,,,,,,,,,,,,,
x,2007,neutral,birch,office furnishings in a neutral birch veneer that is typical of scandinavian furniture. (birch trees are common in the swedish landscape and have been planted all around the conshohocken,,,,,,,,,,,,,,,,
x,1833,old,birch,"if you were only here, i would break the handle of our old birch broom over your back for serving me such a caper. here i have been",,,,,,,,,,,,,,,,
,1848,old,sycamore,"size -- the path made a sudden turn. from the foot of the old sycamore, it was but a few yards to the gate of the block-house. the",,,,,,,,,,,,,,,,
,1849,formidable,birch,"foot of a woody hill, with a brook running close by and a formidable birch tree growing at one end of it. from hence the low murmur of his",,,,,,,,,,,,,,,,
,1849,solitary,bittern,"is a small lake, the haunt of the solitary bittern, with water-snakes basking in the sun on the leaves of the pond-lilies which",,,,,,,,,,,,,,,,
,1849,large,chestnut,"far from two hundred annual rings or layers to the foot, in the large chestnut tree already mentioned, now standing upon the entrenchments. this would give nearly six",,,,,,,,,,,,,,,,
x,1910,big,bison,", and there they danced. they danced about the tangled front of the big bison's head which hung upon the wall. they crossed the grinning skull of the",,,,,,,,,,,,,,,,
,1849,large,crocodile,"above the water. we saw with surprise a large crocodile on the opposite shore, motionless, and sleeping in the midst of these",,,,,,,,,,,,,,,,
,1850,native,warbler,"wild fowl awaking in the forests, with occasionally the merry chaunt of some native warbler, arousing to the day, spake also in the language of encouragement. on",,,,,,,,,,,,,,,,
x,1903,large,black,", and by this stream he killed a large black bear, blinded by the mosquitoes while likewise fishing, and raging through the forest",,,,,,,,,,,,,,,,
,1851,large,elm,"cottage, in which they lived. it was shaded in front by a large elm tree, that spread its arms far out over the moss-covered roof, as if",,,,,,,,,,,,,,,,
,1851,old,elm,"full of fragrance, and the sunshine rippled down through the leaves of the old elm tree, falling in little golden waves of light upon the vines, that were",,,,,,,,,,,,,,,,
