entry,year,genre,source,a,b,c,text,
61,1862,FIC,ManUzOtherPoems,A,B,C,"  , where the light falls subdued through sheltering branches, The other, as the Tulip, exulting in the lustrous noontide, And the prerogatives of beauty, to see",
62,1841,NF,Book,ATreatise,A,B,C,"  a refined and finished appearance. For the lawn or park, we conceive the Tulip tree eminently adapted: its tall upright stem, and handsome summit, contrasting nobly"
63,1931,FIC,XXXYYY,A,B,C,"  pleasant to be there, to breathe the fresh cool air that swept through the tulip tree, to rest her arm, her hand free of the hammer, careless",
64,1986,NEWS,WallStJrnl,A,B,C,"  "" or the "" tough substance "" of Burgundy Lace. (In Scheeperspeak, Tulip has a capital T and Daffodil a capital D.) Introducing the Daffodils, Scheepers",
65,2003,NEWS,SanFran,A,B,C,"  traits that resist pests, plant breeder Lee Riddle says. # Riddle says a tulip grower in the Netherlands who sells to a Marin County marketer, Organic Bouquet,",
66,1925,MAG,NatGeog,A,B,C,"  that we had already enjoyed between Rotterdam and The Hague, with the addition of tulip and hyacinth and gladiolus fields and in the distance, the dunes. Amsterdam is",
67,1850,FIC,RichardEdneyGovernors,A,B,C,"  parlor curtains I am ashamed of! Mrs. Tunny says, have silk damask and tulip pins, and would have if you were worth as much as you are;",
68,1996,FIC,FantasySciFi,A,B,C,"  by in the distance and set a rainbow over an enormous stand of red-blooming African tulip trees. She kicked some trail dust. "" We're in the wilderness now",
69,1896,FIC,CusterOtherPoems,A,B,C,  Old Wooden Cradle 44 Ambition's Trail 46 The Traveled Man 47 Uncontrolled 49 The Tulip Bed at Greeley Square 50 Will 52 To An Astrologer 53 The Tendril's Faith,
70,1897,FIC,ChoirInvisible,A,B,C,  each other as they had been used when sitting thus. The one was nineteen -- the tulip: with springlike charm but perfectly hollow and ready to be filled by east wind,
71,1846,FIC,PoeticalWritings,A,B,C,"  Till his robe was fresh and new. I saw a meek-eyed creature curve The tulip's painted cup, And bless with one soft kiss the urn, Then fold",
72,1995,NEWS,CSMonitor,A,B,C,  Gum # Sky Blue Fresh Fresh # Air Air # Yellow Lemon Daffodil # Orange Tulip Tulip # Red Rose Rose # Wisteria Grape Lilac # Jungle none Eucalyptus # Green,
73,1926,NF,PrinciplesProblems,A,B,C,"  means that idea and object are existentially, or numerically, one. A real tulip and the idea of a tulip are for this position identical element for element.",
74,1900,NF,ContemporaryAmerican,A,B,C,"  , among other things of merit, a lullaby, called "" Sleep, Little Tulip, "" with a remarkably artistic and effective pedal-point on two notes (the submediant",
75,2006,NEWS,Atlanta,A,B,C,"  are thriving: red maples, white oaks, hickory, beech, buckeye and tulip poplar. # The wild native magnolia, his treasured discovery and the one for",
76,1980,MAG,SatEvePost,A,B,C,  You wouldn't believe how many pairs I sell. But the focus of the Tulip Festival is tulips. That's a large part of my job on the Park,
77,1919,FIC,BackNorthWind,A,B,C,"  you the fairy that herds the bees? "" he asked kneeling down beside the tulip bed. "" I am not a fairy, "" answered the little creature.",
78,1922,FIC,Mov:HeadlessHorseman,A,B,C,"  Long shot A little way down the road, the whitened branches of a huge tulip tree, moved by the wind, display a white gash made by a stroke",
79,1954,MAG,Harpers,A,B,C,"  in the fields, in the shade, as Helen remembered, of a wild tulip tree, and the fragrance of the mimosa blossoms, the pine needles, and",
80,1869,NF,MemoirsExtraordinary,A,B,C,"  , and everybody gained. The tulip-jobbers speculated in the rise and fall of the tulip stocks, and made large profits by buying when prices fell, and selling out",
81,1957,NF,ArabianHorseIn,A,B,C,"  all the extant American evidence for her comes out of the Galloway stud at' Tulip Hill' in Anne Arundel Co., Md., viz: 1782, April 6",
82,1846,FIC,ForestMinstrel,A,B,C,"  -- the peopled earth. Peirson, Lydia Jane, 1802-1862: TO A BROKEN TULIP. from The forest minstrel (1846) It is not for thee that I",
83,1896,NF,AutomobilistAbroad,A,B,C,"  tulips and hyacinths known over all the world as "" Dutch bulbs. "" The tulip beds of the polders and sunken gardens of the neighbourhood of Haarlem are one of",
84,1998,FIC,FantasySciFi,A,B,C,"  the flower beds of some house llive in with Mom, and accidentally break several tulip stalks. Mom yells angrily, but I reply that it doesn't matter because",
85,2000,MAG,ChildDigest,A,B,C,"  Fitness Farm athletes, we salute you! Come see us next year at the Tulip Time Scholarship Games. STUDY FOR NEXT YEAR'S SCHOLARSHIP SPELLING BEE' Our Scholarship",
86,2004,FIC,Mov:OceansTwelve,A,B,C,"  pull back to reveal the source of this kaleidoscopic backdrop: A SINGLE, STRIPED TULIP, planted in a long row of other tulips. A HAND reaches in and",
87,1937,FIC,Play:SusanGod,A,B,C,  -- to people -- and he told me one morning in one of the marvelous tulip beds that he used to hate his wife so he got all ready to kill,
88,1851,NF,FlowerGardenBrecks,A,B,C,"  American trees, exceeded only by the Buttonwood in magnitude. The flowers resemble the tulip in shape; they are produced in June and July, large, brilliant,",
89,2005,MAG,Fortune,A,B,C,"  Someday they will be proved right. But ever since the Dutch went nuts over tulip bulbs in the 1630s, figuring out when a bubble will burst has proved a",
90,1902,FIC,Wonder-BoxTales,A,B,C,"  down into the cake, the children gave three cheers, and the white waxen tulip bud at the top came tumbling on the table, and while they were all",
91,1980,MAG,SatEvePost,A,B,C,  I'm proud that this is a Dutch town. I'm proud of our Tulip Festival. I'm proud of our good Dutch cooking and the Dutch look of,
92,1983,MAG,NewYorker,A,B,C,"  during the next day's shooting. One dancer wondered why it was called a tulip crane. Another suggested that it had been developed in Holland, to pick very",
93,1851,NF,FlowerGardenBrecks,A,B,C,"  must be kept secure from frost. /z/ Garden Tulip. "" Then comes the Tulip race, where beauty plays Her idle freaks; from family diffused To family,",
94,1916,NF,QuestQuaint,A,B,C,"  Pains in making my Gardens Beautifull or Profitable.... "" P.S. The Tulip Roots you were so pleased to make a present of to me are all Dead",
95,1965,NF,365ShortcutsHome,A,B,C,"  and white checks on the bed and used the same fabric for curtains. With tulip red touches around, her room suddenly blossomed out in a style just right for",
96,1995,FIC,Ploughshares,A,B,C,"  'd see its insides, wet and smooth like the wall of a mouth, tulip pink or a nearly fluorescent green. # They had been together for a bit",
97,1907,FIC,Convert,A,B,C,  velvet of the wallflower through the shaded saffron of azalias and a dozen tints of tulip to the palest primrose and jonquil. The others were walking round the enclosing grass,
98,1948,NF,PracticalBookAmerican,A,B,C,"  Among birds, the turtledove held a place comparable in favour to that of the tulip among floral motifs. It was the emblem of love and conjugal felicity, and",
99,1968,MAG,SatEvePost,A,B,C,  read Tins WEEK IN SIOUX FALLS. Maybe there's an annual meeting of the tulip growers. You stand in the lobby and read the list of the churches.,
100,1993,NEWS,CSMonitor,A,B,C,"  written, brief history of tulips, he appends a list of bulb suppliers and tulip festivals. What I missed is at least one photograph of ordinary florist's tulips",
101,1899,MAG,Atlantic,A,B,C,"  flanks roweled and red, the sweat dripping from her wet body. Poor little Tulip (that was her name), I had not done it wantonly. I",
102,2004,FIC,FathersDay,A,B,C,"  later-this past April-almost six months to the day after we buried my father like a tulip bulb in the fall, never to bloom again in any spring. Within three",
103,1841,NF,Book,ATreatise,A,B,C,"  six inches in diameter, of a pale yellow, much like those of the Tulip tree, and slightly fragrant. The fruit is about three inches long, and"
104,1994,MAG,Horticulture,A,B,C,"  astilbe against a backdrop of cimicifuga foliage. # PHOTO: Interplanting the late double tulip Angelique' with Alchemilla mollis creates the effect of a pink-flowered lady's-mantle, the blossoms",
105,1843,FIC,WildScenesInForest,A,B,C,"  , where it lay tucked away so closely beneath the ponderous limbs of a huge tulip tree, that the blue smoke from the kitchen fire alone betrayed its locality.",
106,1976,FIC,SpectatorBird,A,B,C,"  colors and wicker furniture. Outside, big overhanging trees, just leafing out. Tulip beds, about gone by. Lilacs darkly budded but not yet quite popped into",
107,1929,NEWS,Chicago,A,B,C,"  H. L. REPLY. I. Yes. 2. Yee. Do not cut the tulip tops until they have turned yellow and have become fairly dry, vrnue the leaves",
108,1934,FIC,Play:RollSweetChariot,A,B,C,"  with the curling irons. "" When you wore a tulip, a sweet yellow tulip, And I wore a big red rose. "" Don't burn me,",
109,1967,FIC,Arrangement,A,B,C,"  taking a different way back to the Mission. The path led through great pillared tulip trees, the bare branches ghostly in the deepening twilight. Dry leaves and twigs",
110,1955,FIC,CharmedLife,A,B,C,"  , but now he found himself thinking how it would look with the pear and tulip trees about to start their bloom. He could almost smell the New England spring",
111,1998,MAG,Time,A,B,C,"  and former paratrooper, Dunlap struck like Sherman and crowed about it. At Lily Tulip he fired 50% of the corporate office; at Crown-Zellerbach, 20% of the work",
112,1815,FIC,FalseShame,A,B,C,"  John. John Aye? Fre. Frelon These trees, these hedges, these tulip beds, may be well enough in Holland, but they do not suit us",
113,2001,FIC,Play:InlandSea,A,B,C,"  Hmmm. That is why I distrust the Dutch, with their ships of fat tulip bulbs popping up in every nook and cranny. Such obvious fabrications, flowers.",
114,1892,MAG,Scribners,A,B,C,"  It is an excellent plan to establish a lofty tree, like the elm, tulip, or poplar, at each marked angle of the place and at either side",
115,1999,MAG,ChildLife,A,B,C,"  can explore in each direction, and as soon as one of us finds the tulip tree, that group can come back to the corner and lead the rest.",
116,1912,NF,MothsLimberlost,A,B,C,"  May, when the trees were in full bloom, I was working on a tulip bed under an apple tree in the garden, when Molly-Cotton said to me,",
117,1972,FIC,Clone,A,B,C,"  found her curled up on the hydro-couch watchingSo-Vi. She was sipping at a tall tulip glass on vintage eroticonand smelt, deliciously, of almonds. You look bushed,",
118,1953,NF,EconomicChange,A,B,C,  that may be associated with the South Sea bubble (1720) or with the Tulip Mania (1634-37)? I would be inclined to suspect that in many such,
119,1955,FIC,BandAngels,A,B,C,"  found her sobbing over a copy of Brian's book of poems, The Wounded Tulip. "" What's the matter? "" I asked. "" Goodness, """,
120,1851,NF,FlowerGardenBrecks,A,B,C,"  and rarity of the flowers induced florists to give such extravagant prices. But this Tulip trade was a mere gambling commerce, and the Tulips themselves were only nominally its",
121,2001,MAG,Antiques,A,B,C,"  Janvier family workshop, Odessa, Delaware, 1770-1790. Mahogany, hard pine, tulip poplal; height 37 3/4, width 24 1/4, depth 21 1/2 inches.",
122,2009,FIC,SecretKeepers,A,B,C,"  Not one of them was interested in the Eiffel Tower or Stonehenge or the Royal Tulip Garden; they had made that perfectly clear. Hal's Gals, people called",
123,1941,FIC,BlackShrouds,A,B,C,  that Miss Imogene was not there -- but we were now thoroughly convinced that the tulip bed had been intended as a grave for both sisters. Someone opened a window,
124,2003,MAG,ChildLife,A,B,C,"  dads, too) can compete to win scholarships for their young participants at the Tulip Time Scholarship Games. // eleven and twelve. For all ages, there was",
125,1999,MAG,Money,A,B,C,"  third, referring to the notorious speculative frenzy of 1634, when the price of tulip bulbs went sky-high among Dutch speculators-and then crashed. // NET GAINS THAT ARE HARD",
126,1980,MAG,SatEvePost,A,B,C,  out in the country. He died a few years ago. I suppose the Tulip Tower does look a little strange to a newcomer. There's an inscription on,
127,1989,MAG,NewRepublic,A,B,C,"  in grim circumstances. "" Women are dangerous, "" he wrote in My Dog Tulip, "" especially women of the working class. "" He thought of blackmailing her",
128,1980,MAG,SatEvePost,A,B,C,"  in all our parks are tulip beds. And our main streets are bordered with tulip beds. We estimate that we have in excess of 100,000 tulips in bloom at",
129,1941,FIC,BlackShrouds,A,B,C,"  smiled happily. "" You know, the police won't let me fix the tulip bed, and I'm afraid the bulbs are going to be spoiled. """,
130,1855,NF,EightYearsWanderings,A,B,C,"  Ebony, chiefly used for furniture and cabinet work. Satin-wood, Suria (the tulip tree). Tamarind. Jackwood. Halmileel. Cocoa-nut. Palmyra. The suria",
131,1843,FIC,IdomenValeYumuri,A,B,C,"  maple, which, in autumn, decorates their forests with foliage scarlet as the tulip, -- walnuts, butternuts, jelly of red currants, sweetmeats of wild plums",
132,1873,FIC,FiendsDelight,A,B,C,"  beak. Your female reformer goes smashing through society like a tipsy rhinoceros among the tulip beds, and all the torrent of brickbats rained upon her skin is shed,",
133,1877,MAG,Galaxy,A,B,C,"  , and the variable quantitiesthe Mississippi stock, the South sea stock, and the tulip bulbs-come to bo soberly compared with the pounds and francs, bankruptcy and ruin stalk",
134,2005,MAG,FieldStream,A,B,C,"  dozen creeks. She knew the names of all the trees. Red maple, tulip, black gum, sassafras, hickory, dogwood, and sourwood. In autumn",
135,1887,NF,HistoryArtBeginners,A,B,C,  received for his works are set down. The smallest is twenty-four sous for a tulip; the largest is fifty thousand francs for the portrait of the Empress of Russia,
136,1921,FIC,PlayGame!,A,B,C,"  care of gardens? "" "" Not my garden! You don't know a tulip from a cauliflower! "" "" No, I'll have to learn to do",
137,1997,MAG,Bicycling,A,B,C,  VV there for a ride through the bulb fields to Keukenhof (a spectacular 70-acre tulip garden you must not miss) and back-11 miles each way. For more information,
138,1935,FIC,SanFranciscoTales,A,B,C,  . She poured one glass almost to the brim until it looked like a red tulip that had sprung up like magic. Flavio Minetti put out both hands to receive,
139,1926,NEWS,NYT-Reg,A,B,C,  tree is one of the favorites in Westchester Because of the large number of native tulip trees which blooin? in the Spring and which grow tall and slender to great,
140,1851,NF,FlowerGardenBrecks,A,B,C,"  desirable. They are dwarf in their habits. The many distinguished varieties of early Tulip are all produced from the late blowers, which, having tall stems, and",
141,1999,FIC,NewEnglandRev,A,B,C,"  left behind, through the honeysuckle, daylilies, slip of kudzu, and freak tulip poplar yearlings. Herbert's house was a regular ranch-style, painted tan or gray",
142,1841,NF,Book,ATreatise,A,B,C,"  any aspect not directly open to violent gales of wind. THE WHITE-WOOD, OR TULIP TREE. Liriodendron. Nat. Ord. Magnoliaceae. Lin. Syst. Polyandria"
143,1851,NF,FlowerGardenBrecks,A,B,C,"  should not be moved any oftener than is necessary. It is not like the Tulip and many other bulbs, which are not injured, but rather improved, by",
144,1934,FIC,LongRemember,A,B,C,"  , book in his grasp, munching the last of his cucumber-pickle feast. Twin tulip trees beside the fence rustled sleepily. He made the circuit of the black square",
145,1856,FIC,DredATaleGreat,A,B,C,  ? How do I know? She' s as full of streaks as a tulip; and her liking for him is one of them. Did you notice her,
146,1986,NEWS,WallStJrnl,A,B,C,"  another. Most of my cutbacks turn into givebacks after studying Scheepers. In the tulip line I find myself short on: Triumph, Double Late-Flowering, Majestic, Cottage",
147,1948,NF,PracticalBookAmerican,A,B,C,"  dot designs in geometrical or floral patterns, and, in some cases, the tulip motif appears in this form, which circumstance would seem to point to a strain",
148,1841,NF,Book,ATreatise,A,B,C,"  of its trunk and branches. Where there is a taste for avenues, the Tulip tree ought by all means to be employed, as it makes a most magnificent"
149,2003,NF,PeopleAdriftCrisis,A,B,C,"  English as their second language. In Holland, Michigan, the home of the tulip festivals and a daunting number of denominations descended from Dutch Calvinism, Saint Francis de",
150,1896,FIC,CusterOtherPoems,A,B,C,"  He walks with his fierce passions uncontrolled The conquerer of all things -- save himself. =The Tulip Bed At Greeley Square= You know that oasis, fresh and fair In the city",
151,1851,NF,FlowerGardenBrecks,A,B,C,"  cow-manure, with a little sand, if the soil be adhesive; for the Tulip and most bulbs delight in a loose soil. The exact quantity of these three",
152,1948,NF,PracticalBookAmerican,A,B,C,"  on a sunk ground, and on date-stones and wall devices, such as the tulip and heart or other mystic emblems, among the Pennsylvania Germans. Late in the",
153,1911,FIC,Play:ReturnPeterGrimm,A,B,C,  GRIMM Yes? FREDERIK I suggest that we insert a full-page cut of your new tulip in our mid-summer floral almanac. GRIMM Who has hung up his hat on his,
154,1989,FIC,WhileMyPrettyOne,A,B,C,"  shrimp, a melange of baby vegetables, fu1 arugula-and-endive salad, cheese and a tulip pastry. She flipped through the book until she reached the page with the sketches",
155,1929,NF,RussellsSoilConditions,A,B,C,"  which the Canadian workers have found on strawberry, tobacco, tomato, lettuce and tulip, and all of which seem to be associated with the same group of fungi",
156,1851,NF,FlowerGardenBrecks,A,B,C,"  ,) was given by its proprietor for a single root. At last the Tulip mania became so overpowering that the government of Holland, convinced of the evil effects",
157,2002,MAG,ChildLife,A,B,C,"  One-Mile Run (min. /sec.) Photograph // April 20th, 2002 at the Tulip Time Scholarship Games. #",
158,2005,NEWS,SanFran,A,B,C,  lounging pajamas with a mandarin top and a black-and-white cap that looked like an upside-down tulip. He had wildly painted eyes that still couldn't upstage his Ultra Brite smile,
159,1945,FIC,HappyTime,A,B,C,"  she could be heard plainly. She sang happily: "" When you wore a tulip, a bright yellow tulip, and I wore a big red rose. """,
160,1973,FIC,SearchesSeizures,A,B,C,"  camels and horses. "" The keyboard of teeth float in the petrified gum like tulip bulbs. And the lower jaw of a ground sloth, relative of the Megatherium",
161,2001,MAG,Sunset,A,B,C,"  9-9-6 bulb fertilizer into the soil (follow label directions), then plant the tulip and daffodil bulbs around the periphery of the container. 5. Remove the rest",
162,1998,FIC,Ploughshares,A,B,C,"  and cattails and fish. He looked up at the maples and oaks, the tulip poplar with its tall, crooked trunk. He had meant to cut that down",
163,1922,FIC,VehementFlame,A,B,C,"  was resting. Out on the lawn in the breezy sun and shadow under the tulip tree, Edith, fresh from a shampoo, was reading. Now and then",
164,1869,NF,MemoirsExtraordinary,A,B,C,"  neglected, and the population, even to its lowest dregs, embarked in the tulip trade. As the mania increased, prices augmented, until, in the year",
165,1945,FIC,CanneryRow,A,B,C,"  wanted, a silver-scrolled monster with floriated warming ovens and a front like a nickel-plated tulip garden, they had trouble getting it. It was too big to steal and",
166,1930,FIC,YearsGrace,A,B,C,"  the nice Mr. Rusher lessons in botany, and showed her Grandpa where the butch tulip bulbs had been planted, and they scanned the smoothly raked brown soil, but",
167,1859,FIC,AutocratBreakfast,A,B,C,"  . The advent of genius is like what florists style the BREAKING of a seedling tulip into what we may call high-caste colors, - - ten thousand dingy flowers, then one",
168,1866,NF,CampaignsNon-Combatant and,A,B,C,"  It lay up a lane, some distance from the road, and two enormous tulip poplar trees sheltered and half-concealed it. A tiny creek ran through the dairy,",
169,2000,FIC,Glamorama,A,B,C,"  the door. "" See you, baby. "" I hand her a French tulip I just happen to be holding and start pulling away from the curb. """,
170,1998,FIC,Play:GirlGone,A,B,C,  what they see is not good. BUGGINS This is the time of The Black Tulip. (Corrects herself.) This is a time of The Black Tulip.,
171,1921,NF,LinguisticChange,A,B,C,"  of the eye was originally the "" rainbow "" of // the eye. "" Tulip "" originally meant "" turban "" and was applied to the flower on account of",
