entry,year,genre,source,a,b,c,text,
674,1824,FIC,RedwoodATaleVolume2,A,B,C,"  pictured the storied monuments -- the sacred spot where her parents laid -- the beautiful willow that drooped over it, and the neatly carved white stone that stood under its",
734,1827,FIC,HopeLeslieVolume1,A,B,C,"  do not let those long eye-lashes droop over your pale cheek, like a weeping willow over the monumental marble. "" "" Oh, Hope Leslie! if it were",
995,1827,FIC,BuccaneersARomance,A,B,C,"  , in salt and marshy land, -- the scarred trunks of a stunted polled willow, while at intervals on some small and cleared space of ground which bore traces",
728,1828,MAG,NorthAmRev,A,B,C,  plants as the bees like; without this they will starve. The American black willow and the red maple are the first trees that are visited by the bees.,
122,1831,FIC,AmericanCommon-place,A,B,C,"  deep, Nor dare to whisper through the boughs, nor stir The valley's willow, nor the mountain's fir, Nor make the pale and breathless aspen quiver",
645,1831,FIC,MeredithTheMystery,A,B,C,  the bank of a streamlet that gurgled briskly beneath the intermingling branches of the weeping willow. All around the spot the trees and undergrowth grew so tall and close as,
559,1832,FIC,SwallowBarnASojourn,A,B,C,"  better. When I again looked out in the morning, there stood the weeping willow, the same vegetable Niobe as before, and there the meditative ducks; there",
954,1832,FIC,SwallowBarnASojourn,A,B,C,"  ran along its borders; and the grassplots were filled with lakes. The old willow, saturated with rain, wept profuse tears, down every trickling fibre, upon",
988,1832,MAG,NewEngMag,A,B,C,  parts of the rim and soles had been abstracted. Sometimes he carried about coarse willow baskets which he had made in the long winter evenings by the light of a,
131,1833,MAG,NorthAmRev,A,B,C,"  a military force and fortifications. At leisure moments he introduced the cultivation of the willow, which he chanced to find sprouting in some wicker-work brought from abroad; and",
186,1833,NF,HistoryVegetable,A,B,C,"  of the beauty of its appearance. It has been said, that the first willow was planted in England by the celebrated Alexander Pope. According to the account of",
622,1833,NF,HistoryVegetable,A,B,C,  fine appearance. It is a native of most parts of Europe. The weeping willow is a native of the Levant; but /z/ Salix babylonica. it thrives very well,
700,1833,NF,HistoryVegetable,A,B,C,"  ; and the Yellow Willoiu (Salix mtellina); the timber-tree is the White Willow (Salix alba); and the ornamental one, the Weeping Willow (Salix",
712,1833,NF,HistoryVegetable,A,B,C,"  years, and are very profitable to their proprietors. The shoots of the yellow willow are much more slender than those of the osier: they are very tough;",
758,1833,NF,HistoryVegetable,A,B,C,"  Hazel Corylus avellana. Another shrub which is applied to the same uses as the willow, namely, making baskets and hoops, but chiefly the latter, is the",
924,1833,FIC,CrayonSketches [ed],A,B,C,"  the breeze passes gently over it -- the peculiar sweep of the branches of the willow, which, even at their largest growth, seem constructed of the most delicate",
928,1833,FIC,Outre-MerVolume1,A,B,C,"  in the deep shade of heavy foliage, where the branches of the yew and willow mingled, interwoven with the tendrils and blossoms of the honey-suckle. I now stood",
17,1834,NF,PoliticalClass,A,B,C,"  effects upon skins, the tannin contained in the bark of oak, chestnut, willow, sumach or elm, and how those effects differed from each other. Would",
231,1834,NF,...ographyMa-ka-tai-me-she-kia-kiak,A,B,C,"  during the war. The boats arrived in the evening, stopping at a small willow island, nearly opposite to us. During the night we removed our big gun",
44,1835,FIC,South-WestByYankee,A,B,C,"  is in Pennsylvania, where it arrives at the greatest perfection. There is a willow which grows on the banks of the Mississippi, whose roots become as dry as",
115,1835,FIC,ClintonBradshaw,A,B,C,"  ground on which it stood, slept. In the opposite corner was a weeping willow that bent inwards towards the graves, and bowed its branches over them as though",
170,1835,FIC,HorseShoeRobinson,A,B,C,"  above ten feet square, constructed with a dark paling, above which a venerable willow drooped its branches. Towards this inclosure some five or six of the reveilers repaired",
180,1835,FIC,South-WestByYankee,A,B,C,"  power of horticulture annually unfolds new beauties, the dwarf cape jessamine, the Washita willow, with its pretty flower, the laurustina, hypiscus, and citronelle, or",
420,1835,FIC,BrothersATaleFronde,A,B,C,"  at the most in early bud, but interspersed with the fresh foliage of the willow and the hazel -- spotting the hill-side, gave a park-like air to the untrimmed",
591,1835,FIC,HawksHawk-Hollow,A,B,C,"  , "" The poor soul sat sying by a sycamore-tree, Sing all a green willow; Her hand on her bosom, her head on her knee, Sing willow",
838,1835,FIC,HawksHawk-Hollow,A,B,C,"  Her hand on her bosom, her head on her knee, Sing willow, willow, willow.' But pr'ythee, be comforted; this is the way with",
873,1835,FIC,HawksHawk-Hollow,A,B,C,"  on her bosom, her head on her knee, Sing willow, willow, willow.' But pr'ythee, be comforted; this is the way with all young",
975,1835,FIC,HawksHawk-Hollow,A,B,C,"  , and some gave way, they were so rotten. I scraped among the willow twigs, and got my hand among the straw, without so much as thinking",
97,1836,FIC,EastWestVolume2,A,B,C,"  the fire, as easily as a boy would have thrown upon it as many willow switches. His black form and countenance glowing in the glare, the energy with",
397,1836,FIC,Sketches,A,B,C,"  by a neat inclosure, and planted with trees. The drooping branches of a willow, swept the grave of the mother of the colony. Near her, slumbered",
175,1837,FIC,Miriam,A,B,C,"  . First Christian Seest thou aught? SECOND CHRISTIAN. Second Christian Nought but the willow boughs, Waving and whispering in the rising breeze. PAULUS. Paulus Ye watch",
223,1837,FIC,Zinzendorff,A,B,C,"  sacred to silence, or to the soft breathed song, but the cypress and willow declared it a habitation of the dead. Upon a sarcophagus of white marble,",
509,1837,FIC,LettersLuciusM,A,B,C,"  the juices that shall smooth and melt its stiffness into the yielding pliancy of the willow. I wage no war with the work of the gods. Besides, the",
663,1837,FIC,Nacoochee,A,B,C,"  dim; And leave its cold, wan mansion here, As winter leaves the willow sere, And take it unto Him. Then murmur not -- nor weep --",
669,1837,FIC,Zinzendorff,A,B,C,"  sombre tone, The lip is slow to take it, It seemeth like the willow's moan When autumn wands awake it; It seemeth like the distant sea On",
693,1837,FIC,Nacoochee,A,B,C,"  rose. "" Behold that form, "" said he, "" Beneath yon weeping willow tree! "" And raised the window -- moved each blind -- And when he",
463,1838,MAG,USDemRev,A,B,C,"  deep crimson, inclining to what painters term Indian red. The Birch and the Willow appear of a pale straw color, sometimes mingled with a slight tinge of brown",
974,1839,NF,AmericanFruitGarden,A,B,C,"  some varieties of the cherry; the second, the weeping, in the weeping willow and the native American elm; the third, forming the shape of a dome",
91,1840,FIC,AirsPalestineOther,A,B,C,"  . Calm as the hero's soul, Let the Potomac roll, Watering the willow that over him weeps, And, from his glassy wave, Softly reflect the",
148,1840,FIC,AirsPalestineOther,A,B,C,"  grave, where Vernon's hero sleeps, The tall grass sighs, the waving willow weeps; And, while the pale moon trembles through the trees, That bend",
936,1840,FIC,AirsPalestineOther,A,B,C,"  you just now said, That beauty or grace is a worthless thing. This willow's limbs, as they bend in the breeze, The dimpled face of the",
128,1841,NF,Book,ATreatise,A,B,C,"  their peculiar character, deserve especial notice. These are the Weeping, or Babylonian willow (Salix Babylonica), the White, or Huntington willow (S. alba)"
144,1841,NF,Book,ATreatise,A,B,C,"  particular kinds for this purpose, both in Europe and America. The common Basket willow, an European species (S. viminalis), is the sort usually grown for"
324,1841,NF,Book,ATreatise,A,B,C,"  (S. alba), the Golden willow (S. vitellina), the Russell willow (S. Russelliana), and the profuse Flowering willow (S. caprea)."
332,1841,FIC,JulianScenesIn,A,B,C,"  rock and barren fields; all signs of verdure being confined to the thickets of willow and olive, that, until within a few miles of the Dead Sea,",
433,1841,NF,Book,ATreatise,A,B,C,  . The Hickory The Mountain Ash. The Ailantus. The Kentucky Coffee. The Willow. The Sassafras. The Catalpa. The Persimon. The Pepperidge. The Thorn
515,1841,NF,Book,ATreatise,A,B,C,"  deserve to be ranked under a separate head. To this class belong the weeping willow, the weeping birch, the drooping elm, etc. Their prominent characteristics are"
533,1841,NF,Book,ATreatise,A,B,C,"  vitellina), the Russell willow (S. Russelliana), and the profuse Flowering willow (S. caprea). The above are all foreign sorts, which, however"
565,1841,NF,Book,ATreatise,A,B,C,"  so valuable in the time of Cato, that he ranks the Salictum, or willow field, next in value to the vineyard and the garden. (Art."
652,1841,NF,Book,ATreatise,A,B,C,"  the tree willows, and particularly that of the Yellow willow, and the Shining willow (S. lucida), is /z/ greatly used in making charcoal for the manufacture"
779,1841,NF,Book,ATreatise,A,B,C,"  , middle-sized tree, with drooping branches, though hardly so pendent as the Weeping willow. The uses of the willow are extremely numerous. Abroad it is extensively cultivated"
887,1841,NF,Book,ATreatise,A,B,C,"  , and form lofty trees, considerably valued abroad for their timber. The White willow and the Russell willow are very rapid in their growth, and have a pleasing"
962,1841,NF,Book,ATreatise,A,B,C,"  margins of small streams, or low lands. "" Ropes and baskets made from willow twigs, w r ere probably among the very earliest manufactures, in countries where"
94,1842,FIC,CharlesStuartPrince,A,B,C,"  as the cypress mourns, Preaching his funeral with exalted wrath, Till like the willow twig snapt from its stem, I cut the brittle thread of life in twain",
607,1842,FIC,CareerPufferHopkins,A,B,C,"  of the old homestead that I could, "" said Martha, who had her willow basket at the bedside; "" and it is here. "" She unclasped it",
902,1842,FIC,SportingScenes,A,B,C,"  Brook, in New Jersey -- on rails, bushes, and even on tall willow trees; and I can prove the fact by the testimony of eye witnesses,",
973,1842,FIC,CareerPufferHopkins,A,B,C,"  my task. I must go. "" She rose; possessed herself of the willow basket, which she had laid on the ground, at her side, and",
107,1843,FIC,VariousWritings,A,B,C,"  Brangle merely managed to pass his thumb and finger over the extremity of a smooth willow whistle, which hung at one of Dick Snikkers' button-holes. However, he",
330,1843,FIC,LettersFromNew-,A,B,C,"  in Union Park is smaller, but scarcely less beautiful. It is a weeping willow of crystal drops; but one can see that it weeps for joy. Now",
530,1843,FIC,VillageInnTheAdventures,A,B,C,"  the whisper of the gentle breeze among the pendulous leaves and weeping branches of the willow, and the drowsy tinkle of the streamlets chafing against the pebbles on their margin",
775,1843,FIC,VariousWritings,A,B,C,"  him a nose as red as a brick with pulling, and Dick Snikkers' willow whistle between his fingers. "" Egad! "" said the deacon, with a",
848,1844,MAG,NorthAmRev,A,B,C,"  // The Birch, the Poplar, the Locust, the Mountain-ash, and the Willow are also common trees, and may be introduced in proper situations with great advantage",
893,1844,NF,KnickerbockerNew-,A,B,C,"  , Nor winter's wanton tempests roll. And there in Friendship's burial-ground The willow of remembrance bends, And ye my sisters there have found A home among my",
310,1845,FIC,MargaretATaleReal,A,B,C,"  "" replied the boy, "" only I hear whippoorwill. It sings in the willow over the urn, and sings in here, "" he said, pointing to",
318,1845,FIC,WarwickWoodlands,A,B,C,"  -- this time to my unmitigated wonder -- upon the topmost spray of a large willow tree, which grew by the ditch side! "" It's not the least",
333,1845,FIC,WesternClearings,A,B,C,"  of the forest, dark-eyed and ruddy-cheeked, and withal slender and elastic as a willow wand, had long been suspected of a bashful liking for Elsie, and yet",
661,1845,FIC,ForestLeaves,A,B,C,"  , Like pensive wailings of a soft-ton'd harp Broken, and hung upon a willow tree Where the long weepers streaming on the wind Sweep o'er the chords, and",
687,1845,FIC,ForestLeaves,A,B,C,"  a shower of tears. Thus mus'd Benelli o'er the sepulchre, Dark'ning the willow shadows with the hue Of his desponding thoughts. The trumpet's voice Arous'd",
754,1845,FIC,ForestLeaves,A,B,C,"  ! And his stern frame which never shook till then, Now trembled like a willow by the brook When fierce tornados grapple with its stem. She rais'd her",
820,1845,FIC,WesternClearings,A,B,C,"  by one of the younglings of the house, whose little hands wield the slender willow wand which urges on old Dobbin; and whose shrill piping tones are a far",
925,1845,FIC,ForestLeaves,A,B,C,"  ceaseless dirge for those that sleep below. Thus as I mus'd beneath the willow boughs Marking how slow and gracefully they waved Their assent, to the wooing of",
11,1846,FIC,ElinorWyllysVolume1,A,B,C,"  the last six months. He does not look much as if he wore the willow still. "" "" wore the willow "" = grieved for the loss of a",
75,1846,FIC,MiscellaneousWritings,A,B,C,"  again unite To celebrate their ancient rite, And grateful homage pay. Wave the willow and the palm! Bow the knee, and chant the psalm! Throng the",
126,1846,FIC,ForestMinstrel,A,B,C,"  the garden wall, Was bright with garlands all the summer through. A weeping willow, trained with pious care, Was sighing there for ever, and the spot",
326,1846,FIC,MyrtisWithOther,A,B,C,"  pride is extinguished forever. Woman can scarcely fathom a grief like that. The willow may bow, and become prostrate as a wreck before the blast, yet be",
629,1846,FIC,PoeticalWritings,A,B,C,"  dimpled with saucy glee; The daisy kissed in lovingness, And made with the willow free. I heard its laugh adown the glen, And over the rocky steep",
811,1846,FIC,PoeticalWritings,A,B,C,"  on their way, To kiss the lily in its liquid bed; The flexile willow bends unto the stream, And seems more lovely in the twilight gleam. A",
956,1846,FIC,ElinorWyllysVolume1,A,B,C,"  not look much as if he wore the willow still. "" "" wore the willow "" = grieved for the loss of a loved one "" Hazlehurst is very clever",
991,1846,FIC,ForestMinstrel,A,B,C,"  , Gaily braiding for our brows Flowers of balm and beauty born With the slender willow boughs. Now our song is on the air, Blending with the blue-bird's",
716,1847,NF,HerdsmenTillers,A,B,C,"  of the same character. The southern districts abound in thick forests of birch, willow, juniper, maple, lardh, and other large trees; and numerous little",
41,1848,FIC,KateClarendonNecromancy,A,B,C,"  only sung by the wailing wind, as it sighs through the branches of the willow, the beach and the locust, waving above and shadowing their last remains.",
449,1848,MAG,NewEngYaleRev,A,B,C,"  majestic oak, the freedom and exemption from all foreign constraint imaged in the sweeping willow, that awaken in us the emotions of beauty, grandeur and grace, which",
523,1848,MAG,NewEngYaleRev,A,B,C,"  detached trees, such as the almond, (like our peach,) the willow, the pine, the platanus, wild pear, &c., and an endless",
536,1848,FIC,LessonLife,A,B,C,"  snow's dissolving fountain, See the torrent gleam! Rending oak, and bordering willow, With its rushing, roaring billow, As, with awful scream, Part",
598,1848,MAG,AmWhigRev,A,B,C,  before the hand of man had marred its shores. The drooping branches of the willow laved their graceful foliage in the water; while the more lofty sycamore and elm,
710,1848,FIC,NewWorld,A,B,C,"  supposed A few harsh words would bend her to my will, As bends the willow to the rushing blast, But she withstands my threats with threats as dire.",
237,1849,FIC,MazelliOtherPoems,A,B,C,"  , their rustic banquet done, And sheltered from the noontide sun By the old willow's pleasant shade, The guest and host the scene surveyed; Marked how the",
417,1849,FIC,NormanMaurice,A,B,C,"  , As still to shatter, wavering in the wind, The slenderest wand of willow. Maurice. Maurice. Famous shooting! Brooks. Brooks. It were not",
612,1849,FIC,Kavanagh,A,B,C,"  all loneliness from the solitude. On three sides, the farm was inclosed by willow and alder hedges, and the flowing wall of a river; nearer the house",
631,1849,FIC,WreathsFriendship,A,B,C,"  conduct, and learned that the little boy cut him across the shoulders with a willow switch. "" Ho! ho! "" said he, "" that's the",
733,1849,FIC,Sketch-BookGeoffrey,A,B,C,"  love: Lay a garland on my hearse Of the dismall yew, Maidens, willow branches wear, Say I died true. My love was false, but I",
769,1849,NF,SevenLampsArchitecture,A,B,C,"  curve, looks about as much calculated to bear a thrust as a switch of willow; and the pinnacles, huge and richly decorated, have evidently no work to",
987,1849,FIC,WreathsFriendship,A,B,C,"  Captain Perry. The captain was esteemed one of the kindest and best-natured neighbors in Willow Lane, where my father lived; and Julian, the captain's eldest son",
21,1850,FIC,RichardEdneyGovernors,A,B,C,"  . But of necessity Richard must see Miss Eyre frequently. She was intimate at Willow Croft. She caressed the children; she was always chirp, limber-hearted, and",
35,1850,MAG,NewEngYaleRev,A,B,C,"  nothing which resembles those metrosideri of Africa, those dry myrtles (Eucalyptus) and willow leaved Acacias, the flowers of which shine with the brightest colors, but whose",
101,1850,FIC,RichardEdneyGovernors,A,B,C,"  designed that we should write his history, how much prettier it is to say Willow Croft, than Munk's, or his Brother-in-law's. I think there is",
178,1850,FIC,RichardEdneyGovernors,A,B,C,"  fields, anon putting his hand to his ear. Advancing to the gate of Willow Croft, he entered it, and came with an excited step towards the garden",
230,1850,FIC,RichardEdneyGovernors,A,B,C,"  obligation. His closet, and the family altar he had helped to rear at Willow Croft, and his Bible, every day reminded him of it; -- it",
243,1850,FIC,RichardEdneyGovernors,A,B,C,"  house. A few days afterwards, as he was sitting on the door-steps at Willow Croft, the Governor's servant appeared at the gate, and handed him a",
442,1850,FIC,RichardEdneyGovernors,A,B,C,"  , where also flourished a willow of remarkable size. Hence he called the place Willow Croft. Was Richard in advance of his age and rank in this? He",
488,1850,FIC,RichardEdneyGovernors,A,B,C,"  already been foretold it. And Aunt Grint was the first to break it to Willow Croft. "" What has happened? "" she exclaimed, panting and staring;",
560,1850,FIC,NewPoems,A,B,C,"  scene Kneeled the lonely Nazerene. When the blast, or lightning-stroke, Wrings the willow, -- rends the oak, -- Calm, amid the raging storm, Stands",
660,1850,FIC,ScarletLetter,A,B,C,"  you into his cheery little study, where the sunshine glimmered so pleasantly through the willow branches, on the western side of the Old Manse. But now, should",
784,1850,FIC,RichardEdneyGovernors,A,B,C,"  Coming to Woodylin with a load of vegetables for the Market, he went to Willow Croft with purposes that he whimsically and characteristically unfolded. He would lead Richard to",
796,1850,FIC,RichardEdneyGovernors,A,B,C,"  AN UNEXPECTED VISITER ACTUALLY COMES. A VIOLENT thumping was heard at the door of Willow Croft, which, before it could be properly noticed, answered itself, and",
829,1850,FIC,RichardEdneyGovernors,A,B,C,"  We shall want a few boards and laths. "" They walked on together towards Willow Croft. Encountering Munk, the Broker's scheme was opened to him. Richard",
860,1850,FIC,RichardEdneyGovernors,A,B,C,"  circling walks, she wended her way to the spot where Violet lay. A willow hung over the enclosure; and those flowers that gave the sleeper her name,",
863,1850,NF,AmericanFruitCulturist,A,B,C,"  is ill-shapen,, with pendant branches, whence its name. Distinct from the Willow Twig. Lucombe's Seedling. Rather large, roundish, slightly angular, somewhat",
869,1850,FIC,RichardEdneyGovernors,A,B,C,"  what Ada Broadwell and the Lady Caroline did. Among the first to call at Willow Croft and congratulate Richard on his accession to office, was Miss Eyre; and",
993,1850,FIC,RichardEdneyGovernors,A,B,C,"  the iron had gone into his soul? Perhaps it did. Mrs. Tunny entered Willow Croft with a mingled air of disdain, triumph, and pity, over the",
553,1851,NF,PersonalMemoirs,A,B,C,  Gratiot's Grove -- Sac and Fox disturbances -- Black Hawk -- Irish Diggings -- Willow Springs -- Vanmater's lead -- An escape from falling into a pit -- Mineral,
729,1851,NF,FlowerGardenBrecks,A,B,C,"  a northern exposure; a number of the indigenous species are worth cultivating. /z/ Willow Herb. Lythrum, from the Greek, black blood; in allusion to the",
741,1851,NF,FlowerGardenBrecks,A,B,C,"  roasted. "" It is sometimes called the Japan Jingo or Ginko tree. /z/ Willow. This is a very numerous family, but the Weeping Willow is the most",
994,1851,NF,GlancesAtEurope,A,B,C,"  the Lombardy Poplar and what I took to be the Pollard, a species of Willow which displays very little foliage, and is usually trimmed up so as to have",
435,1852,NF,StrayLeavesFrom,A,B,C,"  wherever we landed; and I likewise observed London-pride, poppies, sorrel, dwarf willow, crow-feet grass, saxifrage, and tripe-de-roche, besides plenty of turf, which",
37,1853,FIC,Virginalia,A,B,C,"  one by one; Let your dark ebon locks, like the limbs of the willow, Rain down from your brows on her dark narrow bed, In one stream",
195,1853,NF,MysteriesBee-keeping,A,B,C,"  lost by freezing. The first honey obtained of any account is from the golden willow (Salix Vitellina); it yields no pollen, and is seldom injured by",
258,1853,NF,MysteriesBee-keeping,A,B,C,"  this subject. In August, 1852, I noticed, on passing under some willow trees, (Salix Vitellina,) that leaves, grass, and stones,",
380,1853,FIC,Lewie OrThe,A,B,C,"  ' Thy will be done.' "" And in the quiet spot where the willow bends, and the brook murmurs, by the side of his mother, and",
414,1853,FIC,ClovernookRecollections,A,B,C,"  the door; just beyond was the graveyard, and in the corner beneath the willow where the elders had long grown thick offering vainly their snowy blossoms and shining berries",
475,1853,MAG,Harpers,A,B,C,"  Hernandez had evidently fought, and with desperation. He lay in advance of the willow, half facing the tent which sheltered his family, as if he had come",
481,1853,NF,MysteriesBee-keeping,A,B,C,"  scarcely exist here, producing far different results. Our swamps produce several varieties of willow, (salix,) that put out their blossoms very irregularly. Some of",
535,1853,FIC,ChevaliersFrance,A,B,C,"  battle for a crown, could now have been stricken to the earth by a willow wand in the hands of a stripling. Ladies were there, of high degree",
743,1853,FIC,LittleFernsFor,A,B,C,"  mountain myrtle; a woodbine creeps over the fence and my favorite tree (the willow) is struggling for life in yonder corner, and prettier than all, out",
798,1853,FIC,ClovernookRecollections,A,B,C,"  she sing and be happy, for the rosy-faced baby sits up in his white willow cradle, and crows back to her lullaby; and by and by the honest",
858,1853,FIC,Virginalia,A,B,C,"  as the Swan upon the pillow Of some clear, azure Lake beneath the Weeping Willow. Chivers, T. H. (Thomas Holley), 1809-1858: THE HEAVENLY REAPER",
67,1854,FIC,Walden,A,B,C,"  morning of many a first spring day, jumping from hummock to hummock, from willow root to willow root, when the wild river valley and the woods were bathed",
192,1854,FIC,TempestSunshine,A,B,C,"  window where she stood she could distinguish the little graveyard, with its cypress and willow trees, and its white monument gleaming through the silvery moonlight, and near that",
279,1854,FIC,Walden,A,B,C,"  , whence in all our experience we have found that to issue, as the willow stands near the water and sends out its roots in that direction. This will",
431,1854,FIC,PoeticalWorks,A,B,C,"  maiden in her woe, Swinging her thin arms to and fro, The wind-swept willow mark! While mist creeps o'er the meadows low, And clouds, above,",
610,1854,FIC,RhymesWithReason,A,B,C,"  notes, As on the air it floats! And the birds, On the willow spray that' s near, Oft turn a raptured ear, And stoop the",
637,1854,FIC,Walden,A,B,C,"  bank of the river near the Nine-Acre-Corner bridge, standing on the quaking grass and willow roots, where the muskrats lurk, I heard a singular rattling sound, somewhat",
920,1854,FIC,Walden,A,B,C,"  a first spring day, jumping from hummock to hummock, from willow root to willow root, when the wild river valley and the woods were bathed in so pure",
955,1854,FIC,PoeticalWorks,A,B,C,"  weeds, Long-bladed flag and clustering reeds. Pond-lilies, oily-leaved and pale, Red willow and the alder frail: There, skeletons of groves gone by, Sad objects",
976,1854,FIC,TempestSunshine,A,B,C,"  and honeysuckles ever bloomed there for a season, while the dark evergreen and weeping willow waved their branches and beckoned the passer-by to rest beneath their shadow. In one",
984,1854,FIC,PersonsPictures,A,B,C,"  himself at the sacrifice of the other, had not the branches of a large willow tree, growing in the fence through an opening of which the stream passed into",
986,1854,FIC,PoeticalWorks,A,B,C,"  , Gaul! Repining is vain! near the place Where he moulders, the willow is trailing, And Ocean the rock-guarded base Of the desolate isle is assailing,",
270,1855,FIC,Poems,A,B,C,"  of grass; I love to see thy silver waters pass, Hurrying beneath the willow boughs to hide. Thy nursing springs are in the forest shade; Moss-bank and",
367,1855,FIC,WinklesTheMerry,A,B,C,"  Roland approached alone, leisurely riding his blooded steed. Lowe paused beside a large willow tree that overhung the brook on the road side, and putting down the bag",
701,1855,NF,WondersGeology,A,B,C,"  "" In tranquil calms, we wave like palms, Or bend like the drooping willow; Or we climb to the verge of the foaming surge, And dash to",
104,1856,FIC,ErnestLinwood,A,B,C,"  applause called my spirit from the grass-grown sod, made damp and green by the willow's shade, to the crowded church and the bustle and confusion of life.",
177,1856,FIC,ErnestLinwood,A,B,C,"  gushing. My mother sleeps by the side of the faithful Peggy, beneath a willow that weeps over a broken shaft, - - fitting monument for a broken heart. I",
184,1856,FIC,LostHunter,A,B,C,"  the milk-weed was not whiter than her teeth. Her form was lith as the willow, her eyes sparkled like the morning star, her step was that of a",
285,1856,FIC,LostHunter,A,B,C,"  he expected to meet gentleness he had found pride. He looked for the yielding willow, and behold the inflexible oak! But in Leelinau also a revolution had been",
751,1856,FIC,ElmTreeTales,A,B,C,"  . Down through the maple avenue you will take your pleasant route, past the willow and alder clumps, and the ancient mill, that hangs its idle arms listlessly",
812,1856,FIC,ConfessionBlind,A,B,C,"  I should have been as clay in the hands of the potter -- a pliant willow in the grasp of the careful trainer. A nature constituted like mine is,",
830,1856,FIC,ElmTreeTales,A,B,C,"  cemetery was on a high hill overlooking the village. Here and there drooped a willow over some loved tomb, or a rose-bush bent to scatter its burden of perfume",
868,1856,MAG,NewEngYaleRev,A,B,C,"  biographer, we hope, are ended. The island, the sepulcher, the willow trees, are crumbling memorials of the conqueror who has found at last a mausoleum",
910,1856,FIC,MythHiawathaOther,A,B,C,"  one as he had predicted. He then sent the children out to get red willow sticks. Of these he cut off as many pieces, of equal length,",
620,1857,MAG,NorthAmRev,A,B,C,"  himself in that labor a benefactor alike to the farmers and the basket-makers. The willow in such a situation has a rapid growth, and iii a few years a",
300,1859,FIC,AutocratBreakfast,A,B,C,"  narcissus-blades appear; The cone-beaked hyacinth returns, And lights her blue-flamed chandelier. The willow's whistling lashes, wrung By the wild winds of gusty March, With sallow",
609,1859,MAG,NewEngYaleRev,A,B,C,"  as would seek to plant the grave with flowers, or shade it with the willow or the cypress, or fence it carefully from profane intrusion. And there must",
200,1860,FIC,Poems,A,B,C,"  stream. In the days that are gone, they were laid' neath the willow, The maid in her beauty, the youth in his pride; Both slain",
921,1860,FIC,DoomedChiefTwo,A,B,C,"  to comprehend the object, went to work, and soon constructed a sort of willow work litter or rather bed-case, which was confined to light runners, so that",
979,1860,FIC,SirRohansGhost,A,B,C,"  all her fancy charmed in the long champaign, the golden-green quivering of a near willow, the dull red hollow, the rich violet haze that bathed the level distance",
149,1862,FIC,Thoreau [inThe,A,B,C,"  Indian to the civilized man, -- and noticed, with pleasure, that the willow bean-poles of his neighbor had grown more than his beans. "" See these weeds",
207,1862,FIC,ManUzOtherPoems,A,B,C,"  Behemoth, Who on the grassy mountains finds his food? And' neath the willow boughs, and reeds, disports His monstrous bulk? His bones like brazen bars",
672,1862,FIC,Morgesons,A,B,C,"  that night.' "" "" In such a night, Stood Dido with a willow in her hand, Upon the wild sea banks, and waved her love To",
730,1862,FIC,Morgesons,A,B,C,"  finally lost itself among the rocks on the shore. Up by the lawn a willow hung over it, and its outer bank was fringed by the tangled wild grape",
46,1863,FIC,Gala-days,A,B,C,"  of mightie conquerours And poets sage; the firre, that weepeth stille; The willow, worne of forlorne paramours; The eugh, obedient to the benders will The",
