entry,year,genre,source,a,b,c,text,
12,2003,NEWS,SanFran,A,B,C,"  Francisco workers, some towns in the Northern San Joaquin Valley are spending millions to spruce up their downtowns and attract jobs. # Merced recently landed the newest University of",
13,1892,FIC,VestyBasins,A,B,C,"  "" I got that front hair fascinater ye wanted, an' I sold the spruce gum for two dollars for ye. Look a' here! "" "" Will",
14,1922,FIC,PollyPebblyPit,A,B,C,"  and burros! "" said Anne, taking a small newspaper bundle from behind her spruce bed. When opened, it showed that Anne had stolen some of the oats",
15,1995,MAG,Skiing,A,B,C,"  dives in, and before we know it we are flying through perfectly spaced Engleman spruce, the trunks flying by like so many slalom poles. The snow is soft",
16,1910,NF,FlyingMachines,A,B,C,"  inch per sq. inch Material in lbs. in lbs. in lbs. Spruce.... 25 8,000 5,000 Aluminum 162 16,000...... Brass (sheet) 510 23,000 12,000",
17,1979,FIC,PassionPlay,A,B,C,"  helmetedhead a white dazzle in the sun, sat at the wheel. Costeiro, spruce in his riding gear, lounged against the convertible, toying with his mallet,",
18,1920,FIC,BackGodsCountry,A,B,C,  and trudged through the snow. When he came to the black ledge of the spruce and balsam forest he stopped and looked back. It was an hour past bedtime,
19,1922,FIC,CountryBeyond<,A,B,C,"  gloom of the forest. It was a little before moonrise, and under the spruce and cedar and thick balsam the world was like a black pit. It was",
20,1922,FIC,SkyLineSpruce,A,B,C,"  They took the game trail up the ridge, venturing at once into the heavy spruce; but curiously enough, the mysterious hush, the dusky shadows did not appall",
21,1862,FIC,WildApples,A,B,C,"  have been these wild-apple scrubs. They are more like the scrubby fir and black spruce on which you stand, and sometimes walk, on the tops of mountains,",
22,1920,FIC,TroopOneLabrador,A,B,C,  held them in place while Andy marked the position for the holes through which the spruce root thongs were to pass. Four holes were to be cut in each end,
23,1922,FIC,CountryBeyond<,A,B,C,"  , and where Jolly Roger had scraped away the snow from the thick carpet of spruce needles underfoot he piled a thick mass of balsam boughs, and in the center",
24,1845,FIC,WesternClearings,A,B,C,"  could hold out? The azure streamer became Jane's, in fee simple. Spruce and warm looked our good Mark, in his tight blue coat, with its",
25,1995,MAG,Horticulture,A,B,C,"  the perfect foil for its own gentle pink flowers as well as for dwarf blue spruce, red barberry, and dazzling red daylilies. Purple elder also lends pizzazz to",
26,1922,FIC,CountryBeyond<,A,B,C,  aloud to Peter as he felt himself in the darkness of a dense cover of spruce and balsam. He freed himself from his entangled snowshoes and went on deeper into,
27,1997,MAG,Environmental,A,B,C,"  twinkle as we watch the loggers scramble up the steep mountainside, slinging cables around spruce logs, making them ready to be dragged in for harvesting. The chokermen look",
28,1958,MAG,SatEvePost,A,B,C,"  to the brook that bubbles, black and open, at the bottom. The spruce trues cast blue shadows on the snow, the air is like Rhine wine,",
29,1843,FIC,VariousWritings,A,B,C,"  He's like a garden full of snow, "" &c.; At Eastchester, a spruce, spare man, in a fur cap, with a large white cauliflower stuck",
30,1956,MAG,NatGeog,A,B,C,"  balsam fir and the valuable Douglas fir (page 320). To control Engelmann spruce bark beetles, they squirt insecticides on individual trees (page 313). To",
31,1902,NF,WoodFolkAtSchool,A,B,C,"  some understanding with the former owner, who never came back again. The old spruce on the mountain side had been occupied many years by my fishing friends. As",
32,1945,MAG,Harpers,A,B,C,"  ordeal for him. No man could have tried harder. Handsome, erect, spruce, he smiled conscientiously, called as many correspondents as possible by their first names",
33,1925,FIC,OpinionsPhilosopher,A,B,C,"  repugnance to young ladies, and tries to badger him into looking a little more spruce, I can perceive that she is thoroughly proud of his originality and independence,",
34,1921,FIC,VagrantDuke,A,B,C,  his revolver again and went forth. First he sought out the man in the spruce tree. It was Andy. He had seen no one but the people on,
35,1920,FIC,ValleySilentMen,A,B,C,"  For in his soul that wilderness had grown to be more than a thing of spruce and cedar and balsam, of poplar and birch; more than a great,",
36,1985,FIC,Play:Blackface,A,B,C,"  a trunk? THE MAN Why to put your clothes in, of course! SPRUCE What? And go naked? You must think I'm crazy! BERT WILLIAMS",
37,1957,MAG,Time,A,B,C,"  competitors, including Dallas' Otis Dozier (TIME, Dec. 17), Painter Spruce had won recognition nationally (the Scheidt Memorial Prize, a Worcester Art Museum prize",
38,2001,FIC,SouthernRev,A,B,C,"  , inscribing flower petals on a consignment vanity, pulling the bow out of a spruce plank. He was good with the razor and the oils and knew just how",
39,1920,FIC,ValleySilentMen,A,B,C,"  structure rough and unadorned, unpainted, and sweetly smelling with the aroma of the spruce trees from the heart of which its unplaned lumber was cut. The breath of",
40,2000,FIC,SternMen,A,B,C,"  service continued smoothly. Eventually, Mr. Pommeroy, idling in his long and leggy spruce box, was packed down in the dirt. The men dropped clods of earth",
41,1963,MAG,SatEvePost,A,B,C,"  construct this behemoth of plywood, which prompted the press to tag the plane the Spruce Goose, a flippancy that still reportedly sends Hughes into a dark rage. The",
42,1832,FIC,SwallowBarnASojourn,A,B,C,"  present preservation to the thrifty care of the daughter of the aged inhabitant, a spruce, decent and orderly woman who had been nurtured among the family servants at Swallow",
43,1914,FIC,Ponteach The,A,B,C,"  , And think your fair Pretences all designing. I once was courted by a spruce young Blade, A lac'd Coat Captain, warlike, active, gay,",
44,1921,FIC,GoldenSnare,A,B,C,"  which, possibly a third of a mile distant, was a dark fringe of spruce timber. Blake pointed toward this timber. Out of it was rising a dark",
45,1833,NF,HistoryVegetable,A,B,C,"  , from an inch to twelve inches thick. The leaves resemble those of the spruce, and the cones are small. The timber is of good quality, and",
46,1988,FIC,EIsEvidence,A,B,C,"  rental company. Everything was new, handsome, and impersonal. A foot-high live spruce decked with candy canes sat on the glass-and-brass coffee table, but that was the",
47,1920,FIC,BackGodsCountry,A,B,C,"  the "" Beeg Storm "" Mukee was ready to follow. A trail through the spruce forest led them to the lake across which Jan knew that Cummins had intended to",
48,2003,MAG,FieldStream,A,B,C,"  . By and large, the same beech and maple ridges still overlook the same spruce and pine lowlands. The camp's parcel of leased paper-company land spans 1,600 acres",
49,1995,MAG,OutdoorLife,A,B,C,"  funnels. Or, he says he'll stand-hunt on small hardwood knobs surrounded by spruce swamps, catching bucks moving along runways coursing between the lowland contours. His favorite",
50,1990,FIC,SouthernRev,A,B,C,"  the steep gullies, circle the aspen benches, and climb up to the Engelmann spruce which was good habitat for deer and grouse. Once in the white-skinned quakies we",
51,1980,FIC,RandomWinds,A,B,C,"  father in his dark good suit, looking, for him, unusually dapper and spruce. He would never look that way again. "" You saw Ken Thompkins today",
52,1938,FIC,Harpers,A,B,C,"  Was it his clothes? Jesse knew he looked terrible. He had tried to spruce up at a drinking fountain in the park, but even that had gone badly",
53,1923,FIC,BlackOxen,A,B,C,"  made by the deer. Everywhere was that leafy whispering curtain. Between the rigid spruce and soft maples were fragrant balsams, and ferns, and an occasional pine with",
54,1892,FIC,VestyBasins,A,B,C,"  there by the sea-wall on a hot day, settin' up agin' a spruce tree admirin' the lan'scape, with ants an' pitch ekally a-meanderin' over",
55,1965,MAG,NatGeog,A,B,C,"  , and Amanita muscaria under pine and also aspen, birch, larch, and spruce. Benefits Flow in Two Directions With their filaments, the fungi have a superior",
56,1938,FIC,GeneralsLady,A,B,C,"  and his face haggard. Yet his tousled condition made him seem younger than the spruce officer Dilly had seen before. He obviously did not want to bep203questioned, but",
57,1897,MAG,Atlantic,A,B,C,"  the Ottawa, rose hosts of spiry, rosiny evergreens, - white pine and spruce, hemlock and cedar, shoulder to shoulder, laden with purple cones, their",
58,1980,NEWS,Chicago,A,B,C,"  bird, and he survives best where there's more magnolia around than there is spruce and hemlock. There is no bag limit on the number of birds a hunter",
59,1930,MAG,Atlantic,A,B,C,"  frost would reveal to my searching eyes the poplar grove in its setting of sombre spruce and fir. Day after day the yellow would grow more pronounced, until early",
60,1935,FIC,SanFranciscoTales,A,B,C,"  faded and the muslin curtains a bit less fine and the house in general less spruce than it had been, there were few there who could remember acutely enough to",
61,1880,FIC,TalesChesapeake,A,B,C,"  serve by Pocomoke? Does Chincoteague as then produce These rugged ponies, lean and spruce? Are these the steers of Accomac That do the negro's drone obey?",
62,1904,NF,GeologyApplied,A,B,C,"  flowers are very simple, and the seed naked. Examples are the pine, spruce, hemlock, etc. Gymnosperms include: (1) Conifers. (2",
63,1891,FIC,FeastVirginsOther,A,B,C,"  , somber shore, in the unbroken forest primeval, From the midst of the spruce and the pines, saw the smoke of the wigwams up-curling, Like the fumes",
64,1858,NF,PearCultureAManual,A,B,C,"  , branched close to the ground, and each as perfectly conical as a Norway Spruce. They had been in bearing in France for nearly twenty years; and are",
65,1877,MAG,Atlantic,A,B,C,"  . Moose-wood and whistle-wood put in their elder claim and held it, while the spruce and hemlock, of slower growth, prepared to wipe out the memory of invasion",
66,1947,FIC,Harpers,A,B,C,"  storm door, she saw a child standing there in the snow, holding a spruce wreath in his hands. He had come across the lawn, making his own",
67,1899,FIC,TrailGoldseekers<,A,B,C,  the river. The land continued silent. It was a wilderness of firs and spruce pines. It was like a forest of bronze. Nothing but a few rose,
68,1890,FIC,Cigarette-Makers,A,B,C,"  black beard. His companion was a diminutive little man, very thin and very spruce, not less than fifty years old. His face was entirely shaved and was",
69,1922,FIC,CountryBeyond<,A,B,C,  shimmering lakes that gleamed here and there from out of their rich dark frames of spruce and cedar and balsam. And half way between the edge of the plain and,
70,1865,FIC,DoraDarlingDaughter,A,B,C,  . I's been layin' out fer ter go inter de woods after some spruce gum to set my teeth inter;' spec it'll sweeten my temper',
71,1856,FIC,NowNever,A,B,C,"  . "" How do you do, Mr. Timmins? "" said Bobby to the spruce clerk, as he deposited the trunk upon the floor, and handed the ragged",
72,1911,FIC,SlovenlyBetsy,A,B,C,"  could not change her mother's will. Illustration To school, where all were spruce and neat, Poor Charlotte went with naked feet. Some showed their pity,",
73,1857,NF,MinnesotaDacotah,A,B,C,"  of the larger lakes. The uplands are covered with white and yellow pines, spruce and birch; and the wet lowlands by the American larch and the willow.",
74,1939,NF,HandicraftsSouthern,A,B,C,"  storm was over and the sun shone on a beautiful world. The guests from Spruce Pine were at the meeting early, some of the Penland neighbors dropped in,",
75,1902,MAG,Atlantic,A,B,C,"  slopes and in different soils. In the Adirondacks, for example, the red spruce and other evergreens thrive best upon the southern and western slopes, while the broadleaf",
76,1988,FIC,Alaska,A,B,C,"  the crushing log upon his throat. Disconsolate and starving, he leaned against a spruce and glared at the invisible bay, still shrouded in gray, and in his",
77,1996,MAG,Time,A,B,C,"  one-seventh of the economy. # Huizenga wants to institutionalize the no-haggle car purchase, spruce up car lots, give unhappy buyers full refunds, offer used-car buyers decent warranties",
78,1972,MAG,Time,A,B,C,"  40 in all-got the word over their short-wave radios: "" Suspects are proceeding down Spruce Street, headed for Gold. "" In the third-floor observation post, one agent",
79,1942,MAG,Harpers,A,B,C,"  's forms, or the Cruikshank exaggeration of their features, was seeing Wells' spruce figure there? his sharpclipped white mustache and the lizard alertness of glaze-blue eyes.",
80,1920,MAG,Harpers,A,B,C,"  of him or chase him clean out of the woods. Into a thicket of spruce he went, shrilling his battle yell. Out of the thicket flashed the woodpecker",
81,1910,NF,FlyingMachines,A,B,C,"  clear. Quantity and Cost of Material. For the horizontal beams four pieces of spruce, 20 feet long, 1 1/2 inches wide and 3/4 inch thick are necessary",
82,1864,MAG,Harpers,A,B,C,"  overbalance them. "" The kinds of timber brought down our rivers are pine, spruce, hemlock, ash, birch, maple, cedar, and hackmatack. Far",
83,1977,MAG,NatGeog,A,B,C,"  hydroelectric power. Along the way, at Port-Cartier, I've seen trucks drop spruce logs at the ever-steaming mill of Rayonier Quebec, an ITT subsidiary. Out comes",
84,1922,FIC,SheBoss AWestern,A,B,C,"  for such setbacks when deciding upon her freight rate. She had charged Demarest, Spruce &; Tillou three cents a pound for the last consignment. The three trucks that",
85,2003,FIC,SouthernRev,A,B,C,"  a very earthly scent-a combination of plastic drumheads and wooden drumsticks, the ebony and spruce and maple and rosewood of violins and violas and cellos and guitars, the new",
86,1964,NEWS,NYT-Reg,A,B,C,  Chief was one of many from comrades in arms of World War II and from spruce cadets who will be the Army officers of the future. The greetings were delivered,
87,1895,FIC,DaughtersRevolution,A,B,C,"  , beans, rice, potatoes, onions, cabbages, turnips, beets, spruce beer, and grog, and plenty of tobacco. Tom took his turn standing",
88,1988,FIC,Harpers,A,B,C,"  see me, he beckoned me into his little shack. I squatted on the spruce needles and crawled in. He needed a shave but otherwise looked all right.",
89,1869,NF,BOWCBookBoys,A,B,C,"  "" "" We know pretty well what there is, "" said Bruce. "" Spruce trees, maple trees, moss, and rocks, that's* about all. """,
90,1923,FIC,BlackOxen,A,B,C,"  slopes of the nearer mountains were dark green under a blue mist, the higher spruce rising like Gothic spires. Clavering smiled into her dancing eyes. "" You look",
91,2009,FIC,WaterDogsNovel,A,B,C,"  , he got back under the covers. Except for the billowing wind in the spruce trees outside and, occasionally, the steel chime of the bell buoy near Esker",
92,1977,FIC,DarkDesign,A,B,C,  visual abilities? That did not seem probable. If Monat had found out that Spruce was on the Stranger's side -- and how would he ever be able to,
93,1879,NF,LadysLifeInRocky,A,B,C,"  down and worship. The forest was thick, and had an undergrowth of dwarf spruce and brambles, but as the horse had become fidgety and "" scary "" on",
94,2008,FIC,BodiesLeftBehind,A,B,C,"  kitchen windows. She saw nothing but dense clusters of cedar, juniper and black spruce rising up a steep hill, whose rocks resembled cracked yellow bone. # Her",
95,1941,FIC,CityIllusion,A,B,C,"  and passed the high blue floor of Lake Tahoe, mountains black with pine and spruce, peaks bonneted with snow. It seemed funny to him, said Sandy,",
96,1926,MAG,Atlantic,A,B,C,"  hillsides and terraces, their gaunt rooms engloomed by clooryard groves of funereal cedar and spruce, approached by driveways that wound between evergreen hedges, the way lighted at night",
97,1999,MAG,NaturalHist,A,B,C,"  tearthumb, and blue joint grass. Boreal forest consists of balsam fir, red spruce, hemlock, and white cedar over a shrubby layer of speckled alder and raisin",
98,1876,FIC,WychHazel,A,B,C,  already; and in another year it would be in the way of that beautiful spruce fir. And the white oak itself is not worth all that.'',
99,1922,FIC,SheBoss AWestern,A,B,C,"  see, they furnish their subs with everything they need. Now when Demarest, Spruce &; Tillou move in there will be little or no freighting for us to any",
100,1997,MAG,CountryLiving,A,B,C,  a chimney-shaped home for a small tree or rose topiary. Easy-to-use latex paints can spruce up galvanized tubs and terra-cotta pots. One method: Paint the entire container (,
101,1985,FIC,Play:Blackface,A,B,C,"  Williams ambles on, cheerfully) BERT WILLIAMS I ever tell you about my friend Spruce Bigby? No? Well, I'm going to. Somebody once said about",
102,1839,FIC,GreenMountainBoys,A,B,C,"  sleeping apartment, was neatly carpeted with a thick dry moss, collected from the spruce knolls in the vicinity; while on one side was extended, at suitable intervals",
103,1886,FIC,RomanticYoungLady,A,B,C,"  else was done by Mr. Prime, who I was pleased to notice was as spruce as ever in his personal appearance. His gloves, his boots, his cravats",
104,1940,FIC,Money,A,B,C,  where she had been sitting. Left to themselves the two older girls had fetched spruce needles again until they had gathered enough of them to make two little patches which,
105,1833,FIC,CrayonSketches [ed],A,B,C,  same proportion that others gained by it; -- that the one was like a spruce apprentice set off by his Sunday clothes -- the other like Apollo tricked out by,
106,1922,FIC,Half-PastSeven,A,B,C,"  swung once more, one great hefty stroke, and with a great crash the spruce fell and measured its length in the snow. And the Toyman put the axe",
107,1950,NF,ForestProducts,A,B,C,"  , red mulberry, and in some localized areas even cottonwood, sassafras, and spruce. During the past quarter of a century, however, hardwood poles for use",
108,1893,NEWS,NYT-Ed,A,B,C,"  Marble. head. Mass., is being torn down, and some of lie spruce timbers, which have been protected from rain and wind for more than 200 years",
109,1860,FIC,DoomedChiefTwo,A,B,C,"  bullets of the intrenched enemy? "" "" You see that dark, thickly limbed spruce fir, here on our left? "" said the captain in reply, as",
110,2005,FIC,DatingDeadMen,A,B,C,  and began to stamp pages with the Have A Nice Day stamp we used to spruce up our receipts. It seemed an odd thing to do. Mr. Bundt reached,
111,1985,FIC,Play:Blackface,A,B,C,"  They say,' "" lo, "" or "" bye. "" Well, Spruce had to visit over there the other day and he claims this was the conversation",
112,1832,NF,RuralResidences,A,B,C,"  injurious matter. It has been said, that the best trees for shelter are spruce firs, which, from the resinous quality, as well as the linear form",
113,1922,FIC,SkyLineSpruce,A,B,C,"  in their evil eyes. XLI It was a wilderness moon that rose over the spruce to-night, -- white as new silver, incredibly large, inscrutably mysterious. The",
114,1921,FIC,GoldenSnare,A,B,C,"  found it a hundred yards from his camp. It was a gnarled and wind-blown spruce six inches in diameter, standing in an open. In this open Philip knew",
115,1906,MAG,Harpers,A,B,C,  us to sleep as we stretched our weary limbs upon beds of fragrant fir and spruce boughs. Among these peaks the fauna and flora are quite different from those of,
116,1922,FIC,CountryBeyond<,A,B,C,  the crying agony of the rabbit as the owl bore it off into the thick spruce tops. Even then -- unafraid -- Peter wanted to go out into the moon,
117,1924,MAG,GoodHouse,A,B,C,  you may run into any of them. We were scarcely an hour in the spruce little hotel to which we went on our arrival in Nairobi before servants began applying,
118,2007,FIC,FourSeasonsInRome,A,B,C,"  seven years old, Christmas night, snowflakes dashing against the windows, a lighted spruce blinking on and off downstairs, crayons strewn across the carpet -- it's hardly",
119,1869,FIC,GatesAjar,A,B,C,"  turf has grown fine and smooth. The low arbor-vit hedge and knots of Norway spruce, that father planted long ago for mother, drop cool, green shadows that",
120,1894,FIC,WhenLifeIsYoung,A,B,C,"  tree In the dark stood patiently, Far away from forest free, Little Norway Spruce. Chained and laden, but intent On the pines his thoughts were bent;",
121,1827,FIC,Fratricide,A,B,C,"  I will be merry, Learn to play the Virginals famously, And be a spruce, well scented ladies man. (distant music is heard) Cou. Conrade",
122,1993,FIC,SlowWaltzInCedar,A,B,C,"  , I guess, and listen to the Miles Davis tapes I ordered while I spruce up my lectures for the class I'll be covering for Jim. My notes",
123,1976,MAG,Time,A,B,C,"  Beach Harbor-not Los Angeles Harbor, as your captions twice incorrectly indicate. # The Spruce Goose has been stored, # and maintained, in a huge hangar in the",
124,1844,NF,MentalMoralCulture,A,B,C,  Electro-magnet. Stone Sawing. Honker of N. S. Wales. Brickmaking Bricklaying. The Spruce Fir. The Ash. The Willow. Scotch Fir. /z/ luciudes the following Six,
125,1912,NF,MothsLimberlost,A,B,C,"  feeding. I was told I would find them in August, on leaves of spruce, pine, cherry, birch, alder, sycamore, elm, or maple",
126,1958,NF,GiftFromHillsMiss,A,B,C,  was so good at storytelling that actually I have recognized people on the streets of Spruce Pine just from his impersonations. I delighted in taking people out to the Hoppes,
127,1822,MAG,NorthAmRev,A,B,C,"  of the lake. The forest trees are white and yellow pine, hemlock, spruce, birch, poplar and oak, with a mixture of elm, maple,",
128,1920,FIC,TroopOneLabrador,A,B,C,"  un. Then when we've made un fast we'll caulk un up with spruce gum. "" "" Why can't we cut strips of sealskin off our sleepin",
129,1988,NEWS,NYT,A,B,C,"  // With the help of state officials, Gloversville has also started a program to spruce up the city' s downtown strip. A job training program for residents of",
130,1920,FIC,PoemsHenryVanDyke,A,B,C,"  . Rolling like an ocean wide Over vale and mountainside, Balsam, hemlock, spruce and pine, -- All those mighty trees are mine. There's a river",
131,1921,FIC,GoldenSnare,A,B,C,"  little later, leaving Celie alone, Philip went back to the edge of the spruce thicket and examined closely their trail where it had crossed a bit of open.",
132,1985,FIC,Play:Blackface,A,B,C,"  the morning, he woke up and she was saying: p. 27 MRS. SPRUCE I sho' hopes dat all women don't have to put up wid dis",
133,1901,FIC,VanDwellers,A,B,C,"  the beginning of decay there came also a change of landlord and janitor. Our spruce and not unworthy colored man was replaced by one Thomas, who was no less",
134,1996,MAG,Skiing,A,B,C,"  our skis on our backs. Our ski tips crash into the low branches of spruce and fir, creating crowns of twigs in our hair and depositing small avalanches of",
135,1884,NF,AlgonquinLegends,A,B,C,"  only just time to trample down the snow a little, and stick up a spruce twig on end and sit on it. But when Wild Cat came up he",
136,2007,FIC,ChambermaidNovel,A,B,C,"  sister, Puja, squealed as we entered my new apartment on Twelfth Street between Spruce and Pine, smack in the middle of the "" gayborhood. "" Like South",
137,1957,FIC,EdgeDarkness,A,B,C,"  . When he had plugged a couple of hundred menacing claws with bits of whittled spruce, he dumped his sprawling cargo into his bag-net and floated it alongside. Then",
138,1901,NF,SecretWoods,A,B,C,"  out, and there it was in a little dome of dried grass among some spruce roots under the stone. The mother was away foraging, but a faint sibilant",
139,1935,FIC,RedSkyInMornin,A,B,C,  thinking at all that his mother would never go back to Whaleboat and the lonely spruce forests with the gulls sweeping over them low. He knew that he might lie,
140,1868,FIC,BoneSquash,A,B,C,  's dat I hear? Junietta. Junietta Ducklegs Noting my dear. Spruce. Spruce Pink I'll make him eat his words. Mose. Mose Spell able fust,
141,2006,NF,RoughCrossings,A,B,C,  he was a hardscrabbler stuck in a wind-whipped corner of the world between the blue spruce forest and the sea. But he was luckier than most. British Freedom had,
142,1994,MAG,AmericanCraft,A,B,C,"  best. For soundboards, discarded Alaskan salmon traps are a fine source of recycled spruce. The Knoll Group, a major producer of modern furniture, exhibited chairs,",
143,1922,FIC,SkyLineSpruce,A,B,C,"  . It was wholly fitting and true that the silence should lie over the dark spruce that ringed about him, a silence that, in its infinite harmony with some",
144,1892,FIC,VestyBasins,A,B,C,"  lane. I turned the corner by the school-house. Away back there among the spruce trees, I saw moving figures, red, green, blue, and heard",
145,1874,FIC,ExpressmanDetective,A,B,C,"  excused herself by saying that she had called on a lady friend who lived on Spruce street, just above Twentieth, and finding her sick had been unable to get",
146,1913,FIC,StoryWaitstill,A,B,C,"  ! I am glad you came back, Ivory. Did you find any more spruce gum where you went this time? "" "" Pounds and pounds, Rod;",
147,1920,FIC,TroopOneLabrador,A,B,C,"  within two feet of the log upon which he had been sitting, were two spruce trees about six feet apart. "" Maybe I can fix un right here,",
148,1957,MAG,Time,A,B,C,"  days to complete a canvas, sells his paintings at $1,000 and up. # Spruce feels no sense of restriction because most of his painting is limited to Texas landscapes",
149,1961,FIC,JourneyMatecumbe,A,B,C,"  pig's habits fall short of tidy, and not many make an effort to spruce up and reform about the house. It was annoysome. You'd be about",
150,1975,NF,RangelandManagement,A,B,C,"  turned loose to pasture, and beer was brewed from the leaves of the local spruce trees. Of the animals they hunted, one in particular struck Cook as being",
151,1942,MAG,Time,A,B,C,"  to provide the first mighty upset to Hitler's calculations. Did not France's spruce, civilized generals, packed with the lore of St. Cyr. command the smartest army",
152,1922,FIC,SkyLineSpruce,A,B,C,  origin. Here was his own country -- this Back There. While all the spruce forest in which he had lived had been his natural range and district -- his,
153,1896,MAG,Atlantic,A,B,C,"  admired, honored me with a song and a sight together. He was as spruce as if he had just donned a new suit, his black hood like velvet",
154,1839,FIC,NewHome--Wholl,A,B,C,"  first quite a sensation. Few passengers, save the weary pedlar, or the spruce retailer of books, clocks, or nutmegs, found their way to these penetralia",
155,1967,NF,GenusPinus,A,B,C,"  Duration, Years Present Contemporary 1st spruce minimum Sub-Atlantic 0-2500 1st spruce maximum J 2nd spruce minimum l Sub-Boreal 2500-4500 2nd spruce maximum 3rd spruce minimum Atlantic 4500-7500 3rd spruce maximum",
156,1987,MAG,SportsIll,A,B,C,"  or seven feet above the ground. Each blind commanded a clear view of the spruce forests, from which deer emerged and browsed at dawn and sunset. // My",
157,1930,FIC,Harpers,A,B,C,"  . Wistar parties were among the rare occasions which took Mr. Mendenhall Kent from his Spruce Street house at night. The two Assemblies, the Legal Club, the meetings",
158,1918,FIC,CabinFever,A,B,C,"  lay with his eyes half open, sluggishly miserable and staring dully at the rough spruce logs of the wall. Cash put on his cap, looked at Bud and",
159,1928,MAG,Time,A,B,C,"  on its mountains great wealth in yellow poplar, birch, ash, oak, spruce, hemlock, walnut. They too must be wisely utilized. # In the",
160,1890,FIC,CrowdedOutOCrofield,A,B,C,"  man you ought to see, "" said the jocose floor-walker, pointing to a spruce salesman behind a counter, and winking at him from behind Jack. The business",
161,1918,NEWS,NYT-Ed,A,B,C,"  that carries the motor. On this point there is usually reticence. Deliveries of spruce, which must be dried before it can be fashioned for airplane purposes, are",
162,1879,NF,LadysLifeInRocky,A,B,C,"  shallows, narrowing into deep boiling eddies, with pyramidal firs and the beautiful silver spruce fringing its banks, and often falling across it in artistic grace, the gloom",
163,1870,FIC,LostInFog,A,B,C,"  midst of reflections like these, he thought of the gum that is found on spruce trees -- spruce gum! It was an idea that deserved to be followed up and",
164,1943,MAG,SatEvePost,A,B,C,  Had the Liberator landed a year earlier it would have torn n path through virgin spruce trees and come to crumpled rest on white earth that had never known anything but,
165,1845,FIC,MargaretATaleReal,A,B,C,"  . "" Ah, you little rogue! "" he added, "" you are spruce as a bluejay. "" "" Has the Indian come yet? "" "" Yes",
166,1957,MAG,Time,A,B,C,"  of art, and a citizen of Texas. For the past 30 years Professor Spruce has been celebrating the flora and fauna of Texas in imaginative oils laid on with",
167,1938,FIC,GeneralsLady,A,B,C,  carried the heavy limp form of a soldier up the stairs. Dilly noticed how spruce and bright was the sick man's uniform; his baldric freshly pipe-clayed. He,
168,1994,NEWS,Atlanta,A,B,C,"  3-8 feet, $ 3 per foot; cut Fraser fir, Douglas fir, spruce and white pine, 4-13 feet, priced according to size, with trees $",
169,1895,FIC,Zeit-Geist,A,B,C,"  kindle the fire. "" She left the door of the stove open while the spruce twigs were crackling, and in the red, uncertain, dancing light he caught",
170,1882,MAG,NorthAmRev,A,B,C,"  factors in this country's pine supply they need not be seriously considered. The spruce forests, both north and south of the boundary, although of late years heavily",
171,1879,NF,LadysLifeInRocky,A,B,C,"  trees of other climates. There were dwarf oaks, willows, hazel, and spruce; the white cedar and the trailing juniper jostled each other for a precarious foothold",
172,2002,FIC,FantasySciFi,A,B,C,"  columns, like a colonial mansion. The driveway was flanked by two mature blue spruce trees; other trees and shrubs screened the house from the street. She pulled",
173,1963,NF,ChemistryWoods,A,B,C,"  the monomeric state (190). In their extensive studies on the ethanolysis of spruce lignin, Hibbert and co-workers were able to isolate and identify the monomeric guaiacyl-derivatives (",
