entry,year,genre,source,a,b,c,text,
18,1932,FIC,MagnoliaStreet,A,B,C,  easy to offer an explanation of the affectionate and uproarious good humour that prevailed in Magnolia Street during the next few weeks. Of course nothing can have been more winning,
19,1869,FIC,StoriesInVerse,A,B,C,"  their feet; The odor of a hundred blooms upon my senses fell; The magnolia seemed the husband, and the rest his consorts sweet. To a splendid hall",
20,1932,FIC,MagnoliaStreet,A,B,C,"  Winberg turned round. He perceived that the missionary who lived opposite him, in Magnolia Street, had something to say to him. He looked with distaste on the",
21,1937,FIC,IllMetByMoonlight,A,B,C,"  My children are such -- wretches. "" The night wind shivered in the stiff magnolia | leaves. The boys' pigeons in the side yard cooed and rustled as",
22,1908,FIC,PeterNovelWhich,A,B,C,"  Architects to which Garry belonged; half a dozen of his old friends from the Magnolia were present, Biffy among them; the village Council and the Board of Church",
23,1908,NEWS,NYT-Reg,A,B,C,"  and Broadway, it was said this morning that Dr. Kent did not go to Magnolia because Aust as he was ready to start a telephone message had been received saying",
24,1884,FIC,ElsieAtNantucket,A,B,C,"  giving Betty a cordial invitation from herself and husband to take up her residence at Magnolia Hall. With the approval of their uncle and other relatives, these kind offers",
25,1964,FIC,Man,A,B,C,"  . When taking to the hustings down home, traveling the red clay roads and magnolia groves, Zeke Miller reverted to being the corn- | plete "" Southroner, """,
26,1856,FIC,DredATaleGreat,A,B,C,"  , as she broke the seal. "" What' s this? "" The Magnolia Grove troubadours request the presence of Mr. and Miss Clayton and Miss Gordon at an",
27,1997,NEWS,NYT,A,B,C,"  $75,000 grant to study their potential for furthering economic development. # Houston's old Magnolia neighborhood, a barrio east of downtown, has become the Mexican gateway not only",
28,1890,MAG,Century,A,B,C,"  stream of water. In the thicket of wild undergrowth that partly surrounded us the magnolia and sweet-bay trees were in full bloom, which loaded the evening air with a",
29,1982,FIC,2010OdysseyTwo,A,B,C,"  truth. In a few milliseconds, he had moved from Tallahassee to 634 South Magnolia Street, Tampa. It was still the same address; he need not have",
30,1945,FIC,MrTuttFindsWay,A,B,C,"  him head over heels into the car, which started amid a whirl of dead magnolia leaves. "" If I findp134you here again I'll thrash you within an inch",
31,1932,FIC,MagnoliaStreet,A,B,C,"  wondered, therefore, that Rabbi Shulmn was not aware of all these doings in Magnolia Street when n:ht and day he was not aware of treading other pavements than those",
32,1946,FIC,SelectedStories,A,B,C,"  the foot of the hill, and dismounted before the gilded windows of the "" Magnolia "" saloon. Passing through the long barroom, he pushed open a green-baize door",
33,1871,NF,AdventuresYoung,A,B,C,"  the vicinity of our bivouac. Almost immediately, a yoloxochitl, a species of magnolia, met our eyes. I called l'Encuerado, who climbed the tree in order",
34,1892,FIC,OtherThingsBeing,A,B,C,"  something almost Oriental about Ruth, with her creamy, colorless face, like a magnolia blossom; her dusky hair was loosely rolled from her forehead and temples; her",
35,1886,FIC,TheirPilgrimage,A,B,C,"  although the shore is occasionally higher and bolder, as at the picturesque promontory of Magnolia, and Cape Ann exhibits more of the hotel and popular life. But to",
36,1868,FIC,Daisy,A,B,C,  . I had not seen either Laborde or Denon in my grandfather's library at Magnolia; they were after his time. The engravings and illustrations also had not been,
37,1891,FIC,StandByTheUnion,A,B,C,"  of dignity, and evidently of importance. CHAPTER XIX THE SKIPPER OF THE SLOOP MAGNOLIA "" You were very unwise to order these men to fire upon the boat,",
38,1856,FIC,ErnestLinwood,A,B,C,"  Rena; or, the Snow Bird Marcus Warland Love after Marriage Eoline; or Magnolia Vale The Lost Daughter The Banished Son Helen and Arthur Linda; or, the",
39,1981,MAG,Time,A,B,C,"  . # The joint villain is the Hubbard clan, a trio of plunderers in magnolia land. The family trade is cotton; its god is greed. The younger",
40,1980,NEWS,Boston,A,B,C,"  only tourney Craig had won in three years on tour before this was the 1978 Magnolia, a satellite played on Masters week. That was what gained Stadler his invitation",
41,1851,NF,FlowerGardenBrecks,A,B,C,"  would be on its own stock or root. "" The next most ornamental Chinese Magnolia, "" he says, "" is Soulange's Purple, (Magnolia Soulangiana.",
42,1969,MAG,Harpers,A,B,C,  those cheerless buildings with a red sandy playground behind it. Close by was a magnolia tree; it must have been at least three stories high. I took a,
43,1932,FIC,MagnoliaStreet,A,B,C,"  Mr. Benjamin Stern, the red bearded missionary who lived on the opposite pavement of Magnolia Street, than with Rabbi Shulman, who lived next door but one. Jesus",
44,1896,FIC,Writings [1896-1914],A,B,C,"  Where the waters are stagnant, the white vapor creeps, Where the musk of Magnolia hangs thick in the air, And the lilies' phylacteries broaden in prayer.",
45,1910,FIC,EmigrantTrail,A,B,C,"  some kind of a flower -- something like a magnolia. It has a sound like a magnolia. "" A lively imagination was evidently not one of Miss Gillespie's possessions.",
46,1914,NF,AmateurGarden,A,B,C,"  the remoter bays of the lawn; and there, taller yet, the evergreen Magnolia fuscata, full of its waxen, cream-tinted, inch-long flowers smelling delicately like the",
47,1890,NEWS,NYT-Reg,A,B,C,"  stated, the body of Mr. Bornemann was found yesterday morning in a marsh at Magnolia, a suburb of Charleston. These dispatches also said that there was not the",
48,1868,FIC,Daisy,A,B,C,"  "" I won't have it, little Daisy. Nobody shall be mistress at Magnolia but you. This woman shall not. See, Daisy - I am going",
49,1917,NF,CambridgeHistory,A,B,C,"  may be seen in Ruth, which is full of images from Bartram? the magnolia, the cypress, green savannas, and scarlet flowers that set the hills on",
50,1891,FIC,StandByTheUnion,A,B,C,"  he fights his ship; and that is what he did on board of the Magnolia. I regard him and his companions, except the skipper of the sloop,",
51,2001,FIC,PlantationLowcountry,A,B,C,"  down at my bare feet and recovered immediately. "" Doctor? Please allow this Magnolia a few moments to find her hoopskirts! Better yet, why don't you",
52,1982,FIC,ColorPurple,A,B,C,"  ' sagas. "" Daddy -- she sent pies of their new hedge. "" Magnolia grandiflora seven foot high. In his head, as at Guilford, she stands",
53,1868,FIC,Daisy,A,B,C,"  much in advance of my own age; my servants were my servants, at Magnolia; and Preston had never associated with me on just the footing of equality.",
54,1991,NEWS,Atlanta,A,B,C,  Waterford Drive and an English Tudor style at 18 Cassville Road. Decorated by the Magnolia Garden Club. Noon-7 p.m. Dec. 13. $ 5 (each house) at,
55,1932,FIC,MagnoliaStreet,A,B,C,"  . Like Kate Ritchie, like Leah Winter, they were Outsiders. For though Magnolia Street was a small comnnunity -- or two small communities, to be exact -- no community",
56,1893,FIC,RealThing,A,B,C,"  side in the burning sun, impenetrable in his own morose shadow. But the Magnolia was fragrant, like its namesake, with mint and herbal odors, cool with",
57,1864,MAG,Atlantic,A,B,C,"  particularly the oleander, laden with deep rose-hued and deliciously fragrant flowers, and the magnolia, with its wonderful, large blossoms, which shone dazzlingly white among the dark",
58,1841,NF,Book,ATreatise,A,B,C,"  at the east, it can only be considered a greenhouse plant. The Cucumber Magnolia (C. acuminata), (so called from the appearance of the young fruit"
59,1868,FIC,Daisy,A,B,C,  man's estate. I was left alone with Miss Pinshon to go back to Magnolia and take up my old life there. CHAPTER VII. SINGLEHANDED. As my,
60,1858,FIC,LucyHowardsJournal,A,B,C,"  least to me. We admire the green-house exotics, and to visit the kingly magnolia, but we kneel down by the lily of the vale, or the violet",
61,1914,FIC,MovingPictureGirls,A,B,C,"  and see that you get back in the morning. You can stay on the Magnolia to-night -- if we find her. "" "" Oh, I'll find her, all",
62,1868,FIC,Daisy,A,B,C,"  I rather pitied the ancient Egyptians for being so devoted to the latter; forgetting Magnolia, and all the home things I could not do and would have liked to",
63,1914,FIC,MovingPictureGirls,A,B,C,"  "" Maybe it was some one calling to us -- some of the searching party from the Magnolia, "" suggested Paul. "" Let's give an answer, then, """,
64,1914,FIC,MovingPictureGirls,A,B,C,"  out on the eager eyes of the refugees the lights of the steamer. "" Magnolia ahoy! "" "" Here we are! "" "" Oh, Daddy, Daddy",
65,1818,MAG,NorthAmRev,A,B,C,"  and freely scattered over roadside and pasture; the flower of the other is a magnolia, with evergreen foliage on a noble tree, with a white wonder of a",
66,1900,NF,ContemporaryAmerican,A,B,C,"  a snappy and taking example of negro-tone, the second has the perfume of moonlit magnolia in its lyricism. (In the reprise this subject, which had originally appeared",
67,1851,NF,FlowerGardenBrecks,A,B,C,"  and some of them the finest and most splendid trees that are known. "" Magnolia glauca. The most northern boundary of the habitation of this beautiful plant is supposed",
68,1898,MAG,NewEngMag,A,B,C,"  at Jacksonville! Later on, I went up the river on a steamer to Magnolia and Green Cove Springs, both now famous winter resorts. The latter was of",
69,1968,FIC,Airport,A,B,C,"  Tarbox: 57ting to be, as the weather grew finer, a sacrifice. Magnolia buds swollen by heat leaned in the space of air revealed by the tilted ventilation",
70,1998,FIC,VirginiaQRev,A,B,C,"  caboodle would fall in on itself. The image of himself exiting the ruins of Magnolia House, or whatever name they gave this place, was so false and clear",
71,1856,FIC,DredATaleGreat,A,B,C,"  the opera this evening. "" "" Yes, "" said Nina, "" the Magnolia Grove Opera House is to be opened, and the Magnolia Troubadour Troupe to appear",
72,1932,FIC,MagnoliaStreet,A,B,C,"  He was a bad ventriloquist, and his bookingsrarely prevented him from turning up in Magnolia Street. The Conjurer had managed to turn up, though he was booked up",
73,1908,NEWS,NYT-Reg,A,B,C,"  been slightly injured and his presence was not required. Airs. Cornell went to Magnolia on Aug. L She is the widow of William T. Cornell, who died",
74,1868,FIC,Daisy,A,B,C,"  "" No place is better worked or managed than Crofts. If the estate of Magnolia were worked and kept as well, it would be worth half as much again",
75,2003,MAG,NatGeog,A,B,C,"  big toaster. "" Radke's also high on 512-acre Discovery Park in Seattle's Magnolia neighborhood. "" It's on a bluff overlooking Elliott Bay. The view of",
76,2000,NEWS,Houston,A,B,C,"  , will have an open qualifier Oct. 18 at High Meadow Ranch Golf Club in Magnolia. # All pros and amateurs with a handicap index of 4.0 or less are",
77,1937,FIC,ManWhoWasMurdered,A,B,C,"  ? "" "" Virginia. "" "" Virginia is much nicer. Southern hospitality, magnolia blossoms, horses, crinoline, hams... "" "" You're not",
78,1835,FIC,HorseShoeRobinson,A,B,C,"  was shaded on either side by a mass of shrubbery, composed of laurel, magnolia, and such other plants as delight in a moist soil, over whose forms",
79,1914,FIC,MovingPictureGirls,A,B,C,"  finally received word that it was on its way up the Kissimmee River. The Magnolia, which was the name of the steamer, arrived two days later. It",
80,1999,MAG,SouthernLiv,A,B,C,"  Mississippi Sports Hall of Fame, Jackson. Pay tribute to great athletes from the Magnolia State, such as Brett Favre and Jerry Rice. 50 Natchez. It's",
81,1908,MAG,Nation,A,B,C,"  however, are they to his poems. There is no indication in the "" Magnolia "" that Cotton Mather had read "" Paradise Lost "", nor has any quotation",
82,1841,NF,Book,ATreatise,A,B,C,"  of large delicate purple blossoms early in the season; the Yulan or Chinese White Magnolia (M. conspicua), a most abundant bloomer, bearing beautiful white, fragrant"
83,1861,FIC,Trumps,A,B,C,"  nor beget distrust. A porcupine hides his flesh in bristling quills; but a magnolia, when its time has not yet come, folds its heart in and in",
84,1841,NF,Book,ATreatise,A,B,C,"  they take as an antidote against the fevers prevalent in those districts. The Umbrella Magnolia (M. tripetala), though found /z/ sometimes in the northwest of New York"
85,1868,FIC,Daisy,A,B,C,"  on the hillside. Who would look after my poor people? "" You like Magnolia after all? "" said the doctor. "" I do not wonder, as",
86,1882,FIC,Poems,A,B,C,"  of him just passed away! Hayne, Paul Hamilton, 1830-1886: XXII. MAGNOLIA GARDENS. from Poems (1882) Yes, found at last, -- the",
87,1999,MAG,SouthernLiv,A,B,C,"  , Texas. // They're the places your dad took you to buy the magnolia that blooms right outside your window. They're the places that introduced you to",
88,1977,NF,TasteAmerica,A,B,C,"  , younger NWPC members from the South -- known to the media as the "" Magnolia Mafia ""? were dancing in the aisles for George McGovern. Delegations huddled,",
89,1868,FIC,Daisy,A,B,C,"  and imaginations that I liked. I went back to my old Egyptian studies at Magnolia, and wrote my composition about "" Karnak. "" The subject was full in",
90,1969,MAG,Harpers,A,B,C,"  high. I took a blossom from it, because I had never seen a magnolia up close, nor smelled its fragrance. The blossom is the size of a",
91,1891,FIC,ElsiesVacation,A,B,C,"  , the evening in the veranda, where they were joined by their relatives from Magnolia Hall and the parsonage. The manner in which they would spend the approaching Christmas",
92,2000,NEWS,SanFran,A,B,C,"  , he grinds his jaw and gets that caged-man-gone-wild look in his eyes. "" Magnolia, "" the epic drama that cast him as a TV sex guru with a",
93,2006,FIC,EdgeDarkness,A,B,C,"  was something deeply attractive about the lush greenery of theSouth and the beauty of the magnolia blossoms. Parking his car in the teachers' lot, he meandered up the",
94,1932,FIC,MagnoliaStreet,A,B,C,"  ; so that the care of the souls of Myrtle Street, Acacia Stree, Magnolia Street and the other streets of the flowering shrubs, which made up the poorest",
95,1843,FIC,IdomenValeYumuri,A,B,C,"  , and whiter than the milk of the cocoa-nut, or petals of the fragrant magnolia. The touch of that hand, it seemed to me, was enough to",
96,1835,FIC,South-WestByYankee,A,B,C,"  althea, and dark green arbor vit. The splendidly attired amaryllis, the purple magnolia, the Arabian and night-blooming jessamines, the verbenum, or lemon-scented geranium, with",
97,1868,FIC,Daisy,A,B,C,"  Gary and my governess; who seemed to have a very comfortable time together. Magnolia lay some miles inland, up a small stream or inlet called the Sands river",
98,1868,FIC,Daisy,A,B,C,"  not know, I never did know till long after, how to many at Magnolia that prohibition wrought no harm. I think Margaret knew, and even then did",
99,1868,FIC,Daisy,A,B,C,  found a chance to put it in anywhere else. I spent four winters at Magnolia after that; and never had a new purse all the time. I had,
100,2009,FIC,GeometrySisters,A,B,C,"  Travis just last summer -- and the two maple trees and the dogwoods and big magnolia in the front yard, shady and nice. Carrie taught me how to climb",
101,2005,FIC,SlimNone Novel,A,B,C,  we spotted the shapely screen-saver displaying her finest features. She was obviously at the magnolia joint for the first time. If she was trying to arouse any of the,
102,2006,FIC,Matchmaker,A,B,C,"  . The ruckus created by the angry mob of blue-haired widows who'd stormed the Magnolia County Sheriff's Department office this morning, loudly demanding swift and brutal justice for",
103,1856,FIC,DredATaleGreat,A,B,C,"  with vague and tumultuous images. He thought that he was again with Nina at Magnolia Grove, and that the servants were passing around in procession, throwing flowers at",
104,1843,FIC,RingwoodRoverA,A,B,C,"  groves, and the vast forests whence gleamed frequently the snowy chalices of the superb magnolia, and the dense star-like blossoms of the flowering dogwood, and colored the azure",
105,1988,MAG,Harpers,A,B,C,"  Children of Light. He is at work on new novel. simulated essence of magnolia, with menu prose that implied they had been stand-ing at least since Kate Chopin",
106,1820,FIC,JudithEstherOther,A,B,C,"  Sometimes return to me, and tell How perfect is thy happiness. In the magnolia's bosom deep Come tell me how thou wert carest; Return -- thou shalt",
107,1914,FIC,MovingPictureGirls,A,B,C,"  will about suit us, "" said Mr. Pertell, one evening, as the Magnolia made a turn in the stream, and came to a place where another sluggish",
108,1856,FIC,PrueI,A,B,C,"  so impossible, "" I ask, "" if you go to Italy upon a magnolia branch? "" The smile fades from her eyes. "" I went a shorter",
109,1868,FIC,Daisy,A,B,C,"  "" Sometimes I do. "" "" And what is the system of punishment at Magnolia for such deeds? "" "" I am kept in the house for the rest",
110,1875,FIC,ElsiesWomanhood,A,B,C,"  the week, the quiet, the balmy air laden with the fragrance of the magnolia and orange, and all the sweet sights and sounds of rural life in that",
111,1961,FIC,WinterOurDiscontent,A,B,C,"  jerking with some nervous disorder, poured tea into cups as thin and fragile as magnolia petals, and her pouring hand was the only steady part of her. Mr.",
112,1962,FIC,SevenDaysInMay,A,B,C,"  , the rose bushes, the rhododendrons, and the big shiny leaves of the magnolia tree. A guard, his head pulled into the turned-up collar of a black",
113,1868,FIC,Daisy,A,B,C,"  "" No. I wonder, Margaret, if they will have any prayer-meetings in Magnolia now? "" For with the mention of Magnolia my thoughts swept back. """,
114,1942,MAG,Atlantic,A,B,C,  trees and is like a road passing through a superb park. There were no magnolia blossoms. It seemed at first sight that there were no magnolia trees. There,
115,1835,FIC,South-WestByYankee,A,B,C,  -- Cotton fields -- Worm fences -- Hedges -- The pride of China -- The magnolia tree and flower -- Plantation roads -- White cliffs -- General view of a plantation,
116,1868,FIC,Daisy,A,B,C,"  graceful, simple drapery. And also I thought, if these girls could see Magnolia, its magnificent oaks, and its acres of timber, and its sweeps of",
117,1942,FIC,AlongStreet,A,B,C,"  and at one end of the garden near the stable, a huge old tulip magnolia in full bloom showed its upper half. It's there! thought Felix.",
118,1908,FIC,PeterNovelWhich,A,B,C,"  had shaken the dust of New York from his feet -- even to resigning from the Magnolia, and a day later was found bending over a pine desk knocked together by",
119,1932,FIC,MagnoliaStreet,A,B,C,"  got quite used to that pipe and that hatpin. And certain harassed mothers of Magnolia Street, on both pavements, were not slow to take advantage of the fear",
120,1999,FIC,SouthernRev,A,B,C,"  these kinds of nights, stark and steamy as only Houston can be. # Magnolia trees cluster around paint-peeled wooden homes on the edge of the First Ward. Moonlight",
121,1850,NF,AmericanFruitCulturist,A,B,C,"  of hard wood, or thick or rigid bark, as the walnut, and magnolia. A ring of bark is removed from the stock, and another corresponding ring",
122,1893,FIC,WaringsPeril,A,B,C,"  joyously around the tall flag-staff. The air was rich with the fragrance of the magnolia and Cape jasmine, and glad with music and soft and merry voices. Then",
123,1897,MAG,Atlantic,A,B,C,"  Emerson that goes in at the ear. A heavy and vase-like blossom of a magnolia, with fragrance enough to perfume a whole wilderness, which should be lifted by",
124,1999,FIC,EsperanzasBoxSaints,A,B,C,  cement -- were carefully arranged in groups all over the brick floor and around the magnolia tree. The women knew well where to set their feet as they walked in,
125,1962,FIC,SevenDaysInMay,A,B,C,"  a good general who'd made a good Presidenttoo. Out of sight beyond the magnolia tree to his right, he knew, was the memorial to Lincoln, a",
126,1932,NEWS,Chicago,A,B,C,"   19321010_3 txt Robert Rogers, 10 years old, of 5653 Magnolia avenue, was crushed to death late yesterday when he was caught be.tween.a freight elevator",
127,1931,NEWS,WallStJrnl,A,B,C,"  increased prices, held back production tributary to our facilities will be released. "" Magnolia Advanoes Price Special to Tics WALL. Srsicirr JOURNAL DALLAS?, Magnolia Petroleum Co.",
128,1860,FIC,SunnySouthTheSoutherner,A,B,C,"  broad cotton fields, and country seats in the centre of surrounding estates. The magnolia is here the pride and glory of all trees. Within sight is a ridge",
129,1999,FIC,SouthernRev,A,B,C,"  I had to let go of my family. # I finally settled on the Magnolia Blossom Cemetery on South Ruthyen Street, a pretty little place I'd passed many",
130,1998,FIC,FantasySciFi,A,B,C,"  sky in a wild race, the rain falling steadily now. He headed up Magnolia Street through the downpour. The street lamps were on, haloed by the misty",
131,1921,NF,LinguisticChange,A,B,C,"  moves a sound out of its position, as in "" maganbli "" for "" magnolia, "" a mispronunciation of a child of six years, and in Bawden's",
132,2006,FIC,Matchmaker,A,B,C,"  another day in paradise, "" she muttered, then snagged her blue and white Magnolia Mavericks mug from the ancient, heavy metal desk and took off down the corridor",
133,1914,FIC,MovingPictureGirls,A,B,C,"  Then silence once more settled down over the company on the upper deck of the Magnolia. An awning protected them from the hot sun, and really it was very",
134,1886,FIC,Princess,A,B,C,"  home of the Byrd family at Shirley. Overhead the interlacing branches of oak and magnolia trees made a gorgeous canopy of glossy green and russet, and the sunshine filtering",
135,2004,FIC,MagnoliaSky,A,B,C,"  , then took a near-ninety-degree turn to the left. And there it was, MAGNOLIA MILE written on a sign in front of a very large yellow Victorian house.",
136,1880,NF,Wake-Robin,A,B,C,"  cock. The flowering of the maple is not so obvious as that of the magnolia; nevertheless, there is actual inflorescence. Few writers award any song to that",
137,1956,MAG,Time,A,B,C,"  steel even when the mills were operating, began cutting production schedules. Dallas' Magnolia Petroleum planned to slash drilling starts 75% in the next few weeks. # Toward",
138,1938,MAG,Nation,A,B,C,"  , the next county seat, a smaller, older town peacefully asleep under its magnolia trees. Everybody expected the hearing to last for weeks, but it was over",
139,2006,NEWS,Atlanta,A,B,C,"  notes, current activities, related references. Photo: PETER McINTOSH / SpecialThe wild magnolia was first documented by William Bartram in 1775, but naturalist Thomas Walter's book",
140,2006,NEWS,Atlanta,A,B,C,"  clients come from Italy. 618147 # As head of acquisitions for New York's Magnolia Pictures, Tom Quinn loves movies and he loves Atlanta. He just wishes the",
141,1932,FIC,MagnoliaStreet,A,B,C,"  behind her window-boxes. The Coopers were, no doubt, the best-born family in Magnolia Street. But it is possible that Miss Tregunter had more exalted blood in her",
142,1929,MAG,Time,A,B,C,"  picturesque, oldfashioned, tedious melodrama, full of conventional photography and exaggerated acting. Magnolia (Laura La Plante), an awkward young woman with a long jaw,",
143,2007,NEWS,Denver,A,B,C,"  # Bratten developed his old-school mentality early on. He was an all-everything quarterback at Magnolia High School in Anaheim, Calif., and opted to play for the Buffaloes instead",
144,1867,FIC,Tiger-LiliesANovel,A,B,C,"  blue-veined, dainty, were these white-lidded eyes. Have you ever seen two grand magnolia petals fallen on the ground, convex side up? Ottilie rose, and walked",
145,1994,FIC,SouthernRev,A,B,C,  to the window. There is an angel of blue fire standing beside the Japanese magnolia. No: it is only starlight on the blossoms. It is early spring,
146,1868,FIC,Daisy,A,B,C,"  was Preston, and Dr. Sandford, and Ransom, and what would become of Magnolia? In truth I did not know what had become of Ransom. I had",
147,1955,FIC,SomethingValue,A,B,C,  which comes from straight and simply dressed black hair and a skin as white as magnolia blossom. She was wearing a tiny leghorn hat and a long olive-green pelisse which,
148,1831,FIC,AmericanCommon-place,A,B,C,"  of lovers. There verdure fades never; immortal in bloom, Soft waves the magnolia its groves of perfume; And low bends the branch with rich fruitage depressed,",
149,1841,NF,Book,ATreatise,A,B,C,"  or other trees, should be chosen for all the species, except the Cucumber Magnolia, which thrives well in almost any aspect not directly open to violent gales of"
150,1832,MAG,NorthAmRev,A,B,C,"  thus for example, the Magnolia Glauca, just mentioned, is called the Small Magnolia, Swamp Sassafras, Sweet Bay, White Bay, Swamp Laurel, and Beaver-wood",
151,1956,FIC,BoonIsland,A,B,C,"  if I'd never been born. "" Back on the corner of Calhoun and Magnolia he rested on the curb and sat looking at the day. It was a",
152,2005,FIC,Vacation,A,B,C,"  down on the sand and put some wet sand on it, "" suggested Aunt Magnolia. "" Is that what you're supposed to do? "" asked AuntPigg.",
153,1931,NEWS,Chicago,A,B,C,"   19310310_5 txt Miss Lucille Thompson, 23 years old, 4864 Magnolia avenue, was once engaged to Malcolm Harrison, who is about her age and",
154,1868,FIC,Daisy,A,B,C,"  could hardly think. It began to rush over me, that this parting from Magnolia was likely to be for a longer time than usual. The river murmured by",
155,2006,NEWS,Atlanta,A,B,C,"  oaks, hickory, beech, buckeye and tulip poplar. # The wild native magnolia, his treasured discovery and the one for which Bartram named this peak -- he",
156,2002,MAG,Time,A,B,C,"  very strange, which is what you would expect from director Paul Thomas Anderson of Magnolia and Boogie Nights. What you don't expect is an art film starring Sandler",
157,1932,FIC,MagnoliaStreet,A,B,C,  the Chinese. That evened things up. There was quite a churchparadethat morning in Magnolia Street. A number of people who hadn't seen the inside of St. Luke,
158,2004,FIC,LittleBittyLies,A,B,C,"  dream about it sometimes. It was just like they used to have at the Magnolia Room downtown. "" Katharine managed a half-smile. "" Better, most said.",
159,2009,FIC,SorrowWoodNovel,A,B,C,"  bird had dropped dead from a branch, thus continuing the unbroken record. The magnolia had been planted by their neighbor, Miss Rose Lowery, when she was seven",
160,1914,FIC,MovingPictureGirls,A,B,C,"  PALMS "" Attention, everyone! "" Mr. Pertell stood on the deck of the Magnolia, facing his company of players. At his side was Russ, with the",
161,1999,MAG,CountryLiving,A,B,C,"  ), where they will twinkle in the candlelight. * 1OMBINE FRESH CITRUS, magnolia leaves, and berry clusters to create a festive mantelpiece garland (above).",
162,2006,FIC,SoundLikeThunder,A,B,C,"  , that the captain sometimes carried on with Creole whores at Lanaux's Landing in Magnolia Springs, and lay out drunk for several days instead of coming home when the",
163,1997,NEWS,WashPost,A,B,C,"  up the challenge. Three minutes to the center is the record, set by Magnolia when she was a child. Adults also journey to the center -- and back",
164,1932,FIC,MagnoliaStreet,A,B,C,"  vicar and the curate smiled with pleasure, when they saw the large detachment front Magnolia Street enter the church that morning. Mr. Tressider came round afterwards to Mrs. Wright",
165,1925,MAG,Time,A,B,C,"  ' played on the ukulele and hummed by the bright-eyed Florida maidens underneath the new magnolia trees, with the soothing odor gushing forth in a blazing November moonlight and- """,
166,1868,FIC,Daisy,A,B,C,  I had left with me. Chiefest of all theses were my poor friends at Magnolia. My money had accumulated during the summer; I had a nice little sum,
167,1999,NEWS,USAToday,A,B,C,"  Seymour Hoffman, Flawless, The Talented Mr. Ripley or Magnolia # Jason Robards, Magnolia # Steve Zahn, Happy, Texas # Rupert Everett, An Ideal Husband #",
168,1841,NF,Book,ATreatise,A,B,C,"  very young, and very abundantly, often producing two crops in a season. Magnolia auriculata grows about forty feet high, and is also found near the southern Alleghany"
169,1846,FIC,FactFictionACollection,A,B,C,"  of his young affections. He caught a glimpse of Rosalie, weeping beside a magnolia, which commanded a long view of the path leading to the public road.",
170,1969,FIC,Harpers,A,B,C,"  as children, "" says the sun-dappled group in the backyard. Beneath an umbrellaed magnolia a spy from the other side squats in seclusion, the only sound being his",
171,1932,FIC,MagnoliaStreet,A,B,C,"  Blackburn -- or Bacup, as some said. And they walked home again to Magnolia Street, he holding in his hand a brown paper parcel containing her old hat",
