entry,year,genre,source,a,b,c,text,
14,1852,FIC,HillsShatemuc,A,B,C,"  a thick growth of young wood and undergrowth of alder and dogwood and buckthorn and maple and huckleberry bushes. He scrambled on up hill, and in a little while",
15,1936,FIC,Play:EndSummer,A,B,C,  and Virginia creeper are sprawling over the fence of native stone. Silver birch and maple are beginning to put out their leaves. The tops of red pine and cedar,
16,1879,FIC,MenWomen,A,B,C,"  was undervalued by the United States. Said I -- Rises "" Vermont has her maple sugar; Illinois, her railroads; Dakota, her wheat; California, her",
17,2001,MAG,SportsIll,A,B,C,"  // 0.27 // Mark Messier, Rangers // 0.36 // 0.24 // Mats Sundin, Maple Leafs // 0.46 // 0.35 // Bill Guerin, Bruins // 0.42 // 0.31 //",
18,1939,FIC,Harpers,A,B,C,"  rugs, making a setting for the fine old pieces of mahogany and pine and maple from her family. Now it was all too like her piano in the corner",
19,1841,NF,Book,ATreatise,A,B,C,  button-wood in its young state. Another interesting species is the sycamore tree or Great maple (A. pseudo-platanus). The latter also considerably resembles the plane; but the
20,1970,FIC,PickUpSticks,A,B,C,"  a mail-order business in Pepperton, New Hampshire. In that guise, Henry dispatched maple syrup, sconces, early American TV carts and deacon's benches from Pepperton to",
21,1849,NF,MannersCustoms,A,B,C,"  . They used parched corn to a great extent. They extracted sugar from the maple tree, and used it to sweeten their cakes which were made of ground corn",
22,1973,NF,BraggAboutYour,A,B,C,"  of their time. Later, better tools and harder | woods of cherry and maple were found or made, and incorporated into the work. The tavern table,",
23,2009,FIC,AlpineUproarEmma,A,B,C,"  my cubbyhole office when she burst into the newsroom five minutes later. "" No maple bars! "" she cried. "" No sugar doughnuts! What's going on",
24,1950,NF,ForestProducts,A,B,C,"  , oak is the species used most commonly in the manufacture of flooring, but maple, birch, and beech are also widely used. The major part of the",
25,1864,MAG,Harpers,A,B,C,"  the western districts of Vermont and New York for instance, is derived from the maple. Michaux remarked, nearly thirty years since, that at least ten millions of",
26,1929,MAG,Time,A,B,C,  Bruins at Montreal. # Dec. 29-Cougars v. Maroons at Detroit; Black Hawks v. Maple Leafs at Chicago; Americans v. Pirates at Manhattan. # Dec. 31-Rangers v. Senators,
27,1920,FIC,LittleMaidOldMaine,A,B,C,"  Westons had a small store of maple sugar, made from the sap of the maple trees, and Mrs. Weston quickly decided that this should be used for Rebecca's",
28,1941,FIC,MildredPierce,A,B,C,"  last street car going -- "" Good night, "" and the rustle of the maple leaves around the street light on the corner. Again he heard in the still-night",
29,1962,FIC,Play:GiftTime,A,B,C,"  and one straight chair, an enameled hospital bed and side table, and a maple easy chair with flat, hard arms, which has been placed in social juxtaposition",
30,1859,MAG,NewEngYaleRev,A,B,C,"  miles in breadth, consisting of the best varieties of timber, the oak, maple, ash, elm, // walnut, butternut, basswood, and aspen.",
31,1878,MAG,Atlantic,A,B,C,"  towards the brook, "" iDo you see that tree?' * indicating a maple almost denuded of leaves which lay like a yellow garment cast at its feet.",
32,1841,NF,Book,ATreatise,A,B,C,"  also considerably resembles the plane; but the leaves, like those of the common maple, are smoother. They are five-lobed, acute in the divisions, and are"
33,2005,NEWS,SanFran,A,B,C,"  2,580 square feet. It has four bedrooms, two dens, hardwood floors, maple kitchen cabinets and stainless steel appliances. # But the most expensive component of the",
34,2005,MAG,VegTimes,A,B,C,"  and freshly ground black pepper 1. Preheat oven to 350F. Combine nuts, maple syrup and sugar in medium bowl. Spread nuts on parchment-lined baking sheet, and",
35,1934,FIC,Play:PetrifiedForest,A,B,C,"  ? SQUIER Can I order something to eat? BOZE Why, certainly. Miss Maple will take care of you. While SQUIER is taking off his ruck-sack and hat",
36,1921,FIC,VagrantDuke,A,B,C,"  that was to take place that night with the mysterious "" Hawk "" at the maple tree. He meant to find out, if possible, how Beth could be",
37,1994,MAG,AmericanCraft,A,B,C,"  each gouge. This reveals a thin strip of natural wood, usually mahogany or maple, interceding between the painted stripes. From across a room -- or in reproduction",
38,1899,FIC,MythRomance,A,B,C,"  still repullulate, And, swoln with spring, with sappy sweetness pregnant, The maple blushes with its leafy weight. And, mother-like, in cirques of quiet shadows",
39,1915,FIC,PrudenceParsonage,A,B,C,"  in her own. And Jerry kissed her. The twins scrambled down from the maple, speechless and cold with terror, - - and saw Prudence and Jerry! Then they",
40,1991,FIC,SouthernRev,A,B,C,"  his streaky window there was a beautiful late spring landscape, with millions of fertile maple whirligigs drifting down against a backdrop of dark green white pines. He got off",
41,1894,FIC,SelectPoems,A,B,C,"  her head, and blow me kisses sweet. And this was why: Where Maple Creek cuts through the Piny Ridge, Some one (the stream grows narrow there",
42,1905,MAG,Harpers,A,B,C,"  days. Yet a week had not passed since his discovery of me beneath the maple before good luck put me once more on his trail. Several miles from """,
43,1965,NF,365ShortcutsHome,A,B,C,"  "" furniture. I don't see any reason in the world why cherry, maple, pine, or light mahogany can't mingle congenially together in one room provided",
44,1958,MAG,SatEvePost,A,B,C,"  . But, of course, many of these gifts are mere tokens -- usually maple sugar or honey in recent years -- to persons who have done thoughtful things for",
45,1942,FIC,AlongStreet,A,B,C,  made one feel winter at the bones though the sun shone through bare branches of maple and elms. Change was in the air about us as it stirred behind our,
46,1852,NF,RoughingItInBush,A,B,C,"  is that dirty-looking stuff, John? "" "" Shure an' t is the maple sugar. "" "" Can people eat that? "" "" By dad, an",
47,1886,FIC,Poems VolIV,A,B,C,"  , In winter wearing summer's dress. With gelid sap and frozen gum In maple trees and hackmatack, While waiting for the spring to come Of life's necessities",
48,1986,FIC,Mov:ShortCircuit,A,B,C,"  .. and resemble, look like butterfly... bird... maple leaf... Crosby looks at the paper. Number Five is right.",
49,1989,FIC,OtherSide,A,B,C,"  kept out every possibility of light. Only Cam's room remained untouched, its maple single bed with plaid spread and matching curtains a kind of shrine, to an",
50,1922,FIC,VehementFlame,A,B,C,"  we'll talk things over. "" When he and his son got back to Maple Street, Jacky was blowing that infernal horn so that the whole neighborhood was aware",
51,1896,FIC,Poems,A,B,C,"  by the brook is dead, And quenched the goldenrod's brief fire; The maple's last red leaf is shed, And dumb the birds' sweet choir.",
52,1984,NEWS,CSMonitor,A,B,C,  many Japanese seem to spend much of the afternoon treading well-worn hillside paths deep in maple leaves and photographing each other. // Tofukuji-Fundain Temple has a dry-landscape garden said to have,
53,1942,FIC,ProdigalWomen,A,B,C,"  There was nothing to do but sit out here under the tiny leaves of the maple, in the sunny, sweet air. "" Now, I'm just countin",
54,1963,NF,ChemistryWoods,A,B,C,"  between (3- and 7-carbon atoms of propyl sidechains may likewise become partially degraded. Maple wood lignin, when hydrogenated with Raney nickel catalyst at 160 to 170? C.",
55,1932,FIC,Invasion,A,B,C,"  the sand hills and cherry shrubs of the Bay St. Charles, the beech and maple forest of Ile Michel. He told the story of the gold ingot, of",
56,1964,FIC,EarlyGrave,A,B,C,"  yellow and hard as horn. Inside the wardrobe was lined with smooth swirled bird's-eye maple, but someone had put shelves across it, in the space where clothes might",
57,1961,FIC,Play:MidgiePurvis,A,B,C,"  ? CURTAIN p. 23 Act 1, Scene 2 ACT ISCENE 2 The house on Maple Street. It is a small, shabby living room. There is a door",
58,1981,MAG,SportsIll,A,B,C,"  the season. Edmonton got goals on three of its first four shots against the Maple Leafs, but the scoring boom (page 78) worked against the Oilers at",
59,1906,FIC,Doomsman,A,B,C,"  for the products of the sugarcane are difficult to procure in these northern latitudes. Maple sugar and honey serve as the ordinary substitutes, and even these are regarded as",
60,1901,NF,SecretWoods,A,B,C,"  , and man goes a-fishing. Near the brook a red squirrel had tapped a maple tree with his teeth and was tasting the sweet sap as it came up scantily",
61,1897,MAG,Atlantic,A,B,C,"  ground covered by its branches, while more succulent trees, like the elm, maple, hickory, and eucalyptus, give forth more. The thirsty roots act as",
62,1875,FIC,Sevenoaks,A,B,C,"  the tay! It's insulted ye, Jim. "" (A piece of maple sugar.) "" Och! the owld, brown rascal! ye'll be",
63,1922,FIC,KentuckyRanger,A,B,C,"  furder side, and there war standin' by the oak a mighty fine sugar maple with branches which touched the oak. I walked out on an oak branch as",
64,1877,MAG,Galaxy,A,B,C,"  . No vessel was blown to pieces until April, 1864, when the transport Maple Leaf was sent to Davy Jones's locker by a torpedo in the St. John",
65,2003,MAG,AmericanCraft,A,B,C,"  OH, Mar. 4-Apr. 4) - Living Word Lectern, 2002, birch, soft maple, pearlescent paint, 47 x 30 x 18 inches, in "" Contemporary Works",
66,1929,MAG,Time,A,B,C,"  Favorite of Fred H. Deacon, Unionville, Ont. # Best Percherons: Mare Maple Grove Leila, Stallion Sir Laet, shown by Michigan State College. # Best",
67,1854,FIC,TempestSunshine,A,B,C,"  the passer-by to rest beneath their shadow. In one corner was a tall forest maple, where Julia and Fanny often had played, and where Fanny once, when",
68,1996,NF,MakingFurniture,A,B,C,"  better case furniture and tables, joiners of both communities used cherry and occasionally sugar maple (Ater sacchrum) for the exterior wood. A combination of yellow poplar,",
69,1945,FIC,FriendlyPersuasion,A,B,C,  one ever called him that -- lived down the pike about a mile south of Maple Grove Nursery. He was an oddity in a neighborhood that had time and space,
70,2004,MAG,SouthernLiv,A,B,C,"  brilliant crimson leaves in autumn.' Sango Kaku,' also called coral bark maple, features bright red twigs and branches. Its green leaves turn yellow in fall",
71,1967,FIC,Harpers,A,B,C,"  YOUR LOVER JUST CALLED A Story by John Updike The telephone rang, and Richard Maple, who had stayed home from work this Friday because of a cold, answered",
72,1840,FIC,DavidSwan,A,B,C,"  The girl was hardly out of sight, when two men turned aside beneath the maple shade. Both had dark faces, set off by cloth caps, which were",
73,1906,NF,FoodMaterial,A,B,C,"  sucrose of commerce is also obtained from the beet, the palm, and the maple tree, and from another grass, Sorghum saccharatum. 87 i // The sugar cane",
74,1833,NF,HistoryVegetable,A,B,C,"  longer be extracted. From the quantity of saccharine matter in the juice of this maple, there is no doubt that it could be fermented into wine, and that",
75,1876,MAG,Atlantic,A,B,C,"  singular conversation, which had been the accompaniment to a quadrille. The vicar of Maple Durham is dead; had he lived he would doubtless have become a bishop;",
76,1922,FIC,VehementFlame,A,B,C,"  so shatteringly frank to Eleanor, he walked down to the "" far end of Maple Street. "" And as he walked, he suddenly remembered that it was """,
77,1940,MAG,Time,A,B,C,"  , Dale installed a bust of Hitler on his desk. # Last week Dale Maple shocked arch-patriotic Harvard by resigning from the Verein Turmwchter and publicly applauding Hitler and all",
78,2005,FIC,FantasySciFi,A,B,C,"  a little differently. We finally caught the desperado and his best girl in the Maple Leaf Country. After a bit of "" slap and tickle, "" as Hart",
79,1856,FIC,ElmTreeTales,A,B,C,"  north of the house was a dense grove of chestnut, and walnut, and maple, and pine, where multitudes of squirrels had their hiding-places, and the birds",
80,1897,MAG,Atlantic,A,B,C,"  own pleasure in meadows and brooks, in yellow violet and fringed gentian, in maple leaf and climbing vine; he has told of the refreshment and succor in reverie",
81,1938,NF,CommonSenseInHome,A,B,C,"  from England and consequently made beautifully finished furniture, usually in mahogany, satinwood, maple and fruit woods. Pieces became incomparably delicate in proportion, finely carved, and",
82,1906,NF,NewEarth,A,B,C,"  , Osage orange, catalpa, ailanthus, black walnut, white hickory, soft maple and willow were first selected. Some of the trees were not successful, notably",
83,1992,NEWS,WashPost,A,B,C,"  signs to the nature center. Call 410/887-1815. # CUNNINGHAM FALLS STATE PARK -- Maple Syrup Demonstration and Flapjack Feast, Thurmont. March 14-15 and 21-22 from 10 to",
84,2001,NEWS,Atlanta,A,B,C,"  rated one of the worst 10 in the United States. With the arrival of Maple, the zoo expanded its vision and the physical size, and in 10 years",
85,1928,MAG,Time,A,B,C,"  bark make the outer walls. Inside are oriental rugs, French wicker furniture, maple piano (inlaid with gold), Italian oak panelling, brass bedsteads. #",
86,1956,NEWS,NYT-Ed,A,B,C,"  right to governmental reform. Some installment. credit abuses are corrected. The sugar maple is declared the official state tree. All the above has happoned, or is",
87,2009,FIC,NiceGirlsDontHave,A,B,C,"  Both threatened to make an encore appearance. # I steadied myself on the ring-stained maple bar and squinted through the icy remains of the glass. "" And now,",
88,1998,MAG,AmericanCraft,A,B,C,"  contrast, William Leete's Pepper &; Salt Mills, 1996, of waLnut and maple, are sLeekly functional as welL as amusing. A second pair of salt and",
89,1869,FIC,GatesAjar,A,B,C,"  bare, black fingers only to come tapping at the window. "" Roy's maple "" we used to call it. How much fun he had out of that",
90,1937,MAG,NewRepublic,A,B,C,"  canning and processing of fruits and vegetables and the processing of beets, cane and maple into sugar and syrup when such employments are seasonal in dia raeter. - - - which is",
91,1869,FIC,JanetsLoveService,A,B,C,"  farther away, and here and there between them showed the dusty bough of a maple or elm, or the ragged top of a Lombardy poplar, and, in",
92,1989,NF,TasteAmerica,A,B,C,"  flavor of pork and beans, "" but his recipe includes half a cup of maple sugar or syrup. He felt that it would not be authentic if it was",
93,1936,FIC,Harpers,A,B,C,"  Puryear, with his mountain-fetched fiddle that he hand-rived from the heart o' a maple... cronies, and folks what' balanced all,' dancin'",
94,1963,FIC,Centaur,A,B,C,"  mounds drifting slowly to the rear. Suddenly neat groves of trees, elm, maple, chestnut, poplars, and then an ugly space of sky. Signals,",
95,1986,FIC,DarkMoon,A,B,C,"  rushed onto the hidden stones, shouting, and suddenlyfound themselves back level with the maple. The slower brigands turned, thinking they were under attack from behind. As",
96,1988,MAG,Newsweek,A,B,C,"  parlor was dominated by heavy Empire furniture and a guest room decorated with 19th-century bird's-eye maple. The exception to this look was the fabulous art deco sitting room, where",
97,1960,NEWS,NYT-Ed,A,B,C,"  the light of the moon, for water and game, herbs, flowers and maple sugar. When the original Thanksgiving dinner was served, on orders of Governor Bradford",
98,1997,FIC,SouthernRev,A,B,C,"  Screaming; somebody is crying. Daniel hooks a toss of the dinosaur over the maple into the road. Peter and Daniel play in the yard, the father catching",
99,1853,FIC,UncleSamsEmancipation,A,B,C,"  the primeval forest. The tide water washes the drooping branches of the oak and maple, and dashes itself up into whole hedges of luxuriant arbor vit. No language",
100,1884,NF,AlgonquinLegends,A,B,C,"  Hickory? "" inquired the stranger. "" No, not hickory. "" "" Maple? "" "" No, not maple. "" "" White oak? "" """,
101,1925,MAG,Atlantic,A,B,C,"  had a part in it too, that that Something which dresses Itself up in maple trees and wind had dressed Itself in me also. But I can't see",
102,1921,FIC,PeggyInHerBlue,A,B,C,"  we can. Look, Alice! "" Far up at the top of the maple tree, the leaves of which were partly open, was a tiny golden ball",
103,1995,NEWS,Denver,A,B,C,"  Toronto, and when Keenan went off on referee Terry Gregson after a loss in Maple Leaf Gardens earlier in the week, the response was reminiscent of five guys on",
104,2004,MAG,SouthernLiv,A,B,C,"  them easy to grow, and now is a great time to plant. Japanese Maple Basics Chances are, you won't have to hunt far to find Japanese maples",
105,2005,FIC,LiberatingParis,A,B,C,"  of the whiskey inside. It went down smooth, warming him, like the maple syrup Mae Ethel used to make for his pancakes. Try as he might,",
106,1900,FIC,ChristmasStory,A,B,C,"  right hand into his sack-coat pocket, extracted therefrom part of a paper of "" Maple Dew, "" and replenished his left cheek with an ample wad of "" fine-cut",
107,1869,NF,BOWCBookBoys,A,B,C,"  working diligently at this, soon laid low a large number of straight, slender maple trees and an immense quantity of fir branches. These they all dragged to that",
108,2007,NEWS,Denver,A,B,C,"  well with blueberries standing in for apples. # WINE IDEAS: Set aside the maple syrup and pour a glass of passito di Pantelleria, a dessert wine made from",
109,1872,FIC,EdnaBrowningThe,A,B,C,"  dreamed. "" Twenty rods or so in advance, and sitting under a tall maple, with her hat on the ground beside her, and her back to Roy",
110,1941,FIC,MildredPierce,A,B,C,"  and took him through, lifting the painters' cloths to show him the new maple tables, pointing out the smart linoleum floor covering, explaining it was required by",
111,2006,FIC,Matchmaker,A,B,C,"  . "" Greer nodded in agreement as she plucked a Long John donut coated with maple icing from the box. "" Better expect a call from the DA's office",
112,1990,MAG,Horticulture,A,B,C,"  the path. In one instance, I cleared between the trunks of several 150-year-old maple trees to open a view into a sheep meadow; at another point, I",
113,1946,FIC,BridgeYears,A,B,C,"  listening for the breakfastbell, looking out at the purple and black leaves of the maple, listening to the steady drip of water from the eaves (the gutters must",
114,1896,MAG,Harpers,A,B,C,"  the curly maple, so dear to the furniture manufacturer. When young, the Maple is a little obstinate and bigoted about letting go of its outworn branches, but",
115,2005,MAG,AmericanCraft,A,B,C,"  57 by 31 inches; Nine Carrot Treasure Chest, 2001, walnut, curly maple, oil paint on turned and carved wood, 94 by 20 by 20 inches",
116,1858,NF,PearCultureAManual,A,B,C,"  fruit-tree to yield crops of the most refined fruit, and to grow as a maple or a cedar in the woods, he is badly mistaken. The old saying",
117,1908,FIC,TreasureValley,A,B,C,"  cents for a horseback ride, was whirling giddily to the tune of "" The Maple Leaf Forever. "" As the doctor guided his horse carefully through the thronged gateway",
118,1876,FIC,SeaShore ASequel,A,B,C,"  , who resided in the block of houses known as Kendrick's Row, on Maple Street. "" It is nearly a square and a half, miss, by",
119,1889,FIC,StandishStandish,A,B,C,"  at him. The leaves of willow, and alder, and birch, and maple, and elm, uncurled their delicate fronds and shyly held out hands of welcome",
120,1839,FIC,Hyperion,A,B,C,"  "" The driving hail Upon the window beats with icy flail. "" The red-flowering maple is first in blossom, its beautiful purple flowers unfolding a fortnight before the leaves",
121,1993,FIC,UglyWays,A,B,C,"  boy, they taught him about cherry blossoms in school. About the moon. Maple leaves in the autumn. These things are special to the Japanese people, his",
122,1934,FIC,Play:PetrifiedForest,A,B,C,  . I've written on the policy that I want the money paid to Miss Maple -- that young lady in there. If Mr. and Mrs. Chisholm will witness my,
123,1881,MAG,Atlantic,A,B,C,"  to be in them a likeness of the ui*ibroken union of the brilliant, fiery maple of America and the gnarled and twisted // oak of England. He pictured the",
124,1920,FIC,Big-TownRound-,A,B,C,"  refuted. "" They suit me, Johnnie. "" And Clay reached for the maple syrup. "" Best flapjacks ever made in this town. "" The Runt beamed",
125,1906,FIC,MayorWarwick,A,B,C,  sense of having emerged from a brief incarceration. He pushed his bicycle through the maple walk to the brow of the hill from which he had first looked over the,
126,1954,NF,LetsEatRightKeep,A,B,C,"  excreted. My conviction on fluoridation is also emotional. My father used to make maple syrup almost every spring; I loved it and still do. Furthermore, I",
127,1909,FIC,NorthernLights,A,B,C,"  away, the fir-covered, cedar-ranged foothills, and, lower down, the wonderful maple and ash woods, with their hundred autumn tints, all merging to one soft",
128,2003,FIC,AnAccidentalWoman,A,B,C,"  the toaster, and as she buttered them and doused them with syrup from the maple crop Micah had produced the spring before, she chatted with the girls about school",
129,1963,NF,ChemistryWoods,A,B,C,"  calcium from the fluids of the tree. Another calcium salt, commonly known as maple sand because it precipitates in the boiling down of maple sap to maple syrup,",
130,1960,FIC,FallHouseUsher,A,B,C,"  breaking of glass. The deadly fluid ran in a winding course down a great maple by the shed, leaving a narrow charred channel through the bark to tell how",
131,1974,FIC,Play:Shelter,A,B,C,"  is secret. VICKY Here are the sausages. LUEL Fay would not use her maple syrup for political ends. VICKY Leave it alone, Mother. LUEL Fay Galen",
132,1958,MAG,Time,A,B,C,"  a sorcerer and dies in abortion. For a year, Owen's "" chaste maple syrup soul "" is frozen. Then he attends a frenzied voodoo initiation, slips",
133,1884,FIC,QueerStoriesBoys,A,B,C,"  of the wild grape, and beautifully carpeted with the lichens from the beech and maple trees. The beds were made of a great variety of mosses, woven together",
134,1943,FIC,HumanComedy,A,B,C,"  russet waves of sedge grass up toP275a wood. There was a drift of fallen maple leaves on the wood's fringe but the tall, straight trees, the hickories",
135,1931,FIC,ShadowsOnRock,A,B,C,"  , salad, green beans, leeks, peas, cucumbers, wild strawberries, maple sugar, spruce beer. The sailors, after two or three months on salt",
136,1900,FIC,ChristmasStory,A,B,C,"  of steamed Indian meal and fruit, with a sauce of cream sweetened with shaved maple sugar. "" What'll you have? "" said David to Mrs. Cullom,",
137,1996,FIC,FantasySciFi,A,B,C,"  "" Aren't you hungry for something healthy? How about waffles? With real maple syrup? "" # "" Great, "" he said. "" Health food,",
138,1950,FIC,EagleOnCoin,A,B,C,"  for a minute to catch his breath, looked at the sun-yellowed leaves of a maple tree winking outside a window. He felt himself a stranger in the building.",
139,1937,NEWS,NYT-Reg,A,B,C,  421 51:1 t the killer had been partly elded by a low-hanging bough of entury-old maple tree beside the se. The buckshot slugs entered. Speer's right arm and,
140,1851,NF,FlowerGardenBrecks,A,B,C,"  shade trees, for street or park, there are none that excel the Hock Maple in the richness of its green folfage through the summer, and beautiful tints of",
141,1904,MAG,Atlantic,A,B,C,"  boot, or a hat for his head. Ile can draw sugar from the maple, food and antidotes from a hundred plants. Ile knows his way in a",
142,1961,FIC,Play:MidgiePurvis,A,B,C,  'll make it. MOTHER See you at nine -- Chez Glamor -- 12th and Maple. (She exits L.) FERGUS She's got her hands full -- a,
143,1987,FIC,CaptiveBride,A,B,C,"  scenery they had already passed. The same massive oaks, the same beech and maple, ash and pine. But she knew more now. She was more.",
144,1969,FIC,Promise,A,B,C,"  the cottage before and he gazed hungrily at the lawn and the maple. The maple looked inviting, he said. He could easily sleep a year in the shade",
145,1852,NF,RoughingItInBush,A,B,C,"  to finish his job, went to bed, and soon forgot all about the maple sugar. At breakfast I observed a small plate upon the table, placed in",
146,1959,FIC,PiratesErsatz,A,B,C,  . I introduced him to Nedda. She was vanilla ice cream with meringue and maple syrup on it. He loved it! She gazed at him with pretty sadness,
147,1860,FIC,SunnySouthTheSoutherner,A,B,C,"  , (they would call them rivers in England,) bordered by fringes of maple, sycamore, and oak trees, opulent with verdure. Nearer the house,",
148,1902,FIC,Audrey,A,B,C,"  the bloodroot was in flower, and the bluebird and the redbird flashed from the maple that was touched with fire to the beech just lifted from a pale green fountain",
149,2003,MAG,AmericanCraft,A,B,C,"  the rearofthe lectern surface, as if remembering that they were once part of a maple tree. In another tall, narrow piece, Semainiere et Deux, in claro",
150,1994,FIC,Triquarterly,A,B,C,  a large coffee urn and styrofoam cups. There were lavender cardboard trays filled with maple bars and glazed donuts and an open cigar box stuffed with dollar bills. On,
151,1831,FIC,AmericanCommon-place,A,B,C,"  soon as earth Unveils her face, and a faint vermil tinge On clumps of maple of the softer kind, Was nothing visible to give to May, Though far",
152,2007,FIC,SongsWithoutWords,A,B,C,"  adding details to a picture of a tree she'd drawn yesterday. A Japanese maple. She was terrible at the leaves. In fact, she sucked at drawing",
153,1996,NF,MakingFurniture,A,B,C,"  multifunctional tables, whose price indicates that most featured turned frames and were made of maple, yellow poplar, and white pine that had been painted. By the end",
154,1945,FIC,Harpers,A,B,C,"  if she doesn't, tell the taxi it's the third house down on Maple Street, the only double stucco house, and remember there's a goddam funny",
155,1976,MAG,GoodHouse,A,B,C,"  your name and address to Alberto V05 Hot Oil Treatment. P.O. Box 416, Maple Plain, Minnesota 55359. Also available in Canada? 1976 Alberto-Culver Co., Melrose",
156,1867,NF,OurCommonInsects,A,B,C,"  the bees with their cells, which had been excavated in the interior of a maple tree several inches from the bark. The bee had industriously tunnelled out this elaborate",
157,1878,MAG,Atlantic,A,B,C,"  have furnished a modern industrial exhibition, - provisions cooked and raw, blankets, maple sugar, tin-ware, clothing, pork, Indian meal, flour, coffee,",
158,2001,MAG,Redbook,A,B,C,  cup dry white wine; cook until reduced by half. Stir in 2 Tbs. maple syrup and 1 Tbs. Dijon mustard; cook 3 minutes more. Saute 1-2-3,
159,1880,NF,Wake-Robin,A,B,C,"  drawing ash logs off mountain in winter. There was some hemlock, but more maple and birch. The woods were dense and free from underbrush, the ascent gradual",
160,1986,FIC,KingYS,A,B,C,"  in the farmland on two sides. Mainly it was oak, though beech, maple, ash, and other trees made it at this season a storm of color",
161,1992,NEWS,WashPost,A,B,C,"  second Thurmont exit and follow signs. Call 301/271-7574. # HASHAWA ENVIRONMENTAL CENTER -- Maple Sugar Festival, Westminster. March 8 from 1 to 5. Demonstrations of tapping",
162,1996,FIC,FantasySciFi,A,B,C,"  the whispers said. "" Open your mouth. "" # I leaned against a maple, hugged myself, closed my eyes, and opened my mouth. I breathed",
163,1992,NEWS,WashPost,A,B,C,"  signs for Swallow Falls and Herrington Manor. # VIRGINIA # HIGHLAND COUNTY -- Highland Maple Festival, Monterey. March 14-15 and 21-22 from 9 to 5. On-site tours",
164,1986,FIC,DarkMoon,A,B,C,"  side of a large clearing. They passed under the shade of a solitary red maple, nearing the line of darker trees. Mist blew across the meadow, and",
165,1992,NEWS,WashPost,A,B,C,"  uses only what nature has given us. # j Buy and eat some real maple syrup. And probably pancakes, too. (All of the sites have pure",
166,1961,NF,ColoringFinishing,A,B,C,  . 16. Rich Maple on Maple (1) Spray or brush on red maple stain. (2) Brush on and wipe off red maple wiping stain reduced,
167,1934,FIC,Play:PetrifiedForest,A,B,C,"  and takes out a silver dollar. SQUIER crosses to herAnd thank you, Miss Maple. I'll remember your kindness. GABBY I forgot to give you your change",
168,1839,FIC,NewHome--Wholl,A,B,C,  to. This evening's supper was made quite luxurious by the preserved cranberries and maple syrup furnished by the settlers; and our friends retired to rest in much more,
169,2000,MAG,Ebony,A,B,C,"  , D.C. Church served as host church for the national launch of Diabetes Sundays. Maple Street Baptist Church-Des Moines, Iowa Pastor chairs area ministerial alliance, which has been",
170,1909,FIC,GirlLimberlost,A,B,C,"  that will be interesting. "" There was a burst of exquisite notes in the maple. "" Put in the grosbeak, "" suggested Elnora. "" Tell her you",
171,1880,NF,Wake-Robin,A,B,C,"  . In New York and in New England the sap starts up in the sugar maple the very day the bluebird arrives, and sugar-making begins forthwith. The bird is",
172,1945,FIC,FriendlyPersuasion,A,B,C,"  to meditate. Even Samantha in her crate at Enoch's feet was silent. Maple Grove Nursery was in sight before Jess spoke. "" Eliza, "" he said",
173,1884,FIC,DreamLife A,A,B,C,"  to pervert truth as to call the smart villages with the tricksy shadow of their maple avenues -- the Country. I love these in their way, and can recall pleasant passages",
174,1845,FIC,MargaretATaleReal,A,B,C,"  the district as the Maples, or Sugar Camp, from its growth of sugar maple trees. Over these stones she stepped as on a pavement, or leaped from",
