entry,year,genre,source,a,b,c,text,
44,1981,-,-,-,-,-,and crosses. But gold for the face of a crow to hide a goddess's brow is no proper payment at all. I,
45,2002,-,-,-,-,-,trend when he stumbled upon the video crew for Sheryl Crow's Soak Up the Sun that was encroaching on Blue Crush's North Shore,
46,1907,-,-,-,-,-,"mean thing I ever heard of you doing, daddy Crow! "" she cried. "" It was cruel! "" "" Course you",
47,1917,-,-,-,-,-," I understand that a person called' Old Mr. Crow' has been your leader for a good many years. And my advice
48	1971	-	-	-	-	-	scratch his back against some cactus bush. CAVALE Little crow feel pretty good inside coyote belly. Not bad she says for a day
49	1896	-	-	-	-	-	covering. To this hide are fastened feathers of the crow and min' xa-san, or swan, in alternate rows or bunches.
50	1950	-	-	-	-	-	Bethlehem, Pa., Feb. 8, 1950. Jim Crow in the Army To THE EDITOR OF THE NEW YORK TIMES: After studying
51	1913	-	-	-	-	-	ways he challenges our admiration! What a contrast the crow presents to the silent, solitary hawk! The hawks have but two occupations
52	1936	-	-	-	-	-	He tumbles from his roost -- not like a shot crow -- but like a stuck hog. He doubles up before he hits the
53	1971	-	-	-	-	-	Lesser felt depression settle on his head like a sick crow. When he couldn't write he doubted the self; this expressed itself
54	1907	-	-	-	-	-	that to the north, with the river breaking between Crow Nest. and Bull Hill,. the eye traveling on over Newburgh eleven
55	1945	-	-	-	-	-	feathers trailing behind him. There was a bundle of crow feathers tied in his hair, and all his hair but his scalplock was
56	1888	-	-	-	-	-	district known as Carancro; in bluff English, Carrion Crow. CHAPTER II. BONAVENTURE AND ZOSEPHINE. They did not live a la
57	1922	-	-	-	-	-	battle I like to see!  XVI MR. CROW LOOKS ON Nimble and his friend Dodger the Deer picked themselves up off the",
58,1953,-,-,-,-,-,"that seemed on the verge of bursting out in full crow, like that solitary cheerful tenor in chapel. Andrew's legs checked involuntarily",
59,1883,-,-,-,-,-,"is rottenness where he appears. He is a carrion crow, and though you see not well what he hovers for, there is",
60,1864,-,-,-,-,-,"Royal won! "" Och, didn't the counthry crow, An' didn't ould Uncle Gideon (Aye, and all the",
61,1978,-,-,-,-,-,"This objection may of course be carping, and De Crow's cheery recollections of charming lunches with "" husband No. 1 "" would seem",
62,1869,-,-,-,-,-,"adds his testimony to the great services rendered by the Crow in keeping these pests in check. Yet here in Massachusetts, regardless of",
63,1907,-,-,-,-,-,"? "" CHAPTER XIV A Case of Mistaken Identity Detective Crow found little difulty in gaining admittance to Colonel Randall's summer home. He",
64,1949,-,-,-,-,-,"as moonrise to her, and now while one black crow after another beat his wings across a turned-over field no distance at all beyond",
65,2007,-,-,-,-,-,"a movement that led to the peaceful end of Jim Crow laws at the city's department stores, restaurants and lunch counters. #",
66,2008,-,-,-,-,-,"black man is a person who must ride' Jim Crow' in Georgia. "" 6 Obama updated that view, noting that when",
67,1938,-,-,-,-,-,"he was cooking. Once he told me it was crow, and after that I quit asking. It's curious,' he",
68,1919,-,-,-,-,-,"on the end of my nose. "" Old Mr. Crow grew sober at once. The mere thought of perching himself in so dangerous",
69,1896,-,-,-,-,-,"the heavenly choir To hear once more the red cock crow, What time the morning's rosy fire O'er hill and field began to",
70,1930,-,-,-,-,-,"is counsel, became interested in the case when Mrs. Crow declared that she had been "" framed. "" When she was brought up",
71,1918,-,-,-,-,-,"Longlegs to speak up good and loud, because Mr. Crow had a strong voice. "" I'd suggest -- -- "" said Daddy Longlegs -- -- """,
72,1907,-,-,-,-,-,"CHAPTER XXXVI Anderson Crow's Resignation Some days later Anderson Crow returned to Tinkletown from New York, where he had seen Rosalie Bonner and",
73,1940,-,-,-,-,-,"and then lit in a pine tree below. Another crow joined them and Robert Jordan, watching them, thought: those are my",
74,2004,-,-,-,-,-,"of lynchings, economic depression and the emergence of Jim Crow laws, the city beckoned to thousands of rural black Southerners as a refuge",
75,2001,-,-,-,-,-,"(cv. 17001758) of New Castle. George Crow (w. 1740-1762), a Wilmington clockmaker, died in 1762 in possession",
76,1940,-,-,-,-,-,"he loved clapperclawing Truman's rival-stiff, Roman-nosed Governor Lloyd Crow Stark. Also to the aid of New Dealer Truman went New Deal Wheelhorse",
77,1941,-,-,-,-,-,Gibbon's open book. JOHNNY strolls over to JIM CROW. He listens a moment to JIM DANDY mumbling and moaning in his sleep,
78,1985,-,-,-,-,-,"world. "" JUG! "" he crowed a new crow. His head went back -- oh, see the acrobat! His wings",
79,1890,-,-,-,-,-,"of which they had been the innocent witnesses. A crow came up, flapping her wings, and alighted on a tree which stood",
80,1931,-,-,-,-,-,grayling stranded at the mouth of creeks. Above Old Crow I spied some geese honking soisily on a bar. As I had hit,
81,1981,-,-,-,-,-,don't know what you're talking about. (CROW sneaks in closer.) p. 57 VITALINE I saw that Crow of yours today,
82,1920,-,-,-,-,-,65 XVI GRANDFATHER MOLE'S VISITOR 70 XVII MR. CROW SCOLDS 76 XVIII A TALK WITH MR. MEADOW MOUSE 81 XIX MR.,
83,1919,-,-,-,-,-,"pained. He said it hurt him to have Mr. Crow say such cruel things. "" It's plain, "" said he,",
84,1981,-,-,-,-,-,and beat us to a pulp JESSICA (Staring at CROW.) No they won't. (CROW and BEAR blindfold the girls,
85,1880,-,-,-,-,-,", and the kingbird and the crow blackbird fight the crow; but neither takes any notice of the buzzard. He excites the enmity",
86,1917,-,-,-,-,-,"hoping that Mr. Crow would take them. But Mr. Crow had no such notion in his head. "" I mean, you may",
87,1905,-,-,-,-,-,"leaves which troop along the lanes in autumn. The crow, the goose, the eagle, carry my quill, and the wind",
88,1907,-,-,-,-,-,", reinforced by Roscoe and the doctor. Upon Mr. Crow's arrival at the jail, affairs assumed some aspect of order. He",
89,1981,-,-,-,-,-,"pick on me, will you get after them? CROW Not exactly. JESSICA Aren't you supposed to help me? CROW I",
90,1941,-,-,-,-,-,"the revolving door) I tell the truth! JIM CROW chases after FISHKIN into the revolving door, and they push around swiftly,",
91,1921,-,-,-,-,-,"It was a crow. It was the rooster's crow, way down at the farmyard. "" Why, it's almost dawn",
92,1964,-,-,-,-,-,"his old lady crow to old crows, let her crow about he didn't care what. He wasn't going to be what",
93,1941,-,-,-,-,-,"I guess. Ever been to Chicago? p. 46 CROW No, I don't think we ever walk into that place. Is",
94,1933,-,-,-,-,-,"understand why we came here. Flap your wings and crow, my fine cockerel! "" cried Cibo. The Jew clucked over the",
95,1896,-,-,-,-,-,"the city and seek out its master in preference to crow companions, is a living illustration that a factor other than heredity has been",
96,1941,-,-,-,-,-,"it) Let me behold the letter, please. CROW (Hands him the letter) Yes, sir! He say, Go",
97,1964,-,-,-,-,-,"anybody find him doing that. Let his old lady crow to old crows, let her crow about he didn't care what.",
98,1907,-,-,-,-,-,"tell her to go to Halifax! "" retorted Anderson Crow. "" Is that all you want? "" "" They nabbed that murderer",
99,1993,-,-,-,-,-,"got the deleriums and the fever and some passin' Crow heard me, thought I was makin' big medicine. "" Silas paused",
100,1922,-,-,-,-,-,"chestnut tree, up, up, by the old crow's nest, and plop! right in the nest it dropped. And",
101,1971,-,-,-,-,-,"the sunflowers, and you cry because of that damn crow. My douschka, such a crybaby you were. "" "" Was not",
102,1917,-,-,-,-,-,"first time. As you know, ever since Mr. Crow had owned his umbrella it had not rained once. That was why the",
103,1972,-,-,-,-,-,pants around their ankles giggling like school kids.) CROW In the slammer he's a useless. But he does his schoolin',
104,1949,-,-,-,-,-,in their mouths like old men's pipes. One crow hollered over their heads and they all got to their feet as though a,
105,1981,-,-,-,-,-,4 COYOTE (Seeing the UNICORN.) Look! CROW This might be too far. It's dangerous. COYOTE You're going,
106,1945,-,-,-,-,-,"a handsome wench! "" Bannister cackled and tried to crow. "" Ain't seen a finer pair of legs since Widow Dumbra skipped",
107,1856,-,-,-,-,-,"crittur would have crowed! "" "" I hear him crow two or tree time already, "" said Primus, who had been to",
108,1920,-,-,-,-,-,scurrying down there in the dark. XIX MR. CROW'S APOLOGY IT was lucky for Mr. Meadow Mouse that he had placed a,
109,1907,-,-,-,-,-,"to the men. "" It was true. Anderson Crow, with a brace of horse pistols, was driving the players toward the",
110,1995,-,-,-,-,-," surface that Crow claims Bleckner had utterly repudiated. Crow misses the elasticity of Bleckner's approaches to a critical engagement with modernism,
111	1922	-	-	-	-	-	 And then Dodger the Deer looked up at Mr. Crow and Jasper Jay and spoke. "" If you want more action why do",
112,1972,-,-,-,-,-,. Let's just suspend and stretch it out. CROW We can breathe thin or thick. The air is your genius. HOSS,
113,1981,-,-,-,-,-,"dreamed (She offers the knife to CROW.) Crow, you do it. (CROW takes the knife and holds it above",
114,1905,-,-,-,-,-,"removed. And old "" Crusoe, "" the big crow with the ragged right wing, never showed himself to me again. He",
115,1998,-,-,-,-,-,"again with a whoosh of exhalation. He noticed a crow on a high perch, staring down at him, its head tilted sideways",
116,2005,-,-,-,-,-,"like vitamins, oxygen tents, energy bars and Sheryl Crow. This is the only way to level the playing field. What about",
117,1972,-,-,-,-,-,"Drippin' hot chocolate down yer zipper. Pathetic. CROW Time warps don't shift the purpose, just the style. You're",
118,1993,-,-,-,-,-,". "" "" No talk, "" said the English-speaking Crow. Morgan felt a sinking feeling as his hands were tied. The Crow",
119,1907,-,-,-,-,-,"hat, and I don't know Briggs. Mr. Crow, you are as crazy as a loon. "" He prepared to bring",
120,1920,-,-,-,-,-,"isn't coming up as it should, "" Mr. Crow told him. "" So I scratched open a hill myself, to find",
121,1972,-,-,-,-,-,"to da mirror all tru the night. p. 54 CROW (nervously) Yeah. Well, you know, twelve bars goes a",
122,1960,-,-,-,-,-,"with the place. Sits down there and slurps Old Crow all by herself, and rides around on this big horse. My wife",
123,1856,-,-,-,-,-,"in a flock of crows to be anything but a crow because of his company, and no matter how sweetly he sang would prononnce",
124,1856,-,-,-,-,-,"it shakes its myriad leaves. There sits the carrion crow of Hate, and croaks for Death, While Love's white dove lies",
125,1986,-,-,-,-,-,"with her black hair done up to look like a crow in flight, singing about U.S. and Soviet journalists vying for scoops. #",
126,1942,-,-,-,-,-,"We're a family now -- The Tiger, The Crow, Maggie, me, and my little brother. Can you hear me",
127,1917,-,-,-,-,-,"that was owned for miles around. And wherever Mr. Crow went, the umbrella went too, tucked snugly under his wing. There",
128,1897,-,-,-,-,-,"of smallpox. In 1890 they numbered 522. The Crow people are known by the Hidatsa as Kihatsa (They-refused-the-paunch), according to",
129,1997,-,-,-,-,-,"remind you -- "" # Heather smiles. "" Of crow girls? "" # "" Partly. But more to remember that this --",
130,1855,-,-,-,-,-,"bless you, and one try to sing like that crow' ut used to live down on the bridge, and roll his eyes",
131,1921,-,-,-,-,-,"her to her knees. Howl! Howl! You crow you crow I'd give you to Canetto, do you hear? I",
132,1989,-,-,-,-,-,"chick our read' - mix sarn't is fucking, Crow. Find out! That will lead us to his supply. "" Crow",
133,1998,-,-,-,-,-,"a zealot. "" Be silent or you will be crow bait like those other poor fools, "" someone hissed at him. As",
134,1922,-,-,-,-,-,"the time? JUDGE BRADFORD Yes. p. 34 BEN Crow buzzards! God damn the Jordans! Front door bell rings sharply, BEN",
135,1921,-,-,-,-,-," Impossible!  He was so angry with Mr. Crow that he couldn't say anything more. For all that, he strode",
136,1908,-,-,-,-,-,"as also does the crow. The destruction by the crow of meadow mice, and of cutworms and other insect pests and the destruction",
137,2005,-,-,-,-,-,definitely a // woodpecker and looked larger than a // crow. I know that it had white on the // trailing edge of the,
138,1919,-,-,-,-,-,"we can talk without disturbing anybody. "" So Mr. Crow repeated that in his opinion the Major had insulted him. "" You've",
139,1917,-,-,-,-,-,"That's what I say, too! "" Mr. Crow bellowed. And then he could hardly believe his ears when someone near him",
140,1991,-,-,-,-,-,"would tag after Payne when he'd go up to Crow Holler to go hunting with Emory, and I'd sit on the - dog",
141,1905,-,-,-,-,-,Bronx the peacock has been seen to strut before a crow. Undoubtedly the males in whom the masculine principle is the strongest and most,
142,1988,-,-,-,-,-,"that's IT, Virgene. I'll be a crow. CAW! (HE MAKES A TERRIBLE SCREECH.) QUANNAH I thought",
143,1928,-,-,-,-,-,"Nuthatch! "" "" Thank you very much, Mister Crow! "" said Robert Robin, as he sped over to Brigg's Brambles",
144,1907,-,-,-,-,-,"down the front stairs, grumbling but determined. Mrs. Crow followed close behind, anxious to verify the claim that routed him from his",
145,1998,-,-,-,-,-,"was at a fifth-grade slumber party. "" Pitt and Crow (9) cap off the evening, while Rock and Eddie Murphy (",
146,1914,-,-,-,-,-,"in Santo Domingo. Besides its opinion on the Jim Crow question, the Supreme Court last week gave another that seriously concerns the civil",
147,1997,-,-,-,-,-,"n't sure if she's speaking to Jilly or to crow girls she's only ever seen once, but whose presence keeps echoing through",
148,1917,-,-,-,-,-,"His foot was its natural size again! Old Mr. Crow looked at the bandage. And he saw, clinging to it, a",
149,1883,-,-,-,-,-,"During his stay he had purchased a pony from a Crow Indian, and while he was at the cantonment he rode into Billings and",
150,2004,-,-,-,-,-,"'s as different from Daddy as a cow from a crow, and I believe her. I mean, wouldn't you have to",
151,1926,-,-,-,-,-,"had to be brave at times. "" As the crow flies, Locarno M not far from Geneva, but the road has not",
152,1981,-,-,-,-,-,"Coyote woman is ready, we all know that. CROW If we're taking her back, we can change a few things,",
153,1907,-,-,-,-,-,"Well, I'll be gosh-whizzled! "" gasped Anderson Crow, sitting down suddenly. * * * * * An hour and a",
154,1993,-,-,-,-,-,and showing them his firepower. He traded with the Crow down on the Yellowstone and they was glad to get his goods. But,
155,1907,-,-,-,-,-,"the moon just settling down behind the dark brow of Crow Nest,? and heard the good-by of your rumbling, chuckling wheels.",
156,1894,-,-,-,-,-,"of another Amencaui in London as to hear the cock crow at dinner-time. "" Oh, she's over here, is she,",
157,1996,-,-,-,-,-,"can't dance with us, "" Clayton snapped in Crow. # The next day John packed a bedroll. "" I'm staying",
158,1880,-,-,-,-,-,"beats mine all hollow, and now he can't crow over me! Won't that be a comfort? The good boy has",
159,1907,-,-,-,-,-,", ha! Listen! Did you ever hear a crow like that? It fairly rings through the house. Yes, I knew",
160,1920,-,-,-,-,-,"Red-winged Blackbird exclaimed to Bobby Bobolink, gazing after Mr. Crow with an injured air. "" He insulted you! "" To his great",
161,1900,-,-,-,-,-,"14818 THE DAUGHTER OF ANDERSON CROW by GEORGE BARR MCCUTCHEON Author of Beverly of Graustark, Jane Cable, etc",
162,1869,-,-,-,-,-,", in certain localities and under peculiar circumstances, the Crow may appear to be so great a nuisance that the victims of his rapacity",
163,1988,-,-,-,-,-,"onto the hardwood floor. The rural Minnesota town of Crow Wing counted on the tourist trade, even in the dead of winter.",
164,1870,-,-,-,-,-,will not permit other birds to devour that of the crow. In the beginning they will hire a shop near the mouth of mother,
165,1974,-,-,-,-,-,"victory she has a tendency to exult, even to crow. But, considering everything, Erica does not find this very hard to",
166,1987,-,-,-,-,-,compare it as you work with a picture of a crow in profile. Cut newspaper in strips. Saturate them with a papiermache paste,
167,1908,-,-,-,-,-,"that in the ancient heathen mythology of Germany, the crow or raven was the fateful bird of the god Woden. CAPTAIN BUGBY How",
168,1886,-,-,-,-,-,"this is a proverb much used: "" An evil crow, an evil egg. "" Then the children of this world that are",
169,1920,-,-,-,-,-,"talk never really hurt any one. And generally Mr. Crow forgot a grievance quickly, because he was sure to get angry with somebody",
170,1838,-,-,-,-,-,steps hastened to their several homes. CHAPTER X. The Crow and Archer presented a busy scene on the evening of the day referred to,
171,1937,-,-,-,-,-,"as of the Chinese. # In general, Author Crow's problem was one of learning (by U. S. advertising standards) to",
172,1948,-,-,-,-,-,saddle and bridle on the horse and ride as the crow flies into the last stagger of exhaustion and then sleep and then return after,
173,1989,-,-,-,-,-,"The room took an agreeable roll, then steadied. Crow strolled around the desk, and sat on it, next to Whitenigger's",
174,1942,-,-,-,-,-,". THE TIGER Go on with your training. THE CROW Why are you called The Tiger? THE TIGER Sooner or later, every",
175,1920,-,-,-,-,-,said Miss Cornelia with what might have been a little crow of triumph in anyone not a Van Gorder. Anderson looked thoughtful. Then,
176,1849,-,-,-,-,-,"of Mene-Seela, and brother of my host the Big Crow, was seated there already, and I asked him if the village would",
177,1917,-,-,-,-,-,"dare say so. In the first place, Mr. Crow was afraid of Fatty Coon. And in the second place, Fatty was",
178,1945,-,-,-,-,-,"turned around slowly, still scrutinizing the faces of the crow -- ut his excitement was gone. Suddenly he felt very empty. He",
179,1979,-,-,-,-,-,morning tak -- ing a drink. The rooster would crow about the time I had taken my third drink. And not once did,
180,1834,-,-,-,-,-,"such a creature as that. Don't let him crow over old Carolina -- don't, now, squire! You can hit him as",
181,1993,-,-,-,-,-,"in her copy of their books. "" In the crow's nest, between the deck and the sky, I sought your bounty.",
182,1836,-,-,-,-,-,"has brought you here? I am but a poor crow, and not worth plucking.' He pointed to his pistols, took",
183,1907,-,-,-,-,-,"n't mean that they are in this pasture, Mr. Crow. You've been a good friend to me, and I'm inclined",
184,1972,-,-,-,-,-,. He sips his wine. Slowly through the dialogue CROW starts to get into HOSS'S walk until he's doing it perfect.),
185,1993,-,-,-,-,-,"I would. "" "" We might just find the Crow, then. That's likely when he'll be found. "" """,
186,2007,-,-,-,-,-,"&; Whitney's Middletown, Conn., plant, Ed Crow, retired senior vice president and head of engineering at Pratt, took a",
187,1972,-,-,-,-,-,let nobody hurt me will ya'? p. 66 CROW Nobody's gon na hurt ya'. HOSS Where have I been.,
188,1936,-,-,-,-,-,"I couldn't see any way out but to eat crow and offer a compromise. I hated it like hell, but it was",
189,1941,-,-,-,-,-,"cushion, which JIM DANDY hands to him. JIM CROW places the cushion with the heart-shaped rock on it on the platform. JIM",
190,1845,-,-,-,-,-,"think him a crow. "" "" How, no crow, mossa? Enty, I know crow good as any body! He",
191,1845,-,-,-,-,-,"n black nigger ob a crow -- a dirty crow, da's lazy for true. "" "" Ha! he lazy --",
192,1997,-,-,-,-,-,you. But you've got to watch out for crow girls. Sometimes they wake a yearning you'll be hard-pressed to put back,
193,1995,-,-,-,-,-,"my mother's. I'm not fooled by the crow's feet and deep creases on her forehead, because her eyes are young",
194,1919,-,-,-,-,-,"but you, "" Major Monkey assured him. Mr. Crow said he was glad of that. And then he asked the Major to",
195,1954,-,-,-,-,-,"wooden benches divided by the brass rail demanded by Jim Crow; the two ticket windows, one on either side of the rail;",
196,1941,-,-,-,-,-,(He hands JIM CROW the heart-shaped stone. JIM CROW puts it back in his pocket) Sit down and remember that when we,
197,1917,-,-,-,-,-,"quite true! "" - - at least, everybody but Mr. Crow. He was determined that he would not agree with anything the stranger said",
198,1874,-,-,-,-,-,"cocoanut. The Doctor applies the forceps. Crow. Crow Easy, doctor. Easy. Oh! oh! Dr. Squash. Dr.",
199,1907,-,-,-,-,-,". "" You go scratch yourself! "" retorted Anderson Crow scornfully. That was supposed to be a terrible challenge, but the stranger",
200,1857,-,-,-,-,-,". The journey from St. Paul to Lake Superior via Crow Wing can then be performed in three days, while on the usual route",
201,1976,-,-,-,-,-,"n no, "" one driver mumbled. "" Jesum Crow, didn't see the goldurn hole. "" "" Can we help?",
202,1852,-,-,-,-,-,"George. "" Ask Tom Lincon if I don't crow over him, every time I meet him. "" Aunt Chloe sat back",
203,1907,-,-,-,-,-,sailing with the seven thousand dollars he expected. Anderson Crow had agreed to take but three thousand dollars for his share in the capture,
204,1849,-,-,-,-,-,", as the following: While he was in the Crow village, a Blackfoot war party, between thirty and forty in number came",
205,1941,-,-,-,-,-,around at everybody) Letter for Mr. Jim Smither! CROW (Softly) He ain't here no more. POSTMAN Where is he,
206,1880,-,-,-,-,-,"condensed to bird names and their scienti names Blackbird, crow, or purple grackle (Quiscalus quiscula). Bluebird (Sialia sialis)",
207,1919,-,-,-,-,-,"be the only cook, you see. "" Mr. Crow rather liked that idea. "" I accept your offer, "" he said",
208,1933,-,-,-,-,-,"after his march through Georgia, remarked that henceforth a crow wishing to cross the Shenandoah Valley would have to pack his own rations,",
209,2003,-,-,-,-,-,"expect, was my own songs like "" The Lonesome Crow "" and "" Cropper's Sorrow "" and the spicy string-ring I could conjure",
210,1892,-,-,-,-,-,"XIII. CAPTAIN LEEZUR RELATES HOW MIS' GARRISON ATE CROW XIV. "" TAR-A-TA! "" OF THE TRUMPET XV. THE BROTHERS XVI",
211,1927,-,-,-,-,-,"is the Sun dance, the most impressive of the Crow ceremonials, danced before the whole tribe by a votary desirous of vengeance.",
212,2006,-,-,-,-,-,"added Kokako, the name of a variety of native crow, a grayish bird with blue wattles at its throat that made bell-like calls",
213,1996,-,-,-,-,-,"up. Berenice's shoulders shook. # "" Da Crow sweat.., "" Martin bellowed, assuming a grappler's stance,",
214,1942,-,-,-,-,-,my name. I'm going places now. THE CROW You ain't going nowhere. BLACKSTONE BOULEVARD You do best to play and,
215,1952,-,-,-,-,-,"year earned by dancing properly to the tune of Jim Crow education, he could carry his whole family to South America for a summerwhere",
216,1907,-,-,-,-,-,"By Jove, mother, you talk sometimes like Anderson Crow. He often says things like that, "" cried Wicker delightedly. """,
217,1907,-,-,-,-,-,"that's neither here nor there, "" said Mr. Crow, hastily changing the subject. "" We're wastin' time. """,
218,1886,-,-,-,-,-,"to your senses at last. "" "" Don't crow, Aunt Helen, until you are out of the woods. I may",
219,1921,-,-,-,-,-,"say it myself, it was as snug a little crow's nest, and as comfortable and strong, as though it had been",
220,1957,-,-,-,-,-," |p233Then there was the ear-clapping blast of Giacomo's crow gun and Moses heard the shot strike on the roof around him and in
221	1893	-	-	-	-	-	tiny baby brother, fat and dimpled, who would crow, and spill milk on the tablecloth, and let me sit on the
222	2006	-	-	-	-	-	Deck there!  The shout came down from the crow's nest. "" Deck there! Three sail on the port bow!",
223,1896,-,-,-,-,-,"Fathers mixed with Commons Seized hatchet, bar, and crow, And smote upon the planks above, And loosed the props below.",
224,1958,-,-,-,-,-,". SHE is carrying a bag of groceries. The CROW shrieks. MADAM reacts, then enters into the shop. ZELMA is about",
225,1881,-,-,-,-,-,"Remus. "" You better go git yo' Jim Crow kyard en straighten out dem wrops in yo' ha'r. I allers year",
226,1907,-,-,-,-,-,robbers were forgotten for the time being. But Marshal Crow's reputation as a horse-thief taker and general suppressor of crime constantly upbraided him,
227,1931,-,-,-,-,-,that devilishinanimate crow on the wall -- that silent terrible crow on the wall -- that damned menacing dead crowPeople went mad permitting black carrion-thoughts,
228,1993,-,-,-,-,-,"hear the Indians approaching. His hands told Patch the Crow were nearby. "" Here they come, "" said the trapper. """,
229,1941,-,-,-,-,-,with anguish and tears come to his eyes. JIM CROW wants to comfort him. He brings a cigar out of a pocket.,
230,1989,-,-,-,-,-,"I'm going to fill that life with pain. Crow reentered the ofe, almost silently, carrying a paper sack full of cold",
231,1991,-,-,-,-,-,", there was no toilet paper. And no Jim Crow, "" Hughes commented. # "" Unconsciously I have lost that depressing subconsciousness",
